"w","growth_baseline","growth_theta_low","growth_theta_low_resboost","pct_vs_baseline"
0.0104,0.151457194929679,0.166351359320396,0.19871422012004,31.2015716468946
0.1027,0.613508269198136,0.728570983862101,0.786948296127076,28.2702019902076
1.0173,1.0682077479929,1.81522760524973,1.2304352182226,15.1868838748379
10.0735,10.2661051199912,1.24517198622567,1.43403315296031,-86.0313805849521
28.5618,5.83449728280651,0.65427703598518,0.781183988763627,-86.6109460524444
