"t","total","selected","juvenile","fish_level"
32.8,0.272670321162679,0.0018220694231118,0.270848251739567,5
33,0.262671356966394,0.0016304429486492,0.261040914017745,5
33.2,0.252389209548104,0.00144601544373423,0.25094319410437,5
33.4,0.241678405661062,0.00127651696592309,0.240401888695139,5
33.6,0.230380040766632,0.00112810081923605,0.229251939947396,5
33.8,0.218339368368498,0.00100509305857653,0.217334275309922,5
34,0.205419453029486,0.000910534010104219,0.204508919019382,5
34.2,0.191512425191827,0.000847865891259949,0.190664559300567,5
34.4,0.176548249770072,0.000824477132674189,0.175723772637397,5
34.6,0.160503948430547,0.00085985550577024,0.159644092924776,5
34.8,0.143412965368428,0.00100914728447595,0.142403818083952,5
35,0.125364052056654,0.00144263913670373,0.12392141291995,5
35.2,0.106466099050806,0.00262401271879813,0.103842086332008,5
35.4,0.0864975796869097,0.00574819945648688,0.0807493802304228,5
35.6,0.0644713062836286,0.012243513574666,0.0522277927089626,5
35.8,0.0440636818879008,0.0164186916380811,0.0276449902498197,5
36,0.0489494506090762,0.00982812850102879,0.0391213221080475,5
36.2,0.109009642801806,0.0033608039116768,0.105648838890129,5
36.4,0.200491413036388,0.00180124536841446,0.198690167667973,5
36.6,0.269000463923746,0.00189460939200078,0.267105854531745,5
36.8,0.305569318208595,0.00217067379063467,0.30339864441796,5
37,0.323205703819188,0.00240063000794659,0.320805073811242,5
37.2,0.330450811874817,0.00255950215004757,0.32789130972477,5
37.4,0.331347831495448,0.00264501581105624,0.328702815684392,5
37.6,0.328093003424843,0.00266436692948577,0.325428636495357,5
37.8,0.322074391094109,0.00262757335162813,0.319446817742481,5
38,0.314246096848875,0.00254450231662298,0.311701594532252,5
38.2,0.305285617365429,0.00242383266419001,0.302861784701239,5
38.4,0.295663744272328,0.00227326372412323,0.293390480548205,5
38.6,0.285687716650569,0.00210025101508016,0.283587465635489,5
38.8,0.275514982561614,0.0019124818561366,0.273602500705478,5
39,0.265180495265225,0.00171839857047937,0.263462096694745,5
39.2,0.254616444294693,0.00152693379295125,0.253089510501742,5
39.4,0.2436878555066,0.00134701987252559,0.242340835634075,5
39.6,0.232222934200164,0.00118670061391265,0.231036233586251,5
39.8,0.220041824891239,0.00105253317131029,0.218989291719929,5
40,0.206976631211623,0.000949838578800746,0.206026792632822,5
40.2,0.192885351974891,0.000884527696497677,0.192000824278393,5
40.4,0.177662948824042,0.000867835623107765,0.176795113200934,5
40.6,0.161250175044766,0.000928599209566568,0.160321575835199,5
40.8,0.143638416232757,0.00115085759653556,0.142487558636222,5
41,0.124889571835814,0.00176779290767189,0.123121778928142,5
41.2,0.105064341219303,0.00337449308172241,0.101689848137581,5
41.4,0.0837332130883064,0.00749472223979015,0.0762384908485163,5
41.6,0.0601328237663325,0.0147949931868437,0.0453378305794888,5
41.8,0.0419593029808382,0.0163002373267957,0.0256590656540425,5
42,0.0599791256899881,0.00777372110643978,0.0522054045835483,5
42.2,0.136510390122306,0.00262167944925444,0.133888710673051,5
42.4,0.226978861407408,0.0017638305941653,0.225215030813242,5
42.6,0.285113209286157,0.00195210559616489,0.283161103689992,5
42.8,0.3146345596479,0.0022177525418076,0.312416807106092,5
43,0.328591501000915,0.00243039712724158,0.326161103873673,5
43.2,0.333810649780878,0.00257488260709145,0.331235767173787,5
43.4,0.333571237030546,0.00265318529614571,0.330918051734401,5
43.6,0.329728984101469,0.00267170047839968,0.327057283623069,5
43.8,0.323473971001411,0.00263751598194102,0.32083645501947,5
44,0.315628475045952,0.00255802193776354,0.313070453108189,5
0,0.0123393149976886,0.00509146475862765,0.0072478502390609,10
1,0.367590449579816,0.010075061997891,0.357515387581925,10
2,0.37536316010192,0.00863543762041052,0.366727722481509,10
3,0.337792948382368,0.00765853368627622,0.330134414696092,10
4,0.296258695851842,0.00567729171037622,0.290581404141466,10
5,0.254105980889116,0.00350189097412156,0.250604089914995,10
6,0.20318771713292,0.00223156434197842,0.200956152790942,10
7,0.1402189303786,0.00170741544646773,0.138511514932133,10
8,0.0775445428937655,0.00714403122715354,0.070400511666612,10
9,0.155144689612852,0.0104177151628225,0.14472697445003,10
10,3.08479794860102e-08,6.60263261666162e-10,3.01877162243441e-08,10
10.2,3.95683995791265e-08,8.3244949517526e-10,3.87359500839513e-08,10
10.4,6.25676949408558e-08,2.44878775428967e-09,6.01189071865661e-08,10
10.6,9.14810611372422e-08,1.55782933486386e-08,7.59027677886037e-08,10
10.8,1.41286925668969e-07,4.46859941584338e-08,9.66009315105354e-08,10
11,3.65799435805393e-07,4.48881432597164e-08,3.20911292545677e-07,10
11.2,1.25576466868059e-06,3.51933491021048e-08,1.22057131957848e-06,10
11.4,3.73529851026496e-06,9.18036872770939e-08,3.64349482298787e-06,10
11.6,9.06650361707225e-06,4.74394854819817e-07,8.59210876225244e-06,10
11.8,1.85624015480061e-05,2.62332569090924e-06,1.59390758570969e-05,10
12,3.72551821076583e-05,8.58804337994964e-06,2.86671387277087e-05,10
12.2,0.000101642564879746,1.54341405545013e-05,8.62084243252451e-05,10
12.4,0.0003659399011919,2.23458894289397e-05,0.00034359401176296,10
12.6,0.0012571797335996,6.81328196738405e-05,0.00118904691392576,10
12.8,0.00361366142171142,0.000388882599620753,0.00322477882209066,10
13,0.00900926870908213,0.00174814637655523,0.0072611223325269,10
13.2,0.0230712085612659,0.00493632061828176,0.0181348879429841,10
