"time","yield","schedule","regime"
500,0,"Peaks only","Oscillating (resource_decrease=0.005)"
500.2,1.08261283780056e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
500.4,1.22737443187567e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
500.6,1.38994150553284e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
500.8,1.53770585920224e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
501,1.65088262117604e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
501.2,1.72642786366295e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
501.4,1.77645807022264e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
501.6,1.82268068014848e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
501.8,1.88833222890414e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
502,1.98834833743974e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
502.2,2.12166955938565e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
502.4,2.27197198838855e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
502.6,2.41425101779771e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
502.8,2.51906444828561e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
503,2.55691774600051e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
503.2,2.50815746555244e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
503.4,2.37290776698908e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
503.6,2.17218142475174e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
503.8,1.93854817200882e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
504,1.70270352294643e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
504.2,1.48444802208194e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
504.4,0,"Peaks only","Oscillating (resource_decrease=0.005)"
504.6,0,"Peaks only","Oscillating (resource_decrease=0.005)"
504.8,0,"Peaks only","Oscillating (resource_decrease=0.005)"
505,0,"Peaks only","Oscillating (resource_decrease=0.005)"
505.2,0,"Peaks only","Oscillating (resource_decrease=0.005)"
505.4,0,"Peaks only","Oscillating (resource_decrease=0.005)"
505.6,9.73502819748512e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
505.8,9.55667615598334e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
506,1.01324787763338e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
506.2,1.12498606142823e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
506.4,1.26827708791182e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
506.6,1.42080444114256e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
506.8,1.56402120091527e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
507,1.68503403028352e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
507.2,1.77897897922698e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
507.4,1.85069740656125e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
507.6,1.91110264191757e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
507.8,1.97088598206089e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
508,2.03856385033387e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
508.2,2.12049499555444e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
508.4,2.21532109130825e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
508.6,2.30741179460623e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
508.8,2.36906609947669e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
509,2.37127447891535e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
509.2,2.29640706903582e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
509.4,2.14665954104886e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
509.6,1.94396566621168e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
509.8,1.72089999558799e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
510,1.50767954867722e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
510.2,0,"Peaks only","Oscillating (resource_decrease=0.005)"
510.4,0,"Peaks only","Oscillating (resource_decrease=0.005)"
510.6,0,"Peaks only","Oscillating (resource_decrease=0.005)"
510.8,0,"Peaks only","Oscillating (resource_decrease=0.005)"
511,0,"Peaks only","Oscillating (resource_decrease=0.005)"
511.2,0,"Peaks only","Oscillating (resource_decrease=0.005)"
511.4,0,"Peaks only","Oscillating (resource_decrease=0.005)"
511.6,1.0873939586682e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
511.8,1.08483369271365e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
512,1.15403885427703e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
512.2,1.26852460828747e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
512.4,1.40413874631517e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
512.6,1.54106734912754e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
512.8,1.66455558851477e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
513,1.76642231511113e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
513.2,1.84713589007772e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
513.4,1.91433380384354e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
513.6,1.97714916181418e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
513.8,2.04065113146043e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
514,2.10555478465939e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
514.2,2.17020828769442e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
514.4,2.22754558289374e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
514.6,2.26116838917303e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
514.8,2.24942520828597e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
515,2.1761310955793e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
515.2,2.04010793246412e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
515.4,1.85747729326295e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
515.6,1.65531594335913e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
515.8,1.46067560978068e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
516,0,"Peaks only","Oscillating (resource_decrease=0.005)"
516.2,0,"Peaks only","Oscillating (resource_decrease=0.005)"
516.4,0,"Peaks only","Oscillating (resource_decrease=0.005)"
516.6,0,"Peaks only","Oscillating (resource_decrease=0.005)"
516.8,0,"Peaks only","Oscillating (resource_decrease=0.005)"
517,0,"Peaks only","Oscillating (resource_decrease=0.005)"
517.2,0,"Peaks only","Oscillating (resource_decrease=0.005)"
517.4,1.15718993263081e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
517.6,1.15306042759662e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
517.8,1.2171128229743e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
518,1.32265219388647e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
518.2,1.44696303843704e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
518.4,1.57282819243785e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
518.6,1.6880065388041e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
518.8,1.78568459973115e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
519,1.86613826168763e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
519.2,1.93529002980461e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
519.4,1.99939788890435e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
519.6,2.06019318671132e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
519.8,2.11551374055099e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
520,2.16229482288894e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
520.2,2.19434432191533e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
520.4,2.19866985705896e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
520.6,2.15898302420429e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
520.8,2.0649678924467e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
521,1.9197646346554e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
521.2,1.74051413566137e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
521.4,1.55176336850377e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
521.6,1.37607276660424e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
521.8,1.22753260063424e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
522,0,"Peaks only","Oscillating (resource_decrease=0.005)"
522.2,0,"Peaks only","Oscillating (resource_decrease=0.005)"
522.4,0,"Peaks only","Oscillating (resource_decrease=0.005)"
522.6,0,"Peaks only","Oscillating (resource_decrease=0.005)"
522.8,0,"Peaks only","Oscillating (resource_decrease=0.005)"
523,0,"Peaks only","Oscillating (resource_decrease=0.005)"
523.2,0,"Peaks only","Oscillating (resource_decrease=0.005)"
523.4,1.32989080953292e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
523.6,1.3589871933282e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
523.8,1.43815223737987e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
524,1.536779543231e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
524.2,1.63765089854357e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
524.4,1.73465106853723e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
524.6,1.82561068965845e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
524.8,1.9091569051825e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
525,1.98634707529312e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
525.2,2.05975285293504e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
525.4,2.12812651831249e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
525.6,2.18235790605046e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
525.8,2.20906961005909e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
526,2.19824997362334e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
526.2,2.14536770268776e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
526.4,2.04941601183503e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
526.6,1.91390689635876e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
526.8,1.74937695623295e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
527,1.57245938816557e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
527.2,1.40113687293802e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
527.4,1.24953246286583e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
527.6,1.12546045139529e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
527.8,0,"Peaks only","Oscillating (resource_decrease=0.005)"
528,0,"Peaks only","Oscillating (resource_decrease=0.005)"
528.2,0,"Peaks only","Oscillating (resource_decrease=0.005)"
528.4,0,"Peaks only","Oscillating (resource_decrease=0.005)"
528.6,0,"Peaks only","Oscillating (resource_decrease=0.005)"
528.8,0,"Peaks only","Oscillating (resource_decrease=0.005)"
529,0,"Peaks only","Oscillating (resource_decrease=0.005)"
529.2,1.45917864831162e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
529.4,1.49200944698354e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
529.6,1.56231381145902e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
529.8,1.64248892695842e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
530,1.72214960438801e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
530.2,1.80215163960427e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
530.4,1.88461750059818e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
530.6,1.96884271015492e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
530.8,2.05290464061334e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
531,2.13302842286402e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
531.2,2.1995213862148e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
531.4,2.23563964478531e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
531.6,2.22490616252643e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
531.8,2.16120152157809e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
532,2.05035206790374e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
532.2,1.90452255160451e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
532.4,1.73799943005099e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
532.6,1.56550247658999e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
532.8,1.40038534498453e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
533,1.25275234339332e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
533.2,1.12880145774682e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
533.4,1.03171936671012e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
533.6,0,"Peaks only","Oscillating (resource_decrease=0.005)"
533.8,0,"Peaks only","Oscillating (resource_decrease=0.005)"
534,0,"Peaks only","Oscillating (resource_decrease=0.005)"
534.2,0,"Peaks only","Oscillating (resource_decrease=0.005)"
534.4,0,"Peaks only","Oscillating (resource_decrease=0.005)"
534.6,0,"Peaks only","Oscillating (resource_decrease=0.005)"
534.8,0,"Peaks only","Oscillating (resource_decrease=0.005)"
535,1.61245610427147e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
535.2,1.63473667778343e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
535.4,1.68440867142587e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
535.6,1.73994420916194e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
535.8,1.79866302789131e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
536,1.86705840434599e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
536.2,1.94889493020742e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
536.4,2.04072251496109e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
536.6,2.13374525807902e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
536.8,2.214360203286e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
537,2.26321655655939e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
537.2,2.25892989901199e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
537.4,2.1892423417825e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
537.6,2.06065728473131e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
537.8,1.89480787035566e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
538,1.71587675557022e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
538.2,1.54178291561305e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
538.4,1.38259214019179e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
538.6,1.24270147132986e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
538.8,1.123907102404e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
539,1.02789069133866e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
539.2,9.57479104367325e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
539.4,9.16724021811592e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
539.6,0,"Peaks only","Oscillating (resource_decrease=0.005)"
539.8,0,"Peaks only","Oscillating (resource_decrease=0.005)"
540,0,"Peaks only","Oscillating (resource_decrease=0.005)"
540.2,0,"Peaks only","Oscillating (resource_decrease=0.005)"
540.4,0,"Peaks only","Oscillating (resource_decrease=0.005)"
540.6,0,"Peaks only","Oscillating (resource_decrease=0.005)"
540.8,0,"Peaks only","Oscillating (resource_decrease=0.005)"
541,1.91343666835879e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
541.2,1.87387554078445e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
541.4,1.86756084231359e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
541.6,1.88474285224374e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
541.8,1.93000914054545e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
542,2.00845153172986e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
542.2,2.11241340154753e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
542.4,2.21857535337586e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
542.6,2.29473686862742e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
542.8,2.30928294166021e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
543,2.24161829749481e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
543.2,2.09268701020688e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
543.4,1.88901699868476e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
543.6,1.67228300319337e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
543.8,1.47801200675172e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
544,1.3209238402299e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
544.2,1.19737486566108e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
544.4,1.09728808310938e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
544.6,1.01405483621701e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
544.8,9.48227703595126e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
545,9.06342467410056e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
545.2,8.97506809446502e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
545.4,0,"Peaks only","Oscillating (resource_decrease=0.005)"
545.6,0,"Peaks only","Oscillating (resource_decrease=0.005)"
545.8,0,"Peaks only","Oscillating (resource_decrease=0.005)"
546,0,"Peaks only","Oscillating (resource_decrease=0.005)"
546.2,0,"Peaks only","Oscillating (resource_decrease=0.005)"
546.4,0,"Peaks only","Oscillating (resource_decrease=0.005)"
546.6,0,"Peaks only","Oscillating (resource_decrease=0.005)"
546.8,2.05892891213152e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
547,1.98288011923665e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
547.2,1.95466880780525e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
547.4,1.96645024644728e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
547.6,2.02071680441941e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
547.8,2.11465065904928e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
548,2.22693663981013e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
548.2,2.31842052360659e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
548.4,2.34598861174412e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
548.6,2.28008315426724e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
548.8,2.11872502552494e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
549,1.89136241093359e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
549.2,1.64707595583209e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
549.4,1.43119484906513e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
549.6,1.2655315247663e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
549.8,1.1463080532661e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
550,1.057597218141e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
550.2,9.86196660242318e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
550.4,9.28736148278795e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
550.6,8.91232938964871e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
550.8,8.84745259399157e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
551,9.19850777727248e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
551.2,1.00114286924325e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
551.4,0,"Peaks only","Oscillating (resource_decrease=0.005)"
551.6,0,"Peaks only","Oscillating (resource_decrease=0.005)"
551.8,0,"Peaks only","Oscillating (resource_decrease=0.005)"
552,0,"Peaks only","Oscillating (resource_decrease=0.005)"
552.2,0,"Peaks only","Oscillating (resource_decrease=0.005)"
552.4,0,"Peaks only","Oscillating (resource_decrease=0.005)"
552.6,0,"Peaks only","Oscillating (resource_decrease=0.005)"
552.8,2.23120579998386e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
553,2.13055837836178e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
553.2,2.11403915630926e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
553.4,2.16027466776594e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
553.6,2.24734194376047e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
553.8,2.34141990909152e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
554,2.39425811419464e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
554.2,2.35871436633373e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
554.4,2.21382569032932e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
554.6,1.97847029272761e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
554.8,1.70241183187066e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
555,1.44127822830872e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
555.2,1.23273781268657e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
555.4,1.08695536399457e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
555.6,9.92236931473009e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
555.8,9.29173755668135e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
556,8.84157109813668e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
556.2,8.55409327060774e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
556.4,8.51238721644119e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
556.6,8.84073413723249e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
556.8,9.62863755353789e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
557,1.08579162457728e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
557.2,0,"Peaks only","Oscillating (resource_decrease=0.005)"
557.4,0,"Peaks only","Oscillating (resource_decrease=0.005)"
557.6,0,"Peaks only","Oscillating (resource_decrease=0.005)"
557.8,0,"Peaks only","Oscillating (resource_decrease=0.005)"
558,0,"Peaks only","Oscillating (resource_decrease=0.005)"
558.2,0,"Peaks only","Oscillating (resource_decrease=0.005)"
558.4,0,"Peaks only","Oscillating (resource_decrease=0.005)"
558.6,2.28826456181872e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
558.8,2.20579193219081e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
559,2.21702203671181e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
559.2,2.28814802148704e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
559.4,2.38302639426128e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
559.6,2.45677022358751e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
559.8,2.45915076055686e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
560,2.35402142406119e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
560.2,2.14162862725568e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
560.4,1.86145876159857e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
560.6,1.57139158755852e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
560.8,1.31992123347494e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
561,1.13026404622804e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
561.2,1.00102987633466e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
561.4,9.16659750789051e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
561.6,8.60335677276657e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
561.8,8.23675269715238e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
562,8.09404579044625e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
562.2,8.27822908031599e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
562.4,8.90061763582109e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
562.6,1.00004030192863e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
562.8,1.14801837894883e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
563,0,"Peaks only","Oscillating (resource_decrease=0.005)"
563.2,0,"Peaks only","Oscillating (resource_decrease=0.005)"
563.4,0,"Peaks only","Oscillating (resource_decrease=0.005)"
563.6,0,"Peaks only","Oscillating (resource_decrease=0.005)"
563.8,0,"Peaks only","Oscillating (resource_decrease=0.005)"
564,0,"Peaks only","Oscillating (resource_decrease=0.005)"
564.2,0,"Peaks only","Oscillating (resource_decrease=0.005)"
564.4,2.3070838806255e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
564.6,2.24606059789006e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
564.8,2.28242823724087e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
565,2.37228263696949e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
565.2,2.4702445288631e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
565.4,2.52705954162635e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
565.6,2.49576997377185e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
565.8,2.35090862729015e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
566,2.10612012239023e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
566.2,1.80959336921903e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
566.4,1.51874358653429e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
566.6,1.27471597131723e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
566.8,1.09272193661539e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
567,9.67260606977521e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
567.2,8.83145764146892e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
567.4,8.26497323994809e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
567.6,7.9213156698183e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
567.8,7.8472891977079e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
568,8.14772916736847e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
568.2,8.91773839671213e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
568.4,1.01639454792358e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
568.6,1.17490641527383e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
568.8,1.34168848807666e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
569,0,"Peaks only","Oscillating (resource_decrease=0.005)"
569.2,0,"Peaks only","Oscillating (resource_decrease=0.005)"
569.4,0,"Peaks only","Oscillating (resource_decrease=0.005)"
569.6,0,"Peaks only","Oscillating (resource_decrease=0.005)"
569.8,0,"Peaks only","Oscillating (resource_decrease=0.005)"
570,0,"Peaks only","Oscillating (resource_decrease=0.005)"
570.2,0,"Peaks only","Oscillating (resource_decrease=0.005)"
570.4,2.44094958228125e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
570.6,2.41748761204606e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
570.8,2.47453135917195e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
571,2.54811137270114e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
571.2,2.58425317883997e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
571.4,2.54194278996962e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
571.6,2.39874273779736e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
571.8,2.1613178944164e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
572,1.86764121502352e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
572.2,1.56959786476254e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
572.4,1.30850301055137e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
