"time","yield","schedule","regime"
787,2.16671999697334e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
787.2,2.29975220953911e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
787.4,2.42040559951374e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
787.6,2.4912709019919e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
787.8,2.48287229385894e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
788,2.38066669106053e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
788.2,2.18969071491035e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
788.4,1.93850454878164e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
788.6,1.67309304743291e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
788.8,1.43624108106882e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
789,1.24806329520197e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
789.2,1.10499489084754e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
789.4,9.94103380128648e-06,"Troughs only","Oscillating (resource_decrease=0.005)"
789.6,9.06702982818646e-06,"Troughs only","Oscillating (resource_decrease=0.005)"
789.8,8.42677735121435e-06,"Troughs only","Oscillating (resource_decrease=0.005)"
790,8.08133631930157e-06,"Troughs only","Oscillating (resource_decrease=0.005)"
790.2,8.11529558401308e-06,"Troughs only","Oscillating (resource_decrease=0.005)"
790.4,8.60207692443599e-06,"Troughs only","Oscillating (resource_decrease=0.005)"
790.6,9.56496973336181e-06,"Troughs only","Oscillating (resource_decrease=0.005)"
790.8,1.09346099933432e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
791,1.25345968697118e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
791.2,1.41269760726212e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
791.4,0,"Troughs only","Oscillating (resource_decrease=0.005)"
791.6,0,"Troughs only","Oscillating (resource_decrease=0.005)"
791.8,0,"Troughs only","Oscillating (resource_decrease=0.005)"
792,2.05420624063718e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
792.2,1.97927405137245e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
792.4,1.96991106135234e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
792.6,2.01944083979834e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
792.8,2.11908475494015e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
793,2.24973218204658e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
793.2,2.38026499084938e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
793.4,2.47347618314045e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
793.6,2.4958370688704e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
793.8,2.42530656076709e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
794,2.25839505022476e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
794.2,2.01797450192397e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
794.4,1.75021383207658e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
794.6,1.50321618004125e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
794.8,1.30341065846398e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
795,1.15075862402338e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
795.2,1.03233033146604e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
795.4,9.37563193236632e-06,"Troughs only","Oscillating (resource_decrease=0.005)"
795.6,8.64495853277818e-06,"Troughs only","Oscillating (resource_decrease=0.005)"
795.8,8.18339997238538e-06,"Troughs only","Oscillating (resource_decrease=0.005)"
796,8.07648361232217e-06,"Troughs only","Oscillating (resource_decrease=0.005)"
796.2,8.40767648837252e-06,"Troughs only","Oscillating (resource_decrease=0.005)"
796.4,9.22129499941693e-06,"Troughs only","Oscillating (resource_decrease=0.005)"
796.6,1.04789559375205e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
796.8,1.20336127470812e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
797,1.36574960574214e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
797.2,1.51211482568634e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
797.4,0,"Troughs only","Oscillating (resource_decrease=0.005)"
797.6,0,"Troughs only","Oscillating (resource_decrease=0.005)"
797.8,1.98830301542326e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
798,1.93530138499968e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
798.2,1.93181821485804e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
798.4,1.97784389884647e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
798.6,2.07146768560767e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
798.8,2.20041375542846e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
799,2.33875310802764e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
799.2,2.45068117105415e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
799.4,2.50063234945697e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
799.6,2.46459427081067e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
799.8,2.33638483871296e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
800,2.12988286027767e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
500,0,"Constant","Oscillating (resource_decrease=0.005)"
500.2,1.08261283780056e-05,"Constant","Oscillating (resource_decrease=0.005)"
500.4,1.22737443187567e-05,"Constant","Oscillating (resource_decrease=0.005)"
500.6,1.38994150553284e-05,"Constant","Oscillating (resource_decrease=0.005)"
500.8,1.53770585920224e-05,"Constant","Oscillating (resource_decrease=0.005)"
501,1.65088262117604e-05,"Constant","Oscillating (resource_decrease=0.005)"
501.2,1.72642786366295e-05,"Constant","Oscillating (resource_decrease=0.005)"
501.4,1.77645807022264e-05,"Constant","Oscillating (resource_decrease=0.005)"
501.6,1.82268068014848e-05,"Constant","Oscillating (resource_decrease=0.005)"
501.8,1.88833222890414e-05,"Constant","Oscillating (resource_decrease=0.005)"
502,1.98834833743974e-05,"Constant","Oscillating (resource_decrease=0.005)"
502.2,2.12166955938565e-05,"Constant","Oscillating (resource_decrease=0.005)"
502.4,2.27197198838855e-05,"Constant","Oscillating (resource_decrease=0.005)"
502.6,2.41425101779771e-05,"Constant","Oscillating (resource_decrease=0.005)"
502.8,2.51906444828561e-05,"Constant","Oscillating (resource_decrease=0.005)"
503,2.55691774600051e-05,"Constant","Oscillating (resource_decrease=0.005)"
503.2,2.50815746555244e-05,"Constant","Oscillating (resource_decrease=0.005)"
503.4,2.37290776698908e-05,"Constant","Oscillating (resource_decrease=0.005)"
503.6,2.17218142475174e-05,"Constant","Oscillating (resource_decrease=0.005)"
503.8,1.93854817200882e-05,"Constant","Oscillating (resource_decrease=0.005)"
504,1.70270352294643e-05,"Constant","Oscillating (resource_decrease=0.005)"
504.2,1.48444802208194e-05,"Constant","Oscillating (resource_decrease=0.005)"
504.4,1.29205179737765e-05,"Constant","Oscillating (resource_decrease=0.005)"
504.6,1.12737887800734e-05,"Constant","Oscillating (resource_decrease=0.005)"
504.8,9.91325437210013e-06,"Constant","Oscillating (resource_decrease=0.005)"
505,8.86292794837478e-06,"Constant","Oscillating (resource_decrease=0.005)"
505.2,8.16040852401267e-06,"Constant","Oscillating (resource_decrease=0.005)"
505.4,7.84777850087543e-06,"Constant","Oscillating (resource_decrease=0.005)"
505.6,7.96423389790323e-06,"Constant","Oscillating (resource_decrease=0.005)"
505.8,8.5355357311806e-06,"Constant","Oscillating (resource_decrease=0.005)"
506,9.55181938006264e-06,"Constant","Oscillating (resource_decrease=0.005)"
506.2,1.09364366246786e-05,"Constant","Oscillating (resource_decrease=0.005)"
506.4,1.25276810426104e-05,"Constant","Oscillating (resource_decrease=0.005)"
506.6,1.41024458671325e-05,"Constant","Oscillating (resource_decrease=0.005)"
506.8,1.54466930688754e-05,"Constant","Oscillating (resource_decrease=0.005)"
507,1.64372303930288e-05,"Constant","Oscillating (resource_decrease=0.005)"
507.2,1.70863558830748e-05,"Constant","Oscillating (resource_decrease=0.005)"
507.4,1.7529300912793e-05,"Constant","Oscillating (resource_decrease=0.005)"
507.6,1.79699610543764e-05,"Constant","Oscillating (resource_decrease=0.005)"
507.8,1.86115311878354e-05,"Constant","Oscillating (resource_decrease=0.005)"
508,1.95898847723392e-05,"Constant","Oscillating (resource_decrease=0.005)"
508.2,2.09196598037106e-05,"Constant","Oscillating (resource_decrease=0.005)"
508.4,2.24652263482561e-05,"Constant","Oscillating (resource_decrease=0.005)"
508.6,2.39533962724495e-05,"Constant","Oscillating (resource_decrease=0.005)"
508.8,2.50386881831863e-05,"Constant","Oscillating (resource_decrease=0.005)"
509,2.54103898376374e-05,"Constant","Oscillating (resource_decrease=0.005)"
509.2,2.4903327608196e-05,"Constant","Oscillating (resource_decrease=0.005)"
509.4,2.3560023110298e-05,"Constant","Oscillating (resource_decrease=0.005)"
509.6,2.16074856231726e-05,"Constant","Oscillating (resource_decrease=0.005)"
509.8,1.93576601586532e-05,"Constant","Oscillating (resource_decrease=0.005)"
510,1.70886878727507e-05,"Constant","Oscillating (resource_decrease=0.005)"
510.2,1.49736203809498e-05,"Constant","Oscillating (resource_decrease=0.005)"
510.4,1.30833422341607e-05,"Constant","Oscillating (resource_decrease=0.005)"
510.6,1.14373123736163e-05,"Constant","Oscillating (resource_decrease=0.005)"
510.8,1.00537704911045e-05,"Constant","Oscillating (resource_decrease=0.005)"
511,8.96979766216495e-06,"Constant","Oscillating (resource_decrease=0.005)"
511.2,8.23465593826752e-06,"Constant","Oscillating (resource_decrease=0.005)"
511.4,7.89611124285479e-06,"Constant","Oscillating (resource_decrease=0.005)"
511.6,7.99163574587844e-06,"Constant","Oscillating (resource_decrease=0.005)"
511.8,8.54060124379923e-06,"Constant","Oscillating (resource_decrease=0.005)"
512,9.52769181470732e-06,"Constant","Oscillating (resource_decrease=0.005)"
512.2,1.0877222645245e-05,"Constant","Oscillating (resource_decrease=0.005)"
512.4,1.24360627564908e-05,"Constant","Oscillating (resource_decrease=0.005)"
512.6,1.39918404775352e-05,"Constant","Oscillating (resource_decrease=0.005)"
512.8,1.53351074342372e-05,"Constant","Oscillating (resource_decrease=0.005)"
513,1.63376904588987e-05,"Constant","Oscillating (resource_decrease=0.005)"
513.2,1.70015424160896e-05,"Constant","Oscillating (resource_decrease=0.005)"
513.4,1.74528237975691e-05,"Constant","Oscillating (resource_decrease=0.005)"
513.6,1.78907513756456e-05,"Constant","Oscillating (resource_decrease=0.005)"
513.8,1.85174436319828e-05,"Constant","Oscillating (resource_decrease=0.005)"
514,1.94700749582169e-05,"Constant","Oscillating (resource_decrease=0.005)"
514.2,2.07675668760664e-05,"Constant","Oscillating (resource_decrease=0.005)"
514.4,2.22828493980871e-05,"Constant","Oscillating (resource_decrease=0.005)"
514.6,2.37547337555288e-05,"Constant","Oscillating (resource_decrease=0.005)"
514.8,2.48489047310933e-05,"Constant","Oscillating (resource_decrease=0.005)"
515,2.52591514543031e-05,"Constant","Oscillating (resource_decrease=0.005)"
515.2,2.48145996508888e-05,"Constant","Oscillating (resource_decrease=0.005)"
515.4,2.35435234884237e-05,"Constant","Oscillating (resource_decrease=0.005)"
515.6,2.16565361679367e-05,"Constant","Oscillating (resource_decrease=0.005)"
515.8,1.9454284766512e-05,"Constant","Oscillating (resource_decrease=0.005)"
516,1.72122120770349e-05,"Constant","Oscillating (resource_decrease=0.005)"
516.2,1.51074370937529e-05,"Constant","Oscillating (resource_decrease=0.005)"
516.4,1.32169562111794e-05,"Constant","Oscillating (resource_decrease=0.005)"
516.6,1.15645943519303e-05,"Constant","Oscillating (resource_decrease=0.005)"
516.8,1.017025401615e-05,"Constant","Oscillating (resource_decrease=0.005)"
517,9.07104241878338e-06,"Constant","Oscillating (resource_decrease=0.005)"
517.2,8.31584913780998e-06,"Constant","Oscillating (resource_decrease=0.005)"
517.4,7.95213283239571e-06,"Constant","Oscillating (resource_decrease=0.005)"
517.6,8.01722497124332e-06,"Constant","Oscillating (resource_decrease=0.005)"
517.8,8.53110418712149e-06,"Constant","Oscillating (resource_decrease=0.005)"
518,9.48105796251134e-06,"Constant","Oscillating (resource_decrease=0.005)"
518.2,1.07969576142552e-05,"Constant","Oscillating (resource_decrease=0.005)"
518.4,1.2333206360026e-05,"Constant","Oscillating (resource_decrease=0.005)"
518.6,1.38834692787022e-05,"Constant","Oscillating (resource_decrease=0.005)"
518.8,1.5238893709403e-05,"Constant","Oscillating (resource_decrease=0.005)"
519,1.62652643642234e-05,"Constant","Oscillating (resource_decrease=0.005)"
519.2,1.69543852631803e-05,"Constant","Oscillating (resource_decrease=0.005)"
519.4,1.74223325742432e-05,"Constant","Oscillating (resource_decrease=0.005)"
519.6,1.7861578120516e-05,"Constant","Oscillating (resource_decrease=0.005)"
519.8,1.84724153285774e-05,"Constant","Oscillating (resource_decrease=0.005)"
520,1.93955263331253e-05,"Constant","Oscillating (resource_decrease=0.005)"
520.2,2.0658291804425e-05,"Constant","Oscillating (resource_decrease=0.005)"
520.4,2.21454887058197e-05,"Constant","Oscillating (resource_decrease=0.005)"
520.6,2.36079067102354e-05,"Constant","Oscillating (resource_decrease=0.005)"
520.8,2.47188415379345e-05,"Constant","Oscillating (resource_decrease=0.005)"
521,2.51714284237002e-05,"Constant","Oscillating (resource_decrease=0.005)"
521.2,2.47850404021952e-05,"Constant","Oscillating (resource_decrease=0.005)"
521.4,2.35727311712652e-05,"Constant","Oscillating (resource_decrease=0.005)"
521.6,2.17312455134876e-05,"Constant","Oscillating (resource_decrease=0.005)"
521.8,1.95547712555065e-05,"Constant","Oscillating (resource_decrease=0.005)"
522,1.73210614649125e-05,"Constant","Oscillating (resource_decrease=0.005)"
522.2,1.52145102952689e-05,"Constant","Oscillating (resource_decrease=0.005)"
522.4,1.33187696378541e-05,"Constant","Oscillating (resource_decrease=0.005)"
522.6,1.16603677210647e-05,"Constant","Oscillating (resource_decrease=0.005)"
522.8,1.02582932719715e-05,"Constant","Oscillating (resource_decrease=0.005)"
523,9.14752934613315e-06,"Constant","Oscillating (resource_decrease=0.005)"
523.2,8.37563056998148e-06,"Constant","Oscillating (resource_decrease=0.005)"
523.4,7.9899979462283e-06,"Constant","Oscillating (resource_decrease=0.005)"
523.6,8.02880840566766e-06,"Constant","Oscillating (resource_decrease=0.005)"
523.8,8.51366806030684e-06,"Constant","Oscillating (resource_decrease=0.005)"
524,9.43473734405023e-06,"Constant","Oscillating (resource_decrease=0.005)"
524.2,1.07263629114793e-05,"Constant","Oscillating (resource_decrease=0.005)"
524.4,1.22481968795124e-05,"Constant","Oscillating (resource_decrease=0.005)"
524.6,1.37976126424678e-05,"Constant","Oscillating (resource_decrease=0.005)"
524.8,1.51654148984066e-05,"Constant","Oscillating (resource_decrease=0.005)"
525,1.62122906506809e-05,"Constant","Oscillating (resource_decrease=0.005)"
525.2,1.69220083693938e-05,"Constant","Oscillating (resource_decrease=0.005)"
525.4,1.74027920546681e-05,"Constant","Oscillating (resource_decrease=0.005)"
525.6,1.78421177045026e-05,"Constant","Oscillating (resource_decrease=0.005)"
525.8,1.84395222849024e-05,"Constant","Oscillating (resource_decrease=0.005)"
526,1.9339372495764e-05,"Constant","Oscillating (resource_decrease=0.005)"
526.2,2.05764594274711e-05,"Constant","Oscillating (resource_decrease=0.005)"
526.4,2.20450132414792e-05,"Constant","Oscillating (resource_decrease=0.005)"
526.6,2.35045783269729e-05,"Constant","Oscillating (resource_decrease=0.005)"
526.8,2.46331979624372e-05,"Constant","Oscillating (resource_decrease=0.005)"
527,2.51222008685382e-05,"Constant","Oscillating (resource_decrease=0.005)"
527.2,2.47824715920004e-05,"Constant","Oscillating (resource_decrease=0.005)"
527.4,2.36150301693747e-05,"Constant","Oscillating (resource_decrease=0.005)"
527.6,2.18063320126401e-05,"Constant","Oscillating (resource_decrease=0.005)"
527.8,1.96464268469808e-05,"Constant","Oscillating (resource_decrease=0.005)"
528,1.74157171358837e-05,"Constant","Oscillating (resource_decrease=0.005)"
528.2,1.5304756444225e-05,"Constant","Oscillating (resource_decrease=0.005)"
528.4,1.34024521528719e-05,"Constant","Oscillating (resource_decrease=0.005)"
528.6,1.17372495055336e-05,"Constant","Oscillating (resource_decrease=0.005)"
528.8,1.03272097610693e-05,"Constant","Oscillating (resource_decrease=0.005)"
529,9.20556983003244e-06,"Constant","Oscillating (resource_decrease=0.005)"
529.2,8.41889595908193e-06,"Constant","Oscillating (resource_decrease=0.005)"
529.4,8.01467589795409e-06,"Constant","Oscillating (resource_decrease=0.005)"
529.6,8.03188822829644e-06,"Constant","Oscillating (resource_decrease=0.005)"
529.8,8.49352314307086e-06,"Constant","Oscillating (resource_decrease=0.005)"
530,9.39205152115413e-06,"Constant","Oscillating (resource_decrease=0.005)"
530.2,1.06653144089158e-05,"Constant","Oscillating (resource_decrease=0.005)"
530.4,1.21769629246799e-05,"Constant","Oscillating (resource_decrease=0.005)"
530.6,1.37270424116233e-05,"Constant","Oscillating (resource_decrease=0.005)"
530.8,1.51057642372832e-05,"Constant","Oscillating (resource_decrease=0.005)"
531,1.61695020545785e-05,"Constant","Oscillating (resource_decrease=0.005)"
531.2,1.68955482110973e-05,"Constant","Oscillating (resource_decrease=0.005)"
531.4,1.73860280729308e-05,"Constant","Oscillating (resource_decrease=0.005)"
531.6,1.78247904192374e-05,"Constant","Oscillating (resource_decrease=0.005)"
531.8,1.84112085138391e-05,"Constant","Oscillating (resource_decrease=0.005)"
532,1.92929698131368e-05,"Constant","Oscillating (resource_decrease=0.005)"
532.2,2.05109755108275e-05,"Constant","Oscillating (resource_decrease=0.005)"
532.4,2.19669377646086e-05,"Constant","Oscillating (resource_decrease=0.005)"
532.6,2.34270690003807e-05,"Constant","Oscillating (resource_decrease=0.005)"
532.8,2.45727143884412e-05,"Constant","Oscillating (resource_decrease=0.005)"
533,2.50932584250312e-05,"Constant","Oscillating (resource_decrease=0.005)"
533.2,2.47924482956608e-05,"Constant","Oscillating (resource_decrease=0.005)"
533.4,2.36615603192959e-05,"Constant","Oscillating (resource_decrease=0.005)"
533.6,2.18789006871623e-05,"Constant","Oscillating (resource_decrease=0.005)"
533.8,1.97313916258108e-05,"Constant","Oscillating (resource_decrease=0.005)"
534,1.7501742841878e-05,"Constant","Oscillating (resource_decrease=0.005)"
534.2,1.53855795137481e-05,"Constant","Oscillating (resource_decrease=0.005)"
534.4,1.34761187560128e-05,"Constant","Oscillating (resource_decrease=0.005)"
534.6,1.18034390755625e-05,"Constant","Oscillating (resource_decrease=0.005)"
534.8,1.03849754950938e-05,"Constant","Oscillating (resource_decrease=0.005)"
535,9.25268755402476e-06,"Constant","Oscillating (resource_decrease=0.005)"
535.2,8.45244084801412e-06,"Constant","Oscillating (resource_decrease=0.005)"
535.4,8.03183013548369e-06,"Constant","Oscillating (resource_decrease=0.005)"
535.6,8.03046869010735e-06,"Constant","Oscillating (resource_decrease=0.005)"
535.8,8.47244357264521e-06,"Constant","Oscillating (resource_decrease=0.005)"
536,9.35211568132516e-06,"Constant","Oscillating (resource_decrease=0.005)"
536.2,1.06102451088577e-05,"Constant","Oscillating (resource_decrease=0.005)"
536.4,1.21138352634483e-05,"Constant","Oscillating (resource_decrease=0.005)"
536.6,1.3665112742494e-05,"Constant","Oscillating (resource_decrease=0.005)"
536.8,1.50536300570899e-05,"Constant","Oscillating (resource_decrease=0.005)"
537,1.61319350342665e-05,"Constant","Oscillating (resource_decrease=0.005)"
537.2,1.68717602313791e-05,"Constant","Oscillating (resource_decrease=0.005)"
537.4,1.73701562298623e-05,"Constant","Oscillating (resource_decrease=0.005)"
537.6,1.78081205353528e-05,"Constant","Oscillating (resource_decrease=0.005)"
537.8,1.83851413309369e-05,"Constant","Oscillating (resource_decrease=0.005)"
538,1.92519158976133e-05,"Constant","Oscillating (resource_decrease=0.005)"
538.2,2.04546154196403e-05,"Constant","Oscillating (resource_decrease=0.005)"
538.4,2.1901271308633e-05,"Constant","Oscillating (resource_decrease=0.005)"
538.6,2.33636212263337e-05,"Constant","Oscillating (resource_decrease=0.005)"
538.8,2.45256028589986e-05,"Constant","Oscillating (resource_decrease=0.005)"
539,2.5074710516231e-05,"Constant","Oscillating (resource_decrease=0.005)"
539.2,2.48084167155055e-05,"Constant","Oscillating (resource_decrease=0.005)"
539.4,2.37095709116347e-05,"Constant","Oscillating (resource_decrease=0.005)"
539.6,2.19494754362183e-05,"Constant","Oscillating (resource_decrease=0.005)"
539.8,1.98123775472175e-05,"Constant","Oscillating (resource_decrease=0.005)"
540,1.75829882160823e-05,"Constant","Oscillating (resource_decrease=0.005)"
540.2,1.5461334345228e-05,"Constant","Oscillating (resource_decrease=0.005)"
540.4,1.35444222599266e-05,"Constant","Oscillating (resource_decrease=0.005)"
540.6,1.18638588589843e-05,"Constant","Oscillating (resource_decrease=0.005)"
540.8,1.04366800107445e-05,"Constant","Oscillating (resource_decrease=0.005)"
541,9.2938647521578e-06,"Constant","Oscillating (resource_decrease=0.005)"
541.2,8.48074354868223e-06,"Constant","Oscillating (resource_decrease=0.005)"
541.4,8.0450129389773e-06,"Constant","Oscillating (resource_decrease=0.005)"
541.6,8.0268014868407e-06,"Constant","Oscillating (resource_decrease=0.005)"
541.8,8.45110581477448e-06,"Constant","Oscillating (resource_decrease=0.005)"
542,9.31392253149849e-06,"Constant","Oscillating (resource_decrease=0.005)"
542.2,1.05586075429646e-05,"Constant","Oscillating (resource_decrease=0.005)"
542.4,1.2055178703706e-05,"Constant","Oscillating (resource_decrease=0.005)"
542.6,1.36078130191317e-05,"Constant","Oscillating (resource_decrease=0.005)"
542.8,1.50054101397622e-05,"Constant","Oscillating (resource_decrease=0.005)"
543,1.60969853148563e-05,"Constant","Oscillating (resource_decrease=0.005)"
543.2,1.68492164960645e-05,"Constant","Oscillating (resource_decrease=0.005)"
543.4,1.73546250483251e-05,"Constant","Oscillating (resource_decrease=0.005)"
543.6,1.77917548207494e-05,"Constant","Oscillating (resource_decrease=0.005)"
543.8,1.83603265181451e-05,"Constant","Oscillating (resource_decrease=0.005)"
544,1.92138409079787e-05,"Constant","Oscillating (resource_decrease=0.005)"
544.2,2.04032535281239e-05,"Constant","Oscillating (resource_decrease=0.005)"
544.4,2.18422766372674e-05,"Constant","Oscillating (resource_decrease=0.005)"
544.6,2.33075769738877e-05,"Constant","Oscillating (resource_decrease=0.005)"
544.8,2.44853516189667e-05,"Constant","Oscillating (resource_decrease=0.005)"
545,2.50612957112632e-05,"Constant","Oscillating (resource_decrease=0.005)"
545.2,2.48271203698316e-05,"Constant","Oscillating (resource_decrease=0.005)"
545.4,2.37579685260278e-05,"Constant","Oscillating (resource_decrease=0.005)"
545.6,2.20187216597584e-05,"Constant","Oscillating (resource_decrease=0.005)"
545.8,1.98911349604947e-05,"Constant","Oscillating (resource_decrease=0.005)"
546,1.76617021434258e-05,"Constant","Oscillating (resource_decrease=0.005)"
546.2,1.55344704131893e-05,"Constant","Oscillating (resource_decrease=0.005)"
546.4,1.36099682201434e-05,"Constant","Oscillating (resource_decrease=0.005)"
546.6,1.19213021842927e-05,"Constant","Oscillating (resource_decrease=0.005)"
546.8,1.04852531807285e-05,"Constant","Oscillating (resource_decrease=0.005)"
547,9.33198767021363e-06,"Constant","Oscillating (resource_decrease=0.005)"
547.2,8.50638832863668e-06,"Constant","Oscillating (resource_decrease=0.005)"
547.4,8.05624530336973e-06,"Constant","Oscillating (resource_decrease=0.005)"
547.6,8.02213100578924e-06,"Constant","Oscillating (resource_decrease=0.005)"
547.8,8.42983989388581e-06,"Constant","Oscillating (resource_decrease=0.005)"
548,9.2768527904807e-06,"Constant","Oscillating (resource_decrease=0.005)"
548.2,1.05089363112449e-05,"Constant","Oscillating (resource_decrease=0.005)"
548.4,1.1998946055561e-05,"Constant","Oscillating (resource_decrease=0.005)"
548.6,1.35529131048672e-05,"Constant","Oscillating (resource_decrease=0.005)"
548.8,1.49591269369686e-05,"Constant","Oscillating (resource_decrease=0.005)"
549,1.60632562697681e-05,"Constant","Oscillating (resource_decrease=0.005)"
549.2,1.68271986175384e-05,"Constant","Oscillating (resource_decrease=0.005)"
549.4,1.73392189711133e-05,"Constant","Oscillating (resource_decrease=0.005)"
549.6,1.77755898005411e-05,"Constant","Oscillating (resource_decrease=0.005)"
549.8,1.83362950409562e-05,"Constant","Oscillating (resource_decrease=0.005)"
550,1.91775001281751e-05,"Constant","Oscillating (resource_decrease=0.005)"
550.2,2.03546660045971e-05,"Constant","Oscillating (resource_decrease=0.005)"
550.4,2.17868423214198e-05,"Constant","Oscillating (resource_decrease=0.005)"
550.6,2.32553282286337e-05,"Constant","Oscillating (resource_decrease=0.005)"
550.8,2.44484473636057e-05,"Constant","Oscillating (resource_decrease=0.005)"
551,2.50501991537118e-05,"Constant","Oscillating (resource_decrease=0.005)"
551.2,2.48468486549286e-05,"Constant","Oscillating (resource_decrease=0.005)"
551.4,2.38062224382411e-05,"Constant","Oscillating (resource_decrease=0.005)"
551.6,2.20870565971841e-05,"Constant","Oscillating (resource_decrease=0.005)"
551.8,1.99686538506714e-05,"Constant","Oscillating (resource_decrease=0.005)"
552,1.77391268942664e-05,"Constant","Oscillating (resource_decrease=0.005)"
552.2,1.56063262054897e-05,"Constant","Oscillating (resource_decrease=0.005)"
552.4,1.3674176967715e-05,"Constant","Oscillating (resource_decrease=0.005)"
552.6,1.19772967521196e-05,"Constant","Oscillating (resource_decrease=0.005)"
552.8,1.05323050753004e-05,"Constant","Oscillating (resource_decrease=0.005)"
553,9.36864788647085e-06,"Constant","Oscillating (resource_decrease=0.005)"
553.2,8.53080206411324e-06,"Constant","Oscillating (resource_decrease=0.005)"
553.4,8.06664261297993e-06,"Constant","Oscillating (resource_decrease=0.005)"
553.6,8.01714390631587e-06,"Constant","Oscillating (resource_decrease=0.005)"
553.8,8.40883114098215e-06,"Constant","Oscillating (resource_decrease=0.005)"
554,9.24057529769691e-06,"Constant","Oscillating (resource_decrease=0.005)"
554.2,1.04604424271685e-05,"Constant","Oscillating (resource_decrease=0.005)"
554.4,1.19440337856574e-05,"Constant","Oscillating (resource_decrease=0.005)"
554.6,1.34992092736925e-05,"Constant","Oscillating (resource_decrease=0.005)"
554.8,1.49137117014061e-05,"Constant","Oscillating (resource_decrease=0.005)"
555,1.60299939166487e-05,"Constant","Oscillating (resource_decrease=0.005)"
555.2,1.68053237012368e-05,"Constant","Oscillating (resource_decrease=0.005)"
555.4,1.73238340385833e-05,"Constant","Oscillating (resource_decrease=0.005)"
555.6,1.77595895480594e-05,"Constant","Oscillating (resource_decrease=0.005)"
555.8,1.83128193730255e-05,"Constant","Oscillating (resource_decrease=0.005)"
556,1.91422507646107e-05,"Constant","Oscillating (resource_decrease=0.005)"
556.2,2.03076828061441e-05,"Constant","Oscillating (resource_decrease=0.005)"
556.4,2.17333180988677e-05,"Constant","Oscillating (resource_decrease=0.005)"
556.6,2.32049526814596e-05,"Constant","Oscillating (resource_decrease=0.005)"
556.8,2.44130120452622e-05,"Constant","Oscillating (resource_decrease=0.005)"
557,2.503991140893e-05,"Constant","Oscillating (resource_decrease=0.005)"
557.2,2.48666805881317e-05,"Constant","Oscillating (resource_decrease=0.005)"
557.4,2.38540437169688e-05,"Constant","Oscillating (resource_decrease=0.005)"
557.6,2.21547012644548e-05,"Constant","Oscillating (resource_decrease=0.005)"
557.8,2.00454642915471e-05,"Constant","Oscillating (resource_decrease=0.005)"
558,1.78159284857064e-05,"Constant","Oscillating (resource_decrease=0.005)"
558.2,1.56776187024829e-05,"Constant","Oscillating (resource_decrease=0.005)"
558.4,1.37378088003063e-05,"Constant","Oscillating (resource_decrease=0.005)"
558.6,1.20326613094137e-05,"Constant","Oscillating (resource_decrease=0.005)"
