"t","selected_biomass","on_frac","schedule"
72.8,3.7934159174548e-05,NA,"Constant"
73,4.00489056058871e-05,NA,"Constant"
73.2,4.27472349689086e-05,NA,"Constant"
73.4,4.5671841684126e-05,NA,"Constant"
73.6,4.82388749995265e-05,NA,"Constant"
73.8,4.97947011185966e-05,NA,"Constant"
74,4.98292256116005e-05,NA,"Constant"
74.2,4.81632911749615e-05,NA,"Constant"
74.4,4.50165607589058e-05,NA,"Constant"
74.6,4.09094306244226e-05,NA,"Constant"
74.8,3.64470478853491e-05,NA,"Constant"
75,3.21096262762922e-05,NA,"Constant"
75.2,2.81603376515743e-05,NA,"Constant"
75.4,2.46884638341542e-05,NA,"Constant"
75.6,2.17162155799192e-05,NA,"Constant"
75.8,1.92819803782588e-05,NA,"Constant"
76,1.74628931211664e-05,NA,"Constant"
76.2,1.63560029793941e-05,NA,"Constant"
76.4,1.60530360638722e-05,NA,"Constant"
76.6,1.66214748607884e-05,NA,"Constant"
76.8,1.80794826109651e-05,NA,"Constant"
77,2.03522407705815e-05,NA,"Constant"
77.2,2.32248482147123e-05,NA,"Constant"
77.4,2.63377686192237e-05,NA,"Constant"
77.6,2.92645880974451e-05,NA,"Constant"
77.8,3.16546481456517e-05,NA,"Constant"
78,3.3364440502359e-05,NA,"Constant"
78.2,3.45045717272108e-05,NA,"Constant"
78.4,3.53869614937126e-05,NA,"Constant"
78.6,3.64081395281952e-05,NA,"Constant"
78.8,3.79143230209001e-05,NA,"Constant"
79,4.00795594197427e-05,NA,"Constant"
79.2,4.28193365655703e-05,NA,"Constant"
79.4,4.57659755774776e-05,NA,"Constant"
79.6,4.83325908643559e-05,NA,"Constant"
79.8,4.98705716881689e-05,NA,"Constant"
80,4.98811800827322e-05,NA,"Constant"
60.2,3.91207433253118e-05,0.207965945669513,"Threshold (peaks)"
60.4,4.00491124943683e-05,0.426284522058467,"Threshold (peaks)"
60.6,4.03419420910412e-05,0.507768926164575,"Threshold (peaks)"
60.8,4.06820286187322e-05,0.601599134959198,"Threshold (peaks)"
61,4.13822688007136e-05,0.767941841210971,"Threshold (peaks)"
61.2,4.26858548362528e-05,0.934462324327118,"Threshold (peaks)"
61.4,4.47868684722536e-05,0.9933828708624,"Threshold (peaks)"
61.6,4.74310896701554e-05,0.999655890695779,"Threshold (peaks)"
61.8,4.97415005813518e-05,0.999974143880353,"Threshold (peaks)"
62,5.06574131979805e-05,0.999990734317341,"Threshold (peaks)"
62.2,4.9405951049667e-05,0.999962343469053,"Threshold (peaks)"
62.4,4.58847186544665e-05,0.998056957404978,"Threshold (peaks)"
62.6,4.11474870038441e-05,0.717817557894254,"Threshold (peaks)"
62.8,3.75958049113345e-05,0.0453962258310671,"Threshold (peaks)"
63,3.41944497133918e-05,0.00105100103811934,"Threshold (peaks)"
63.2,3.08657224454102e-05,2.52495498099249e-05,"Threshold (peaks)"
63.4,2.79807308082606e-05,9.96312494682985e-07,"Threshold (peaks)"
63.6,2.55516901159658e-05,6.5523655701466e-08,"Threshold (peaks)"
63.8,2.34886374828572e-05,6.49372795318883e-09,"Threshold (peaks)"
64,2.1784656680385e-05,9.62317385340144e-10,"Threshold (peaks)"
64.2,2.05656300364045e-05,2.4554245147967e-10,"Threshold (peaks)"
64.4,2.00459979616075e-05,1.37172772507007e-10,"Threshold (peaks)"
64.6,2.04361063566639e-05,2.12372824619714e-10,"Threshold (peaks)"
64.8,2.18398716078382e-05,1.02373257239148e-09,"Threshold (peaks)"
65,2.41838826175761e-05,1.41516800268084e-08,"Threshold (peaks)"
65.2,2.72224178871784e-05,4.25983163106339e-07,"Threshold (peaks)"
65.4,3.06204661672041e-05,1.91827946255061e-05,"Threshold (peaks)"
65.6,3.40455444938454e-05,0.000889640154862131,"Threshold (peaks)"
65.8,3.71910662889565e-05,0.0293303860571834,"Threshold (peaks)"
66,3.94699680124752e-05,0.279702729812484,"Threshold (peaks)"
66.2,4.04457672311456e-05,0.536786024329977,"Threshold (peaks)"
66.4,4.09053028486864e-05,0.65977757846633,"Threshold (peaks)"
66.6,4.13441040103034e-05,0.760234164545137,"Threshold (peaks)"
66.8,4.19787154560283e-05,0.865881287223479,"Threshold (peaks)"
67,4.29202296314702e-05,0.948824087815514,"Threshold (peaks)"
67.2,4.41176930258061e-05,0.98609724701813,"Threshold (peaks)"
67.4,4.52193629900995e-05,0.995913814105614,"Threshold (peaks)"
67.6,4.56110845971056e-05,0.997361646440747,"Threshold (peaks)"
67.8,4.46957091975142e-05,0.992676481557964,"Threshold (peaks)"
68,4.23224700483092e-05,0.904666651752751,"Threshold (peaks)"
68.2,3.97060168085784e-05,0.335937161611458,"Threshold (peaks)"
68.4,3.70991266942371e-05,0.0265355221256015,"Threshold (peaks)"
68.6,3.39461761560208e-05,0.000795978549423984,"Threshold (peaks)"
68.8,3.07728697608106e-05,2.2754724791704e-05,"Threshold (peaks)"
69,2.80833814720792e-05,1.11775459462665e-06,"Threshold (peaks)"
69.2,2.59832182947954e-05,1.06263581706923e-07,"Threshold (peaks)"
69.4,2.43875844069036e-05,1.77799905329634e-08,"Threshold (peaks)"
69.6,2.32159021973037e-05,4.7838561032814e-09,"Threshold (peaks)"
69.8,2.24806405860925e-05,2.09889995797495e-09,"Threshold (peaks)"
70,2.22842301804828e-05,1.68428771090295e-09,"Threshold (peaks)"
70.2,2.27572355202228e-05,2.86144807417121e-09,"Threshold (peaks)"
70.4,2.39766364628532e-05,1.12191446687535e-08,"Threshold (peaks)"
70.6,2.59090811902416e-05,9.77931701852875e-08,"Threshold (peaks)"
70.8,2.84109394456266e-05,1.61339071631283e-06,"Threshold (peaks)"
71,3.12711755654802e-05,3.97690550301461e-05,"Threshold (peaks)"
71.2,3.42554018187502e-05,0.00112520291318111,"Threshold (peaks)"
71.4,3.71175167968786e-05,0.0270730137800063,"Threshold (peaks)"
71.6,3.93441532953741e-05,0.252201082354586,"Threshold (peaks)"
71.8,4.04214285746961e-05,0.529998897021513,"Threshold (peaks)"
72,4.09806335414352e-05,0.67846106620069,"Threshold (peaks)"
72.2,4.14609342482312e-05,0.783277229988455,"Threshold (peaks)"
72.4,4.20068186629937e-05,0.869496141414638,"Threshold (peaks)"
72.6,4.2642072076882e-05,0.931393154442719,"Threshold (peaks)"
72.8,4.32550818490746e-05,0.964261846515226,"Threshold (peaks)"
73,4.35604269031819e-05,0.974351122599042,"Threshold (peaks)"
73.2,4.31701122612418e-05,0.960831972007338,"Threshold (peaks)"
73.4,4.18886371135529e-05,0.853721542236282,"Threshold (peaks)"
73.6,4.02054572948159e-05,0.469575637354355,"Threshold (peaks)"
73.8,3.82543221428599e-05,0.0904606693752792,"Threshold (peaks)"
74,3.56295187175813e-05,0.00522522410763407,"Threshold (peaks)"
74.2,3.25465898164509e-05,0.000166004941368017,"Threshold (peaks)"
74.4,2.96489685692929e-05,6.4591595003272e-06,"Threshold (peaks)"
74.6,2.72983281459151e-05,4.63800468177033e-07,"Threshold (peaks)"
74.8,2.55501183820571e-05,6.54083655133702e-08,"Threshold (peaks)"
75,2.43304245235553e-05,1.66769604671431e-08,"Threshold (peaks)"
75.2,2.35751002209166e-05,7.15431087394612e-09,"Threshold (peaks)"
75.4,2.32845599827553e-05,5.16639657254051e-09,"Threshold (peaks)"
75.6,2.35114666148804e-05,6.66197496875105e-09,"Threshold (peaks)"
75.8,2.43149090898473e-05,1.63895458310813e-08,"Threshold (peaks)"
76,2.57143549780531e-05,7.86235449422437e-08,"Threshold (peaks)"
76.2,2.76661567306967e-05,7.00358665479475e-07,"Threshold (peaks)"
76.4,3.00622768124008e-05,1.02634810373065e-05,"Threshold (peaks)"
76.6,3.27391108275932e-05,0.000205961713583803,"Threshold (peaks)"
76.8,3.54967152083822e-05,0.00450604102173509,"Threshold (peaks)"
77,3.80669460733152e-05,0.0746079052328094,"Threshold (peaks)"
77.2,3.98037908060581e-05,0.360798411611384,"Threshold (peaks)"
77.4,4.06200765564679e-05,0.584850517099145,"Threshold (peaks)"
77.6,4.11361838327139e-05,0.715245173645311,"Threshold (peaks)"
77.8,4.16086854553412e-05,0.810062679723398,"Threshold (peaks)"
78,4.2091223881994e-05,0.879857776718834,"Threshold (peaks)"
78.2,4.25299304746476e-05,0.922915725319348,"Threshold (peaks)"
78.4,4.27563307251215e-05,0.939135618918458,"Threshold (peaks)"
78.6,4.25172375991045e-05,0.921897841746101,"Threshold (peaks)"
78.8,4.16565906858469e-05,0.818184221046658,"Threshold (peaks)"
79,4.03932113874888e-05,0.522116450245075,"Threshold (peaks)"
79.2,3.88007685758348e-05,0.15502115891443,"Threshold (peaks)"
79.4,3.65684904376041e-05,0.0148187052468342,"Threshold (peaks)"
79.6,3.3700195685648e-05,0.000604349057942253,"Threshold (peaks)"
79.8,3.07655920933982e-05,2.25699332513191e-05,"Threshold (peaks)"
80,2.82501058268148e-05,1.34733708880162e-06,"Threshold (peaks)"
60.2,3.65230398359087e-05,0.985906685222398,"Threshold (troughs)"
60.4,3.66007288001954e-05,0.984644599555806,"Threshold (troughs)"
60.6,3.68143269660188e-05,0.980573217303357,"Threshold (troughs)"
60.8,3.74124257554964e-05,0.962721125440937,"Threshold (troughs)"
61,3.88558257046954e-05,0.8367251254416,"Threshold (troughs)"
61.2,4.24505392497504e-05,0.0836556172122085,"Threshold (troughs)"
61.4,4.80184325748876e-05,0.000178221861020731,"Threshold (troughs)"
61.6,5.32598959063272e-05,5.0174676146447e-07,"Threshold (troughs)"
61.8,5.74975289058866e-05,4.34916681103715e-09,"Threshold (troughs)"
62,5.98685558980229e-05,3.05237795840898e-10,"Threshold (troughs)"
62.2,5.96695080706889e-05,3.81502304985968e-10,"Threshold (troughs)"
62.4,5.68430794623496e-05,9.05458073538454e-09,"Threshold (troughs)"
62.6,5.21259042906523e-05,1.78770883355791e-06,"Threshold (troughs)"
62.8,4.66447738742521e-05,0.000830070802206869,"Threshold (troughs)"
63,4.10571170156865e-05,0.303136706557558,"Threshold (troughs)"
63.2,3.3949158920782e-05,0.999201358905934,"Threshold (troughs)"
63.4,2.81418682327948e-05,0.999998806543125,"Threshold (troughs)"
63.6,2.36452894395071e-05,0.999999992260326,"Threshold (troughs)"
63.8,1.99625874322035e-05,0.999999999875066,"Threshold (troughs)"
64,1.69759266110571e-05,0.999999999995601,"Threshold (troughs)"
64.2,1.47683297716481e-05,0.999999999999629,"Threshold (troughs)"
64.4,1.34480780820367e-05,0.999999999999916,"Threshold (troughs)"
64.6,1.30785592409352e-05,0.999999999999944,"Threshold (troughs)"
64.8,1.36884507272517e-05,0.999999999999889,"Threshold (troughs)"
65,1.52852839934256e-05,0.999999999999338,"Threshold (troughs)"
65.2,1.78219064194887e-05,0.99999999998865,"Threshold (troughs)"
65.4,2.11080757824608e-05,0.999999999549093,"Threshold (troughs)"
65.6,2.47267514733706e-05,0.999999973999965,"Threshold (troughs)"
65.8,2.80785195735843e-05,0.999998888317899,"Threshold (troughs)"
66,3.06144884199835e-05,0.99998094525701,"Threshold (troughs)"
66.2,3.21122682407023e-05,0.999897952316676,"Threshold (troughs)"
66.4,3.27756225974685e-05,0.999785439491765,"Threshold (troughs)"
66.6,3.31170875257216e-05,0.999685466475145,"Threshold (troughs)"
66.8,3.37471179258731e-05,0.999363048215632,"Threshold (troughs)"
67,3.51848305899902e-05,0.996818688427525,"Threshold (troughs)"
67.2,3.77710281488723e-05,0.945294703543045,"Threshold (troughs)"
67.4,4.26612931276949e-05,0.0672433858422899,"Threshold (troughs)"
67.6,4.98170002910159e-05,2.37588421540292e-05,"Threshold (troughs)"
67.8,5.62134059004625e-05,1.83347253117233e-08,"Threshold (troughs)"
68,6.11374477519153e-05,7.3651501621916e-11,"Threshold (troughs)"
68.2,6.3953406637438e-05,3.13982255441952e-12,"Threshold (troughs)"
68.4,6.43398084162539e-05,2.03646878777947e-12,"Threshold (troughs)"
68.6,6.24451800104094e-05,1.70147172127208e-11,"Threshold (troughs)"
68.8,5.88051522742017e-05,1.00485219033211e-09,"Threshold (troughs)"
69,5.40884360565352e-05,1.98293271912402e-07,"Threshold (troughs)"
69.2,4.88373620246192e-05,7.12044930176767e-05,"Threshold (troughs)"
69.4,4.33204873246747e-05,0.03329685654633,"Threshold (troughs)"
69.6,3.6077113332529e-05,0.991401274548276,"Threshold (troughs)"
69.8,2.85933381888762e-05,0.999998020768359,"Threshold (troughs)"
70,2.26679744695001e-05,0.99999999741089,"Threshold (troughs)"
70.2,1.81043814742698e-05,0.999999999984424,"Threshold (troughs)"
70.4,1.48502203534344e-05,0.999999999999594,"Threshold (troughs)"
70.6,1.28163776472702e-05,0.999999999999958,"Threshold (troughs)"
70.8,1.18586072166442e-05,0.999999999999986,"Threshold (troughs)"
71,1.18410836367747e-05,0.999999999999986,"Threshold (troughs)"
71.2,1.26872826350818e-05,0.999999999999964,"Threshold (troughs)"
71.4,1.43896482223598e-05,0.999999999999758,"Threshold (troughs)"
71.6,1.69564398975473e-05,0.999999999995696,"Threshold (troughs)"
71.8,2.02652672603623e-05,0.999999999824625,"Threshold (troughs)"
72,2.38955086099617e-05,0.999999989755706,"Threshold (troughs)"
72.2,2.71591709181109e-05,0.999999603159692,"Threshold (troughs)"
72.4,2.94404373497623e-05,0.999994886679519,"Threshold (troughs)"
72.6,3.0579773165315e-05,0.999981672189444,"Threshold (troughs)"
72.8,3.09417417398039e-05,0.999972505584768,"Threshold (troughs)"
73,3.11706415143763e-05,0.999964467469384,"Threshold (troughs)"
73.2,3.190397889359e-05,0.999919191602882,"Threshold (troughs)"
73.4,3.36070239389193e-05,0.999455528095919,"Threshold (troughs)"
73.6,3.65154285140846e-05,0.986024692300461,"Threshold (troughs)"
73.8,4.1267705671245e-05,0.255714671337041,"Threshold (troughs)"
74,4.89630013392426e-05,6.18548830120743e-05,"Threshold (troughs)"
74.2,5.6137047363732e-05,1.99724484622724e-08,"Threshold (troughs)"
74.4,6.18469665310701e-05,3.32599797395925e-11,"Threshold (troughs)"
74.6,6.54641831995209e-05,5.77756244084131e-13,"Threshold (troughs)"
74.8,6.66815843914643e-05,1.47687543164627e-13,"Threshold (troughs)"
75,6.56485400531852e-05,4.69931523958296e-13,"Threshold (troughs)"
75.2,6.28527515236212e-05,1.07769523767659e-11,"Threshold (troughs)"
75.4,5.88521491464136e-05,9.5330745588141e-10,"Threshold (troughs)"
75.6,5.40404645011327e-05,2.09243251222664e-07,"Threshold (troughs)"
75.8,4.85920210687196e-05,9.37309926849484e-05,"Threshold (troughs)"
76,4.25251232862824e-05,0.0774683407482236,"Threshold (troughs)"
76.2,3.41175881782237e-05,0.999035640098129,"Threshold (troughs)"
76.4,2.63201084399029e-05,0.999999845004578,"Threshold (troughs)"
76.6,2.0337411649972e-05,0.99999999980986,"Threshold (troughs)"
76.8,1.60437373629079e-05,0.999999999998452,"Threshold (troughs)"
77,1.32601009299875e-05,0.999999999999932,"Threshold (troughs)"
77.2,1.1731688967767e-05,0.999999999999988,"Threshold (troughs)"
77.4,1.12158816443398e-05,0.999999999999993,"Threshold (troughs)"
77.6,1.15524631758799e-05,0.99999999999999,"Threshold (troughs)"
77.8,1.26887260890789e-05,0.999999999999964,"Threshold (troughs)"
78,1.46628436109347e-05,0.99999999999967,"Threshold (troughs)"
78.2,1.75031425326062e-05,0.999999999992059,"Threshold (troughs)"
78.4,2.10195301592202e-05,0.999999999591681,"Threshold (troughs)"
78.6,2.46465197894242e-05,0.999999976235301,"Threshold (troughs)"
78.8,2.76123777357081e-05,0.999999340596762,"Threshold (troughs)"
79,2.94065938392064e-05,0.999995076947443,"Threshold (troughs)"
79.2,3.01045072673878e-05,0.999989239207148,"Threshold (troughs)"
79.4,3.02596634562891e-05,0.999987196046498,"Threshold (troughs)"
79.6,3.05669846945615e-05,0.999981932931542,"Threshold (troughs)"
79.8,3.16103764164806e-05,0.999941843783734,"Threshold (troughs)"
80,3.37668422062804e-05,0.99934882393587,"Threshold (troughs)"
