"value","metric","direction","branch"
0.72,23654226.5135527,"Backward","min"
0.73,24369916.9948439,"Backward","min"
0.74,25058071.052357,"Backward","min"
0.75,25717568.3608926,"Backward","min"
0.76,26348800.0326488,"Backward","min"
0.77,26967316.2936091,"Backward","min"
0.78,27530256.7669337,"Backward","min"
0.79,28062011.1705581,"Backward","min"
0.8,28562665.4809893,"Backward","min"
0.81,29032495.3949292,"Backward","min"
0.82,29471988.8397921,"Backward","min"
0.83,29881925.2636794,"Backward","min"
0.84,30261459.2409806,"Backward","min"
0.85,30614072.4245993,"Backward","min"
0.86,30937473.296317,"Backward","min"
0.87,31233404.2911225,"Backward","min"
0.88,31502551.0454264,"Backward","min"
0.89,31744987.2821124,"Backward","min"
0.9,31959498.9352922,"Backward","min"
0.91,32149216.9328603,"Backward","min"
0.92,32314740.307708,"Backward","min"
0.93,32456631.343285,"Backward","min"
0.94,32575411.4251452,"Backward","min"
0.95,32671557.5950355,"Backward","min"
0.96,32745499.6126962,"Backward","min"
0.97,32797617.3487744,"Backward","min"
0.98,32828238.3470606,"Backward","min"
0.99,32837635.4078282,"Backward","min"
1,32826024.0716706,"Backward","min"
1.01,32793560.0281915,"Backward","min"
1.02,32740337.4118976,"Backward","min"
1.03,32666395.1535926,"Backward","min"
1.04,32571781.2073406,"Backward","min"
1.05,32457033.7634043,"Backward","min"
1.06,32326763.4770258,"Backward","min"
1.07,32169276.1646049,"Backward","min"
1.08,31993334.0424634,"Backward","min"
1.09,31827810.6851182,"Backward","min"
1.1,31905685.9146805,"Backward","min"
