"resource_decrease","capacity_mult","effort","spectral_radius","stable","hopf_period","bifurcation_type","error"
0.00351119173421513,10.2780853280219,0,0.761250163324108,TRUE,71.4600885791493,"stable",NA
0.00351119173421513,14.3374232887377,0,0.761250163324114,TRUE,269.89424325576,"stable",NA
0.00351119173421513,20,0,0.761250163324108,TRUE,36.7913653881971,"stable",NA
0.00657933224657568,1,0,0.761250163324106,TRUE,81.9337559799053,"stable",NA
0.00657933224657568,1.39495079396242,0,0.761250163324107,TRUE,64.1650089652395,"stable",NA
0.00657933224657568,1.94588771757639,0,0.761250163324108,TRUE,62.1918972074703,"stable",NA
0.00657933224657568,2.71441761659491,0,0.761250163324108,TRUE,47.1275664933368,"stable",NA
0.00657933224657568,3.78647900941465,0,0.761250163324109,TRUE,127.278342472415,"stable",NA
0.00657933224657568,5.281951900505,0,0.761250163324112,TRUE,53.1176726799522,"stable",NA
0.00657933224657568,7.36806299728077,0,0.761250163324104,TRUE,96.0121451330613,"stable",NA
0.00657933224657568,10.2780853280219,0,0.761250163324107,TRUE,38.8826380146542,"stable",NA
0.00657933224657568,14.3374232887377,0,0.76125016332411,TRUE,55.793181032101,"stable",NA
0.00657933224657568,20,0,0.761250163324107,TRUE,66.323262605337,"stable",NA
0.0123284673944207,1,0,0.76125016332411,TRUE,113.498949982817,"stable",NA
0.0123284673944207,1.39495079396242,0,0.761250163324104,TRUE,67.7000526381229,"stable",NA
0.0123284673944207,1.94588771757639,0,0.761250163324109,TRUE,72.410835265616,"stable",NA
0.0123284673944207,2.71441761659491,0,0.761250163324105,TRUE,195.392672486047,"stable",NA
0.0123284673944207,3.78647900941465,0,0.761250163324111,TRUE,41.9381071179484,"stable",NA
0.0123284673944207,5.281951900505,0,0.761250163324108,TRUE,92.0191457607752,"stable",NA
0.0123284673944207,7.36806299728077,0,0.761250163324109,TRUE,39.3170630537924,"stable",NA
0.0123284673944207,10.2780853280219,0,0.761250163324103,TRUE,56.8813783731596,"stable",NA
0.0123284673944207,14.3374232887377,0,0.761250163324104,TRUE,58.1290709595429,"stable",NA
0.0123284673944207,20,0,0.76125016332411,TRUE,36.2017867035603,"stable",NA
0.0231012970008316,1,0,0.761250163324105,TRUE,72.1198132797248,"stable",NA
0.0231012970008316,1.39495079396242,0,0.761250163324107,TRUE,225.967735489169,"stable",NA
0.0231012970008316,1.94588771757639,0,0.761250163324106,TRUE,132.084288527365,"stable",NA
0.0231012970008316,2.71441761659491,0,0.761250163324108,TRUE,47.3840224565132,"stable",NA
0.0231012970008316,3.78647900941465,0,0.761250163324106,TRUE,39.9919674022296,"stable",NA
0.0231012970008316,5.281951900505,0,0.76125016332411,TRUE,294.94097007543,"stable",NA
0.0231012970008316,7.36806299728077,0,0.761250163324107,TRUE,61.0487007442248,"stable",NA
0.0231012970008316,10.2780853280219,0,0.761250163324104,TRUE,44.835754769739,"stable",NA
0.0231012970008316,14.3374232887377,0,0.761250163324108,TRUE,137.066978822977,"stable",NA
0.0231012970008316,20,0,0.761250163324106,TRUE,43.6296266263304,"stable",NA
0.0432876128108306,1,0,0.761250163324107,TRUE,71.7471020064324,"stable",NA
0.0432876128108306,1.39495079396242,0,0.761250163324107,TRUE,60.3988505087916,"stable",NA
0.0432876128108306,1.94588771757639,0,0.761250163324106,TRUE,84.6667632253257,"stable",NA
0.0432876128108306,2.71441761659491,0,0.761250163324108,TRUE,301.281865669634,"stable",NA
0.0432876128108306,3.78647900941465,0,0.761250163324109,TRUE,107.180001408105,"stable",NA
0.0432876128108306,5.281951900505,0,0.761250163324108,TRUE,42.6961575034486,"stable",NA
0.0432876128108306,7.36806299728077,0,0.761250163324111,TRUE,53.9041763751758,"stable",NA
0.0432876128108306,10.2780853280219,0,0.761250163324108,TRUE,40.6268876304607,"stable",NA
0.0432876128108306,14.3374232887377,0,0.761250163324106,TRUE,39.9605947376405,"stable",NA
0.0432876128108306,20,0,0.761250163324106,TRUE,189.682094111081,"stable",NA
0.0811130830789687,1,0,0.761250163324107,TRUE,77.0568022731452,"stable",NA
0.0811130830789687,1.39495079396242,0,0.761250163324107,TRUE,79.2402685307396,"stable",NA
