"knife_edge_size","fraction_of_unfished_at_100","collapses_by_fish_level_100"
3,8.89305016932117e-11,TRUE
5,0.0825358809275124,FALSE
7,0.363703752883891,FALSE
10,0.584443311964106,FALSE
15,0.932277927473891,FALSE
20,0.993848108586135,FALSE
