"resource_decrease","capacity_mult","rel_amplitude","perturbed_verdict","error","species"
0.28480358684358,1.94588771757639,6.04042619294097e-15,"settled",NA,"anchovy"
0.533669923120631,1.94588771757639,6.32077212157382e-15,"settled",NA,"anchovy"
1,1.94588771757639,4.31770364439466e-15,"settled",NA,"anchovy"
0.001,2.71441761659491,0.000222490228298096,"oscillating",NA,"anchovy"
0.00187381742286038,2.71441761659491,8.16644145811621e-06,"oscillating",NA,"anchovy"
0.00351119173421513,2.71441761659491,6.70713229943173e-08,"settled",NA,"anchovy"
0.00657933224657568,2.71441761659491,5.78540675929846e-11,"settled",NA,"anchovy"
0.0123284673944207,2.71441761659491,1.25257301108767e-14,"settled",NA,"anchovy"
0.0231012970008316,2.71441761659491,8.91280723373505e-15,"settled",NA,"anchovy"
0.0432876128108306,2.71441761659491,7.99956339068212e-15,"settled",NA,"anchovy"
0.0811130830789687,2.71441761659491,4.6152717618421e-15,"settled",NA,"anchovy"
0.151991108295293,2.71441761659491,7.38909517896927e-15,"settled",NA,"anchovy"
0.28480358684358,2.71441761659491,7.36089733137092e-15,"settled",NA,"anchovy"
0.533669923120631,2.71441761659491,6.03273032343062e-15,"settled",NA,"anchovy"
1,2.71441761659491,6.88820416204584e-15,"settled",NA,"anchovy"
0.001,3.78647900941465,0.00013615612934892,"oscillating",NA,"anchovy"
0.00187381742286038,3.78647900941465,4.98326239751065e-06,"oscillating",NA,"anchovy"
0.00351119173421513,3.78647900941465,4.14564114288315e-08,"settled",NA,"anchovy"
0.00657933224657568,3.78647900941465,1.09406256677203e-09,"settled",NA,"anchovy"
0.0123284673944207,3.78647900941465,1.66196034420085e-10,"settled",NA,"anchovy"
0.0231012970008316,3.78647900941465,1.03050246887268e-11,"settled",NA,"anchovy"
0.0432876128108306,3.78647900941465,6.28194427837264e-13,"settled",NA,"anchovy"
0.0811130830789687,3.78647900941465,1.08095112407728e-13,"settled",NA,"anchovy"
0.151991108295293,3.78647900941465,3.26446438292203e-14,"settled",NA,"anchovy"
0.28480358684358,3.78647900941465,6.06171506700088e-14,"settled",NA,"anchovy"
0.533669923120631,3.78647900941465,6.74161228594675e-14,"settled",NA,"anchovy"
1,3.78647900941465,7.21371633611799e-14,"settled",NA,"anchovy"
0.001,5.281951900505,0.000101172596807245,"oscillating",NA,"anchovy"
0.00187381742286038,5.281951900505,0.00159782975145203,"oscillating",NA,"anchovy"
0.00351119173421513,5.281951900505,0.0677229710788014,"oscillating",NA,"anchovy"
0.00657933224657568,5.281951900505,0.132746368410399,"oscillating",NA,"anchovy"
0.0123284673944207,5.281951900505,0.0389082163770652,"oscillating",NA,"anchovy"
0.0231012970008316,5.281951900505,0.00213301130164899,"oscillating",NA,"anchovy"
0.0432876128108306,5.281951900505,0.000115493603710536,"oscillating",NA,"anchovy"
0.0811130830789687,5.281951900505,1.5592254134105e-05,"oscillating",NA,"anchovy"
0.151991108295293,5.281951900505,6.13542939302655e-06,"oscillating",NA,"anchovy"
0.28480358684358,5.281951900505,1.13829753675704e-05,"oscillating",NA,"anchovy"
0.533669923120631,5.281951900505,1.20868410438977e-05,"oscillating",NA,"anchovy"
1,5.281951900505,1.23437198333745e-05,"oscillating",NA,"anchovy"
0.001,7.36806299728077,0.0809945953949639,"oscillating",NA,"anchovy"
0.00187381742286038,7.36806299728077,0.694046324312801,"oscillating",NA,"anchovy"
0.00351119173421513,7.36806299728077,0.729732835408351,"oscillating",NA,"anchovy"
0.00657933224657568,7.36806299728077,0.686333608224632,"oscillating",NA,"anchovy"
0.0123284673944207,7.36806299728077,0.612457515954373,"oscillating",NA,"anchovy"
0.0231012970008316,7.36806299728077,0.495742300105516,"oscillating",NA,"anchovy"
0.0432876128108306,7.36806299728077,0.347654829111985,"oscillating",NA,"anchovy"
0.0811130830789687,7.36806299728077,0.214898095307858,"oscillating",NA,"anchovy"
