"t","selected_biomass","total_biomass","on_frac","schedule","boost_level"
20.2,0.0102595868812254,0.507671282797122,NA,"Constant",NA
20.4,0.0100926740652791,0.513418324841445,NA,"Constant",NA
20.6,0.0102790000076756,0.518687311194703,NA,"Constant",NA
20.8,0.0103294713780294,0.523564997762544,NA,"Constant",NA
21,0.0103131778790619,0.528433853656083,NA,"Constant",NA
21.2,0.0102921362771936,0.533433224943557,NA,"Constant",NA
21.4,0.0102778106154317,0.538525213061223,NA,"Constant",NA
21.6,0.0102677115317678,0.543608972341657,NA,"Constant",NA
21.8,0.0102595060795451,0.548597536879302,NA,"Constant",NA
22,0.010252413974632,0.55344675917205,NA,"Constant",NA
22.2,0.0102463465930639,0.55815061142989,NA,"Constant",NA
22.4,0.0102413379948293,0.562726643815746,NA,"Constant",NA
22.6,0.010237372422409,0.567204933293593,NA,"Constant",NA
22.8,0.0102343874984008,0.571622142527209,NA,"Constant",NA
23,0.0102323095339026,0.576017708488172,NA,"Constant",NA
23.2,0.0102310759524066,0.580428623554321,NA,"Constant",NA
23.4,0.0102306475857015,0.584880499355445,NA,"Constant",NA
23.6,0.010231017230559,0.589376505172604,NA,"Constant",NA
23.8,0.0102322080639717,0.593891599808167,NA,"Constant",NA
24,0.0102342526754216,0.598379765855831,NA,"Constant",NA
24.2,0.0102371613488969,0.602791571938062,NA,"Constant",NA
24.4,0.0102409035473983,0.607089922307112,NA,"Constant",NA
24.6,0.0102454135484174,0.611255814155931,NA,"Constant",NA
24.8,0.0102506084368451,0.615285791392747,NA,"Constant",NA
25,0.0102564029745624,0.619186679881904,NA,"Constant",NA
25.2,0.0102627163758431,0.622971241574664,NA,"Constant",NA
25.4,0.0102694735856383,0.626655687220227,NA,"Constant",NA
25.6,0.010276604427632,0.630258690242989,NA,"Constant",NA
25.8,0.0102840423523994,0.633801291910243,NA,"Constant",NA
26,0.010291723410383,0.637307155464144,NA,"Constant",NA
26.2,0.0102995858229058,0.6408026133274,NA,"Constant",NA
26.4,0.0103075707215507,0.644315715428228,NA,"Constant",NA
26.6,0.0103156249049279,0.647873128283046,NA,"Constant",NA
26.8,0.0103237061740613,0.651493863881815,NA,"Constant",NA
27,0.0103317897575416,0.655180666557258,NA,"Constant",NA
27.2,0.0103398704108644,0.658913690798102,NA,"Constant",NA
27.4,0.0103479535914539,0.662652923046274,NA,"Constant",NA
27.6,0.0103560370526108,0.66635034519204,NA,"Constant",NA
27.8,0.0103640952988612,0.669964241826734,NA,"Constant",NA
28,0.0103720776961584,0.673467192001427,NA,"Constant",NA
28.2,0.0103799178772595,0.676846209461462,NA,"Constant",NA
28.4,0.0103875448910717,0.680098786921488,NA,"Constant",NA
28.6,0.0103948903166403,0.683228606654646,NA,"Constant",NA
28.8,0.0104018912914295,0.68624252870455,NA,"Constant",NA
29,0.0104084914030122,0.68914894030667,NA,"Constant",NA
29.2,0.0104146408423468,0.691957048875267,NA,"Constant",NA
29.4,0.0104202963710893,0.694676722130956,NA,"Constant",NA
29.6,0.0104254212376269,0.697318627845777,NA,"Constant",NA
29.8,0.0104299850517592,0.699894550759904,NA,"Constant",NA
30,0.0104339636046685,0.702417836622407,NA,"Constant",NA
30.2,0.0104373386297127,0.70490393511658,NA,"Constant",NA
30.4,0.0104400975387887,0.707370976765825,NA,"Constant",NA
30.6,0.0104422332618064,0.709840187497021,NA,"Constant",NA
30.8,0.0104437444994177,0.712335652286974,NA,"Constant",NA
31,0.0104446369760766,0.714882458064039,NA,"Constant",NA
31.2,0.0104449264402403,0.717501859936776,NA,"Constant",NA
31.4,0.0104446434354946,0.720202898760845,NA,"Constant",NA
31.6,0.0104438372335676,0.722973286106788,NA,"Constant",NA
31.8,0.0104425731543986,0.7257767344196,NA,"Constant",NA
32,0.0104409198567996,0.728562202706017,NA,"Constant",NA
32.2,0.0104389331832539,0.731280380306774,NA,"Constant",NA
32.4,0.0104366484709852,0.733896143069185,NA,"Constant",NA
32.6,0.0104340846406444,0.736391331800387,NA,"Constant",NA
32.8,0.0104312530022481,0.738760855109499,NA,"Constant",NA
33,0.0104281637307691,0.741007333317561,NA,"Constant",NA
33.2,0.0104248284796203,0.74313708296093,NA,"Constant",NA
33.4,0.0104212606908585,0.745157859068953,NA,"Constant",NA
33.6,0.0104174751210452,0.747077842677216,NA,"Constant",NA
33.8,0.0104134872606997,0.748905315007548,NA,"Constant",NA
34,0.0104093128310453,0.75064865860994,NA,"Constant",NA
34.2,0.0104049673857808,0.752316503971251,NA,"Constant",NA
34.4,0.0104004660122638,0.753917949368278,NA,"Constant",NA
34.6,0.0103958231163696,0.755462839367319,NA,"Constant",NA
34.8,0.0103910522694107,0.756962115685531,NA,"Constant",NA
35,0.0103861660947943,0.75842826602791,NA,"Constant",NA
35.2,0.0103811761788586,0.759875893026061,NA,"Constant",NA
35.4,0.0103760930106264,0.761322391029436,NA,"Constant",NA
35.6,0.0103709260068043,0.762788608244796,NA,"Constant",NA
35.8,0.0103656837991069,0.764299092560208,NA,"Constant",NA
36,0.0103603751993636,0.765880950955334,NA,"Constant",NA
36.2,0.0103550115634714,0.76755958569688,NA,"Constant",NA
36.4,0.0103496111401955,0.769349645591385,NA,"Constant",NA
36.6,0.0103442041515423,0.771242908160148,NA,"Constant",NA
36.8,0.0103388335958604,0.77320172106396,NA,"Constant",NA
37,0.0103335463404032,0.775167927930333,NA,"Constant",NA
37.2,0.0103283780552061,0.777083980531598,NA,"Constant",NA
37.4,0.010323344257075,0.778910115433744,NA,"Constant",NA
37.6,0.0103184433120599,0.780627912052189,NA,"Constant",NA
37.8,0.0103136651237476,0.782234411608151,NA,"Constant",NA
38,0.0103089978091472,0.78373470236633,NA,"Constant",NA
38.2,0.0103044304787436,0.785136845855888,NA,"Constant",NA
38.4,0.0102999537267316,0.786449353416462,NA,"Constant",NA
38.6,0.0102955593867782,0.78768025276222,NA,"Constant",NA
38.8,0.010291240193357,0.788836908210383,NA,"Constant",NA
39,0.0102869894947883,0.789926123902708,NA,"Constant",NA
39.2,0.0102828010354926,0.790954320025973,NA,"Constant",NA
39.4,0.010278668808475,0.791927707573701,NA,"Constant",NA
39.6,0.0102745869731474,0.79285244652165,NA,"Constant",NA
39.8,0.0102705498264624,0.793734794856097,NA,"Constant",NA
40,0.0102665518115792,0.794581263322276,NA,"Constant",NA
40.2,0.01026258754855,0.795398793156607,NA,"Constant",NA
40.4,0.0102586518737218,0.796194975568313,NA,"Constant",NA
40.6,0.0102547398770836,0.796978333344686,NA,"Constant",NA
40.8,0.0102508469295486,0.797758685130195,NA,"Constant",NA
41,0.010246968696804,0.798547605964156,NA,"Constant",NA
41.2,0.0102431011472533,0.799358968726904,NA,"Constant",NA
41.4,0.0102392405883487,0.800209466237927,NA,"Constant",NA
41.6,0.010235383826907,0.801118806909148,NA,"Constant",NA
41.8,0.0102315286687486,0.802108863121447,NA,"Constant",NA
42,0.0102276751343938,0.803200476506542,NA,"Constant",NA
42.2,0.0102238277544862,0.804406540934483,NA,"Constant",NA
42.4,0.0102199985183906,0.805722100097755,NA,"Constant",NA
42.6,0.0102162081061286,0.807117334876999,NA,"Constant",NA
42.8,0.0102124819666123,0.808542058601749,NA,"Constant",NA
43,0.0102088414759901,0.809942236302285,NA,"Constant",NA
43.2,0.0102052963730555,0.811276802347179,NA,"Constant",NA
43.4,0.0102018439388784,0.812523970760532,NA,"Constant",NA
43.6,0.0101984734716089,0.813677679305242,NA,"Constant",NA
43.8,0.0101951712512939,0.814740857223307,NA,"Constant",NA
44,0.0101919234640936,0.815720098183202,NA,"Constant",NA
20.2,0.00990494892808779,0.508021915271949,4.79355524264218e-36,"Threshold (peaks)",3
20.4,0.0101213650931632,0.514010240725762,5.08030920649248e-17,"Threshold (peaks)",3
20.6,0.0102927212899101,0.519128241342694,0.0555956163174957,"Threshold (peaks)",3
20.8,0.0102898470046478,0.523988856633774,0.0318525696836906,"Threshold (peaks)",3
21,0.0102867102965449,0.528919387830041,0.017137461207912,"Threshold (peaks)",3
21.2,0.0102825173141157,0.533963691429843,0.00740659013193276,"Threshold (peaks)",3
21.4,0.0102766329237318,0.539074740911171,0.00226237265196886,"Threshold (peaks)",3
21.6,0.0102689927571258,0.544158018226521,0.000482711862989854,"Threshold (peaks)",3
21.8,0.0102608535460069,0.549135785403988,9.29685270006046e-05,"Threshold (peaks)",3
22,0.0102535381994897,0.553970900930927,2.11481352145962e-05,"Threshold (peaks)",3
22.2,0.0102474270396132,0.558660729399102,6.1382428456402e-06,"Threshold (peaks)",3
22.4,0.0102424585942804,0.563224204332504,2.24526560105769e-06,"Threshold (peaks)",3
22.6,0.0102385332990522,0.567692023745371,1.01436433187821e-06,"Threshold (peaks)",3
22.8,0.0102355749114763,0.572101149988251,5.57341166829414e-07,"Threshold (peaks)",3
