"resource_decrease","capacity_mult","rel_amplitude","perturbed_verdict","error","lambda"
0.00657933224657568,1.39495079396242,1.19122194276678e-08,"settled",NA,2.1
0.0123284673944207,1.39495079396242,1.19221917393138e-08,"settled",NA,2.1
0.0231012970008316,1.39495079396242,1.19224390185115e-08,"settled",NA,2.1
0.0432876128108306,1.39495079396242,1.19224459523008e-08,"settled",NA,2.1
0.0811130830789687,1.39495079396242,1.19224459474728e-08,"settled",NA,2.1
0.151991108295293,1.39495079396242,1.19224459448939e-08,"settled",NA,2.1
0.28480358684358,1.39495079396242,1.19224459435183e-08,"settled",NA,2.1
0.533669923120631,1.39495079396242,1.1922445942786e-08,"settled",NA,2.1
1,1.39495079396242,1.19224459423982e-08,"settled",NA,2.1
0.001,1.94588771757639,2.17825384304565e-08,"settled",NA,2.1
0.00187381742286038,1.94588771757639,2.69703297528102e-08,"settled",NA,2.1
0.00351119173421513,1.94588771757639,2.86058731547803e-08,"settled",NA,2.1
0.00657933224657568,1.94588771757639,2.88500127772314e-08,"settled",NA,2.1
0.0123284673944207,1.94588771757639,2.88640779610371e-08,"settled",NA,2.1
0.0231012970008316,1.94588771757639,2.88643818998594e-08,"settled",NA,2.1
0.0432876128108306,1.94588771757639,2.88643825306418e-08,"settled",NA,2.1
0.0811130830789687,1.94588771757639,2.88643828449462e-08,"settled",NA,2.1
0.151991108295293,1.94588771757639,2.88643830015416e-08,"settled",NA,2.1
0.28480358684358,1.94588771757639,2.8864383162201e-08,"settled",NA,2.1
0.533669923120631,1.94588771757639,2.88643831597276e-08,"settled",NA,2.1
1,1.94588771757639,2.88643831584179e-08,"settled",NA,2.1
0.001,2.71441761659491,4.26186822417488e-08,"settled",NA,2.1
0.00187381742286038,2.71441761659491,4.98553761130615e-08,"settled",NA,2.1
0.00351119173421513,2.71441761659491,5.21368935605811e-08,"settled",NA,2.1
0.00657933224657568,2.71441761659491,5.24774592933441e-08,"settled",NA,2.1
0.0123284673944207,2.71441761659491,5.24969722642012e-08,"settled",NA,2.1
0.0231012970008316,2.71441761659491,5.24973361214986e-08,"settled",NA,2.1
0.0432876128108306,2.71441761659491,5.24973357136717e-08,"settled",NA,2.1
0.0811130830789687,2.71441761659491,5.24973360029157e-08,"settled",NA,2.1
0.151991108295293,2.71441761659491,5.24973361461247e-08,"settled",NA,2.1
0.28480358684358,2.71441761659491,5.24973362996442e-08,"settled",NA,2.1
0.533669923120631,2.71441761659491,5.24973362933693e-08,"settled",NA,2.1
1,2.71441761659491,5.24973362900469e-08,"settled",NA,2.1
0.001,3.78647900941465,7.16840733092126e-08,"settled",NA,2.1
0.00187381742286038,3.78647900941465,8.17789148688494e-08,"settled",NA,2.1
0.00351119173421513,3.78647900941465,8.49615009250037e-08,"settled",NA,2.1
0.00657933224657568,3.78647900941465,8.54365841029157e-08,"settled",NA,2.1
0.0123284673944207,3.78647900941465,8.5463881925982e-08,"settled",NA,2.1
0.0231012970008316,3.78647900941465,8.54644028052697e-08,"settled",NA,2.1
0.0432876128108306,3.78647900941465,8.54644064319225e-08,"settled",NA,2.1
0.0811130830789687,3.78647900941465,8.5464406668593e-08,"settled",NA,2.1
0.151991108295293,3.78647900941465,8.54644066184153e-08,"settled",NA,2.1
0.28480358684358,3.78647900941465,8.54644067569569e-08,"settled",NA,2.1
0.533669923120631,3.78647900941465,8.54644065774023e-08,"settled",NA,2.1
1,3.78647900941465,8.54644067351622e-08,"settled",NA,2.1
0.001,5.281951900505,1.12228865352541e-07,"settled",NA,2.1
0.00187381742286038,5.281951900505,1.26310666734087e-07,"settled",NA,2.1
0.00351119173421513,5.281951900505,1.30750229231652e-07,"settled",NA,2.1
0.00657933224657568,5.281951900505,1.3141294787489e-07,"settled",NA,2.1
0.0123284673944207,5.281951900505,1.31450928480296e-07,"settled",NA,2.1
0.0231012970008316,5.281951900505,1.31451613959472e-07,"settled",NA,2.1
0.0432876128108306,5.281951900505,1.31451641519738e-07,"settled",NA,2.1
0.0811130830789687,5.281951900505,1.31451641152881e-07,"settled",NA,2.1
0.151991108295293,5.281951900505,1.31451641045221e-07,"settled",NA,2.1
0.28480358684358,5.281951900505,1.31451640822492e-07,"settled",NA,2.1
0.533669923120631,5.281951900505,1.31451640791918e-07,"settled",NA,2.1
1,5.281951900505,1.31451640941034e-07,"settled",NA,2.1
0.001,7.36806299728077,1.6878685401148e-07,"settled",NA,2.1
0.00187381742286038,7.36806299728077,1.88430280044366e-07,"settled",NA,2.1
0.00351119173421513,7.36806299728077,1.94623243164997e-07,"settled",NA,2.1
0.00657933224657568,7.36806299728077,1.95547717906863e-07,"settled",NA,2.1
0.0123284673944207,7.36806299728077,1.95600722147623e-07,"settled",NA,2.1
0.0231012970008316,7.36806299728077,1.95601669211369e-07,"settled",NA,2.1
0.0432876128108306,7.36806299728077,1.95601670414078e-07,"settled",NA,2.1
0.0811130830789687,7.36806299728077,1.95601671318159e-07,"settled",NA,2.1
0.151991108295293,7.36806299728077,1.95601671755909e-07,"settled",NA,2.1
0.28480358684358,7.36806299728077,1.95601671967326e-07,"settled",NA,2.1
0.533669923120631,7.36806299728077,1.95601672234472e-07,"settled",NA,2.1
1,7.36806299728077,1.95601672366175e-07,"settled",NA,2.1
0.001,10.2780853280219,2.47682488277716e-07,"settled",NA,2.1
0.00187381742286038,10.2780853280219,2.7508409743116e-07,"settled",NA,2.1
0.00351119173421513,10.2780853280219,2.83722980527607e-07,"settled",NA,2.1
0.00657933224657568,10.2780853280219,2.85012555390586e-07,"settled",NA,2.1
0.0123284673944207,10.2780853280219,2.85086534322084e-07,"settled",NA,2.1
0.0231012970008316,10.2780853280219,2.85087826030656e-07,"settled",NA,2.1
0.0432876128108306,10.2780853280219,2.85087836344816e-07,"settled",NA,2.1
0.0811130830789687,10.2780853280219,2.85087838139109e-07,"settled",NA,2.1
0.151991108295293,10.2780853280219,2.8508783917251e-07,"settled",NA,2.1
0.28480358684358,10.2780853280219,2.85087839756703e-07,"settled",NA,2.1
0.533669923120631,10.2780853280219,2.85087839958286e-07,"settled",NA,2.1
1,10.2780853280219,2.85087840055274e-07,"settled",NA,2.1
0.001,14.3374232887377,3.5773803007977e-07,"settled",NA,2.1
0.00187381742286038,14.3374232887377,3.95961924781487e-07,"settled",NA,2.1
0.00351119173421513,14.3374232887377,4.08012745006639e-07,"settled",NA,2.1
0.00657933224657568,14.3374232887377,4.09811651015721e-07,"settled",NA,2.1
0.0123284673944207,14.3374232887377,4.09914781985e-07,"settled",NA,2.1
0.0231012970008316,14.3374232887377,4.09916506130867e-07,"settled",NA,2.1
0.0432876128108306,14.3374232887377,4.09916508235975e-07,"settled",NA,2.1
0.0811130830789687,14.3374232887377,4.09916508513604e-07,"settled",NA,2.1
0.151991108295293,14.3374232887377,4.09916508594154e-07,"settled",NA,2.1
0.28480358684358,14.3374232887377,4.09916508438716e-07,"settled",NA,2.1
0.533669923120631,14.3374232887377,4.09916508510535e-07,"settled",NA,2.1
1,14.3374232887377,4.09916508538815e-07,"settled",NA,2.1
0.001,20,5.11260141923884e-07,"settled",NA,2.1
0.00187381742286038,20,5.64580596399484e-07,"settled",NA,2.1
0.00351119173421513,20,5.8139088786851e-07,"settled",NA,2.1
0.00657933224657568,20,5.83900274944651e-07,"settled",NA,2.1
0.0123284673944207,20,5.84044147516259e-07,"settled",NA,2.1
0.0231012970008316,20,5.84046525037539e-07,"settled",NA,2.1
0.0432876128108306,20,5.84046532758913e-07,"settled",NA,2.1
0.0811130830789687,20,5.84046533170163e-07,"settled",NA,2.1
0.151991108295293,20,5.8404653317732e-07,"settled",NA,2.1
0.28480358684358,20,5.84046533203109e-07,"settled",NA,2.1
0.533669923120631,20,5.84046533184665e-07,"settled",NA,2.1
1,20,5.84046533077629e-07,"settled",NA,2.1
0.001,1,2.61777845630515e-09,"settled",NA,2.15
0.00187381742286038,1,7.3096875637233e-10,"settled",NA,2.15
0.00351119173421513,1,1.11496329273677e-10,"settled",NA,2.15
0.00657933224657568,1,1.5489095274814e-11,"settled",NA,2.15
0.0123284673944207,1,9.77970052998961e-12,"settled",NA,2.15
0.0231012970008316,1,9.7323513042633e-12,"settled",NA,2.15
0.0432876128108306,1,9.7343661610043e-12,"settled",NA,2.15
0.0811130830789687,1,9.73436615905828e-12,"settled",NA,2.15
0.151991108295293,1,9.73436615801925e-12,"settled",NA,2.15
0.28480358684358,1,9.73436615746504e-12,"settled",NA,2.15
0.533669923120631,1,9.73436615716985e-12,"settled",NA,2.15
1,1,9.73436615701342e-12,"settled",NA,2.15
0.001,1.39495079396242,4.32542470618458e-09,"settled",NA,2.15
0.00187381742286038,1.39495079396242,6.95745289374862e-09,"settled",NA,2.15
0.00351119173421513,1.39495079396242,7.82157997729647e-09,"settled",NA,2.15
0.00657933224657568,1.39495079396242,7.95548944125825e-09,"settled",NA,2.15
0.0123284673944207,1.39495079396242,7.96333313423696e-09,"settled",NA,2.15
0.0231012970008316,1.39495079396242,7.96345531337531e-09,"settled",NA,2.15
0.0432876128108306,1.39495079396242,7.96344250046897e-09,"settled",NA,2.15
0.0811130830789687,1.39495079396242,7.96344249824831e-09,"settled",NA,2.15
0.151991108295293,1.39495079396242,7.96344235314403e-09,"settled",NA,2.15
0.28480358684358,1.39495079396242,7.96344235251159e-09,"settled",NA,2.15
0.533669923120631,1.39495079396242,7.96344249609336e-09,"settled",NA,2.15
1,1.39495079396242,7.96344235199625e-09,"settled",NA,2.15
0.001,1.94588771757639,1.40108540704263e-08,"settled",NA,2.15
0.00187381742286038,1.94588771757639,1.76824217955156e-08,"settled",NA,2.15
0.00351119173421513,1.94588771757639,1.88878148663003e-08,"settled",NA,2.15
0.00657933224657568,1.94588771757639,1.90745762105584e-08,"settled",NA,2.15
0.0123284673944207,1.94588771757639,1.90855467887842e-08,"settled",NA,2.15
0.0231012970008316,1.94588771757639,1.90857409090557e-08,"settled",NA,2.15
0.0432876128108306,1.94588771757639,1.90857167168527e-08,"settled",NA,2.15
0.0811130830789687,1.94588771757639,1.90857167094281e-08,"settled",NA,2.15
0.151991108295293,1.94588771757639,1.90857167054638e-08,"settled",NA,2.15
0.28480358684358,1.94588771757639,1.90857167033493e-08,"settled",NA,2.15
0.533669923120631,1.94588771757639,1.90857167022231e-08,"settled",NA,2.15
1,1.94588771757639,1.90857167016262e-08,"settled",NA,2.15
0.001,2.71441761659491,2.75215511855508e-08,"settled",NA,2.15
0.00187381742286038,2.71441761659491,3.26432107708181e-08,"settled",NA,2.15
0.00351119173421513,2.71441761659491,3.43246860004561e-08,"settled",NA,2.15
0.00657933224657568,2.71441761659491,3.45852372878068e-08,"settled",NA,2.15
0.0123284673944207,2.71441761659491,3.46006168817238e-08,"settled",NA,2.15
0.0231012970008316,2.71441761659491,3.460082564207e-08,"settled",NA,2.15
0.0432876128108306,2.71441761659491,3.46008233042724e-08,"settled",NA,2.15
0.0811130830789687,2.71441761659491,3.46008229976591e-08,"settled",NA,2.15
0.151991108295293,2.71441761659491,3.46008228437153e-08,"settled",NA,2.15
0.28480358684358,2.71441761659491,3.46008228383679e-08,"settled",NA,2.15
0.533669923120631,2.71441761659491,3.46008226916013e-08,"settled",NA,2.15
1,2.71441761659491,3.46008228340105e-08,"settled",NA,2.15
0.001,3.78647900941465,4.63683125605274e-08,"settled",NA,2.15
0.00187381742286038,3.78647900941465,5.35127635572533e-08,"settled",NA,2.15
0.00351119173421513,3.78647900941465,5.58583510073878e-08,"settled",NA,2.15
0.00657933224657568,3.78647900941465,5.62217727027674e-08,"settled",NA,2.15
0.0123284673944207,3.78647900941465,5.62432829288845e-08,"settled",NA,2.15
0.0231012970008316,3.78647900941465,5.6243714536047e-08,"settled",NA,2.15
0.0432876128108306,3.78647900941465,5.62437268334498e-08,"settled",NA,2.15
0.0811130830789687,3.78647900941465,5.6243726934791e-08,"settled",NA,2.15
0.151991108295293,3.78647900941465,5.62437270559764e-08,"settled",NA,2.15
0.28480358684358,3.78647900941465,5.62437271877691e-08,"settled",NA,2.15
0.533669923120631,3.78647900941465,5.62437271813109e-08,"settled",NA,2.15
1,3.78647900941465,5.62437271778882e-08,"settled",NA,2.15
0.001,5.281951900505,7.26586086093486e-08,"settled",NA,2.15
0.00187381742286038,5.281951900505,8.26247603318174e-08,"settled",NA,2.15
0.00351119173421513,5.281951900505,8.58967543434982e-08,"settled",NA,2.15
0.00657933224657568,5.281951900505,8.6403712344e-08,"settled",NA,2.15
0.0123284673944207,5.281951900505,8.6433646957494e-08,"settled",NA,2.15
0.0231012970008316,5.281951900505,8.64340693278308e-08,"settled",NA,2.15
0.0432876128108306,5.281951900505,8.64340690132952e-08,"settled",NA,2.15
0.0811130830789687,5.281951900505,8.64340693537827e-08,"settled",NA,2.15
0.151991108295293,5.281951900505,8.64340695928882e-08,"settled",NA,2.15
0.28480358684358,5.281951900505,8.64340695668947e-08,"settled",NA,2.15
0.533669923120631,5.281951900505,8.64340695530506e-08,"settled",NA,2.15
1,5.281951900505,8.64340695457135e-08,"settled",NA,2.15
0.001,7.36806299728077,1.09332286697047e-07,"settled",NA,2.15
0.00187381742286038,7.36806299728077,1.23234578960773e-07,"settled",NA,2.15
0.00351119173421513,7.36806299728077,1.27798844000403e-07,"settled",NA,2.15
0.00657933224657568,7.36806299728077,1.28506042754706e-07,"settled",NA,2.15
0.0123284673944207,7.36806299728077,1.28547820937365e-07,"settled",NA,2.15
0.0231012970008316,7.36806299728077,1.2854861801713e-07,"settled",NA,2.15
0.0432876128108306,7.36806299728077,1.28548589311186e-07,"settled",NA,2.15
0.0811130830789687,7.36806299728077,1.28548589265746e-07,"settled",NA,2.15
0.151991108295293,7.36806299728077,1.28548589164642e-07,"settled",NA,2.15
0.28480358684358,7.36806299728077,1.28548589110714e-07,"settled",NA,2.15
0.533669923120631,7.36806299728077,1.28548589225911e-07,"settled",NA,2.15
1,7.36806299728077,1.2854858906677e-07,"settled",NA,2.15
0.001,10.2780853280219,1.60490268007242e-07,"settled",NA,2.15
0.00187381742286038,10.2780853280219,1.79883286159688e-07,"settled",NA,2.15
0.00351119173421513,10.2780853280219,1.86250205250783e-07,"settled",NA,2.15
0.00657933224657568,10.2780853280219,1.8723671930124e-07,"settled",NA,2.15
0.0123284673944207,10.2780853280219,1.87295033311417e-07,"settled",NA,2.15
0.0231012970008316,10.2780853280219,1.87296070484553e-07,"settled",NA,2.15
0.0432876128108306,10.2780853280219,1.87296071060353e-07,"settled",NA,2.15
0.0811130830789687,10.2780853280219,1.87296069092384e-07,"settled",NA,2.15
0.151991108295293,10.2780853280219,1.87296067879461e-07,"settled",NA,2.15
0.28480358684358,10.2780853280219,1.87296067338097e-07,"settled",NA,2.15
0.533669923120631,10.2780853280219,1.87296066991882e-07,"settled",NA,2.15
1,10.2780853280219,1.87296066817025e-07,"settled",NA,2.15
0.001,14.3374232887377,2.31853142543431e-07,"settled",NA,2.15
0.00187381742286038,14.3374232887377,2.58905446455722e-07,"settled",NA,2.15
0.00351119173421513,14.3374232887377,2.67786984340288e-07,"settled",NA,2.15
0.00657933224657568,14.3374232887377,2.69163127007616e-07,"settled",NA,2.15
0.0123284673944207,14.3374232887377,2.69244407023661e-07,"settled",NA,2.15
0.0231012970008316,14.3374232887377,2.69245861505427e-07,"settled",NA,2.15
0.0432876128108306,14.3374232887377,2.69245872583607e-07,"settled",NA,2.15
0.0811130830789687,14.3374232887377,2.69245870660497e-07,"settled",NA,2.15
0.151991108295293,14.3374232887377,2.69245869672754e-07,"settled",NA,2.15
0.28480358684358,14.3374232887377,2.69245869021203e-07,"settled",NA,2.15
0.533669923120631,14.3374232887377,2.69245868760223e-07,"settled",NA,2.15
1,14.3374232887377,2.69245868698183e-07,"settled",NA,2.15
0.001,20,3.31400855838288e-07,"settled",NA,2.15
0.00187381742286038,20,3.69137492775011e-07,"settled",NA,2.15
0.00351119173421513,20,3.8152679909916e-07,"settled",NA,2.15
0.00657933224657568,20,3.83446448685553e-07,"settled",NA,2.15
0.0123284673944207,20,3.83559838993101e-07,"settled",NA,2.15
0.0231012970008316,20,3.83561885918631e-07,"settled",NA,2.15
0.0432876128108306,20,3.83561899170477e-07,"settled",NA,2.15
0.0811130830789687,20,3.83561898500327e-07,"settled",NA,2.15
0.151991108295293,20,3.83561898113212e-07,"settled",NA,2.15
0.28480358684358,20,3.8356189782035e-07,"settled",NA,2.15
0.533669923120631,20,3.83561897587722e-07,"settled",NA,2.15
1,20,3.83561897608353e-07,"settled",NA,2.15
