"fish_level","mean_total","min_total","mean_selected","mean_juvenile","mean_yield","rel_amplitude","theta","interaction_resource","knife_edge_size"
20,0.279165522984961,0.00682333519526688,0.000460677193936167,0.278704845791025,0.09106491620635,1.93769703516483,0.7,0.7,7
25,0.212849939262512,0.00470951374358679,0.0004867638780987,0.212363175384414,0.153586274711749,1.94927615777013,0.7,0.7,7
30,0.156312031939991,0.00358536435678611,0.000341202028216991,0.155970829911774,0.15558065196906,1.95438023406239,0.7,0.7,7
50,0.072787738349382,0.0019837292793472,0.000151039100230937,0.0726366992491511,0.1689650507906,1.95494195988153,0.7,0.7,7
100,0.0331134313179142,0.00125069993496089,1.73221055493301e-05,0.0330961092123648,0.10671017659871,1.94257954527721,0.7,0.7,7
1,0.606336423242621,0.0671062057124742,0.0131132980110196,0.593223125231601,0.0131132980110196,1.67508063893139,0.7,0.7,10
3,0.614554863076117,0.0559134664467772,0.0089026559611132,0.605652207115004,0.0267079678833396,1.72705093415855,0.7,0.7,10
5,0.606587173219826,0.052181324385404,0.00650336130107612,0.60008381191875,0.0325168065053806,1.7409549852171,0.7,0.7,10
9,0.574397997666164,0.0337538697574599,0.00400081858776679,0.570397179078398,0.0360073672899011,1.82098041421425,0.7,0.7,10
15,0.521369076142528,0.022411440593878,0.00240634578607292,0.518962730356456,0.0360951867910938,1.87069739567376,0.7,0.7,10
20,0.483412836902666,0.018293716611743,0.00179676479896955,0.481616072103697,0.0359352959793911,1.88862286611176,0.7,0.7,10
25,0.451371314168015,0.0160309310298928,0.00151940133078378,0.449851912837231,0.0379850332695944,1.89825825051355,0.7,0.7,10
30,0.422775062912762,0.0146495699342839,0.00171075055576228,0.421064312357,0.0513225166728684,1.90381718183032,0.7,0.7,10
50,0.341566973028779,0.0122427029761671,0.00150276727721615,0.340064205751563,0.0751383638608076,1.91269038348092,0.7,0.7,10
100,0.31037271241759,0.0105131856059444,0.000764431409375357,0.309608281008215,0.0764431409375357,1.91881492133099,0.7,0.7,10
1,0.403698218332896,0.102305273398007,0.0126764814572267,0.391021736875669,0.0235673646604378,1.39822129273425,0.7,1,7
