"w","growth_baseline","growth_theta_low","predmort_baseline","predmort_theta_low"
0.0104,0.151457194929679,0.166351359320396,51.9065125153691,27.265909825255
0.1027,0.613508269198136,0.728570983862101,0.492198775986361,4.53584602955298
1.0173,1.0682077479929,1.81522760524973,1.50744280207118e-13,9.04919360238206e-14
10.0735,10.2661051199912,1.24517198622567,3.81990742544135e-14,5.03597297839307e-14
28.5618,5.83449728280651,0.65427703598518,2.20663538785032e-14,1.97141137819468e-14
