"time","biomass","method"
343.4,26330.6700790657,"project()"
343.6,26330.6700806317,"project()"
343.8,26330.6700821506,"project()"
344,26330.6700836228,"project()"
344.2,26330.6700850483,"project()"
344.4,26330.6700864273,"project()"
344.6,26330.6700877599,"project()"
344.8,26330.6700890464,"project()"
345,26330.6700902868,"project()"
345.2,26330.6700914814,"project()"
345.4,26330.6700926302,"project()"
345.6,26330.6700937334,"project()"
345.8,26330.6700947911,"project()"
346,26330.6700958036,"project()"
346.2,26330.670096771,"project()"
346.4,26330.6700976933,"project()"
346.6,26330.6700985709,"project()"
346.8,26330.6700994037,"project()"
347,26330.670100192,"project()"
347.2,26330.6701009359,"project()"
347.4,26330.6701016356,"project()"
347.6,26330.6701022911,"project()"
347.8,26330.6701029027,"project()"
348,26330.6701034705,"project()"
348.2,26330.6701039946,"project()"
348.4,26330.6701044752,"project()"
348.6,26330.6701049124,"project()"
348.8,26330.6701053064,"project()"
349,26330.6701056573,"project()"
349.2,26330.6701059652,"project()"
349.4,26330.6701062304,"project()"
349.6,26330.6701064528,"project()"
349.8,26330.6701066328,"project()"
350,26330.6701067703,"project()"
350.2,26330.6701068656,"project()"
350.4,26330.6701069188,"project()"
350.6,26330.6701069301,"project()"
350.8,26330.6701068995,"project()"
351,26330.6701068273,"project()"
351.2,26330.6701067135,"project()"
351.4,26330.6701065582,"project()"
351.6,26330.6701063618,"project()"
351.8,26330.6701061241,"project()"
352,26330.6701058455,"project()"
352.2,26330.670105526,"project()"
352.4,26330.6701051658,"project()"
352.6,26330.670104765,"project()"
352.8,26330.6701043237,"project()"
353,26330.6701038421,"project()"
353.2,26330.6701033203,"project()"
353.4,26330.6701027585,"project()"
353.6,26330.6701021567,"project()"
353.8,26330.6701015151,"project()"
354,26330.6701008339,"project()"
354.2,26330.6701001132,"project()"
354.4,26330.670099353,"project()"
354.6,26330.6700985536,"project()"
354.8,26330.670097715,"project()"
355,26330.6700968374,"project()"
355.2,26330.670095921,"project()"
355.4,26330.6700949658,"project()"
355.6,26330.670093972,"project()"
355.8,26330.6700929396,"project()"
356,26330.670091869,"project()"
356.2,26330.67009076,"project()"
356.4,26330.670089613,"project()"
356.6,26330.670088428,"project()"
356.8,26330.6700872052,"project()"
357,26330.6700859446,"project()"
357.2,26330.6700846464,"project()"
357.4,26330.6700833107,"project()"
357.6,26330.6700819377,"project()"
357.8,26330.6700805275,"project()"
358,26330.6700790801,"project()"
358.2,26330.6700775958,"project()"
358.4,26330.6700760746,"project()"
358.6,26330.6700745166,"project()"
358.8,26330.6700729221,"project()"
359,26330.670071291,"project()"
359.2,26330.6700696236,"project()"
359.4,26330.67006792,"project()"
359.6,26330.6700661802,"project()"
359.8,26330.6700644044,"project()"
360,26330.6700625927,"project()"
360.2,26330.6700607452,"project()"
360.4,26330.6700588621,"project()"
360.6,26330.6700569434,"project()"
360.8,26330.6700549894,"project()"
361,26330.670053,"project()"
361.2,26330.6700509755,"project()"
361.4,26330.6700489159,"project()"
361.6,26330.6700468213,"project()"
361.8,26330.670044692,"project()"
362,26330.6700425279,"project()"
362.2,26330.6700403292,"project()"
362.4,26330.6700380961,"project()"
362.6,26330.6700358286,"project()"
362.8,26330.6700335268,"project()"
363,26330.670031191,"project()"
363.2,26330.6700288211,"project()"
363.4,26330.6700264172,"project()"
363.6,26330.6700239796,"project()"
363.8,26330.6700215084,"project()"
364,26330.6700190035,"project()"
364.2,26330.6700164652,"project()"
364.4,26330.6700138936,"project()"
364.6,26330.6700112887,"project()"
364.8,26330.6700086507,"project()"
365,26330.6700059797,"project()"
365.2,26330.6700032758,"project()"
365.4,26330.670000539,"project()"
365.6,26330.6699977697,"project()"
365.8,26330.6699949677,"project()"
366,26330.6699921333,"project()"
366.2,26330.6699892665,"project()"
366.4,26330.6699863675,"project()"
366.6,26330.6699834364,"project()"
366.8,26330.6699804732,"project()"
367,26330.6699774781,"project()"
367.2,26330.6699744512,"project()"
367.4,26330.6699713926,"project()"
367.6,26330.6699683024,"project()"
367.8,26330.6699651807,"project()"
368,26330.6699620276,"project()"
368.2,26330.6699588432,"project()"
368.4,26330.6699556277,"project()"
368.6,26330.669952381,"project()"
368.8,26330.6699491035,"project()"
369,26330.669945795,"project()"
369.2,26330.6699424558,"project()"
369.4,26330.6699390859,"project()"
369.6,26330.6699356855,"project()"
369.8,26330.6699322546,"project()"
370,26330.6699287934,"project()"
370.2,26330.6699253019,"project()"
370.4,26330.6699217803,"project()"
370.6,26330.6699182286,"project()"
370.8,26330.669914647,"project()"
371,26330.6699110356,"project()"
371.2,26330.6699073944,"project()"
371.4,26330.6699037236,"project()"
371.6,26330.6699000233,"project()"
371.8,26330.6698962935,"project()"
372,26330.6698925344,"project()"
372.2,26330.669888746,"project()"
372.4,26330.6698849285,"project()"
372.6,26330.6698810819,"project()"
372.8,26330.6698772064,"project()"
373,26330.669873302,"project()"
373.2,26330.6698693689,"project()"
373.4,26330.6698654071,"project()"
373.6,26330.6698614168,"project()"
373.8,26330.669857398,"project()"
374,26330.6698533508,"project()"
374.2,26330.6698492754,"project()"
374.4,26330.6698451718,"project()"
374.6,26330.6698410401,"project()"
374.8,26330.6698368804,"project()"
375,26330.6698326929,"project()"
375.2,26330.6698284776,"project()"
375.4,26330.6698242345,"project()"
375.6,26330.6698199639,"project()"
375.8,26330.6698156657,"project()"
376,26330.6698113402,"project()"
376.2,26330.6698069873,"project()"
376.4,26330.6698026072,"project()"
376.6,26330.6697981999,"project()"
376.8,26330.6697937656,"project()"
377,26330.6697893044,"project()"
377.2,26330.6697848162,"project()"
377.4,26330.6697803013,"project()"
377.6,26330.6697757598,"project()"
377.8,26330.6697711916,"project()"
378,26330.6697665969,"project()"
378.2,26330.6697619758,"project()"
378.4,26330.6697573284,"project()"
378.6,26330.6697526548,"project()"
378.8,26330.669747955,"project()"
379,26330.6697432292,"project()"
379.2,26330.6697384774,"project()"
379.4,26330.6697336997,"project()"
379.6,26330.6697288963,"project()"
379.8,26330.6697240671,"project()"
380,26330.6697192123,"project()"
380.2,26330.669714332,"project()"
380.4,26330.6697094263,"project()"
380.6,26330.6697044952,"project()"
380.8,26330.6696995389,"project()"
381,26330.6696945574,"project()"
381.2,26330.6696895508,"project()"
381.4,26330.6696845191,"project()"
381.6,26330.6696794626,"project()"
381.8,26330.6696743812,"project()"
382,26330.6696692751,"project()"
382.2,26330.6696641443,"project()"
382.4,26330.669658989,"project()"
382.6,26330.6696538091,"project()"
382.8,26330.6696486048,"project()"
383,26330.6696433762,"project()"
383.2,26330.6696381234,"project()"
383.4,26330.6696328464,"project()"
383.6,26330.6696275453,"project()"
383.8,26330.6696222202,"project()"
384,26330.6696168712,"project()"
384.2,26330.6696114983,"project()"
384.4,26330.6696061017,"project()"
384.6,26330.6696006815,"project()"
384.8,26330.6695952376,"project()"
385,26330.6695897703,"project()"
385.2,26330.6695842795,"project()"
385.4,26330.6695787653,"project()"
385.6,26330.6695732279,"project()"
385.8,26330.6695676674,"project()"
386,26330.6695620837,"project()"
386.2,26330.669556477,"project()"
386.4,26330.6695508473,"project()"
386.6,26330.6695451948,"project()"
386.8,26330.6695395195,"project()"
387,26330.6695338215,"project()"
387.2,26330.6695281009,"project()"
387.4,26330.6695223577,"project()"
387.6,26330.669516592,"project()"
387.8,26330.6695108039,"project()"
388,26330.6695049936,"project()"
388.2,26330.6694991609,"project()"
388.4,26330.6694933062,"project()"
388.6,26330.6694874293,"project()"
388.8,26330.6694815304,"project()"
389,26330.6694756096,"project()"
389.2,26330.6694696669,"project()"
389.4,26330.6694637024,"project()"
389.6,26330.6694577163,"project()"
389.8,26330.6694517085,"project()"
390,26330.6694456791,"project()"
390.2,26330.6694396283,"project()"
390.4,26330.669433556,"project()"
390.6,26330.6694274625,"project()"
390.8,26330.6694213476,"project()"
391,26330.6694152116,"project()"
391.2,26330.6694090544,"project()"
391.4,26330.6694028763,"project()"
391.6,26330.6693966771,"project()"
391.8,26330.6693904571,"project()"
392,26330.6693842162,"project()"
392.2,26330.6693779546,"project()"
392.4,26330.6693716723,"project()"
392.6,26330.6693653694,"project()"
392.8,26330.669359046,"project()"
393,26330.6693527021,"project()"
393.2,26330.6693463379,"project()"
393.4,26330.6693399533,"project()"
393.6,26330.6693335484,"project()"
393.8,26330.6693271234,"project()"
394,26330.6693206783,"project()"
394.2,26330.6693142132,"project()"
394.4,26330.6693077281,"project()"
394.6,26330.6693012231,"project()"
394.8,26330.6692946983,"project()"
395,26330.6692881537,"project()"
395.2,26330.6692815894,"project()"
395.4,26330.6692750056,"project()"
395.6,26330.6692684022,"project()"
395.8,26330.6692617793,"project()"
396,26330.669255137,"project()"
396.2,26330.6692484753,"project()"
396.4,26330.6692417944,"project()"
396.6,26330.6692350943,"project()"
396.8,26330.669228375,"project()"
397,26330.6692216367,"project()"
397.2,26330.6692148794,"project()"
397.4,26330.6692081031,"project()"
397.6,26330.669201308,"project()"
397.8,26330.669194494,"project()"
398,26330.6691876613,"project()"
398.2,26330.66918081,"project()"
398.4,26330.66917394,"project()"
398.6,26330.6691670515,"project()"
398.8,26330.6691601446,"project()"
399,26330.6691532192,"project()"
399.2,26330.6691462755,"project()"
399.4,26330.6691393135,"project()"
399.6,26330.6691323333,"project()"
399.8,26330.669125335,"project()"
400,26330.6691183186,"project()"
400.2,26330.6691112841,"project()"
400.4,26330.6691042317,"project()"
400.6,26330.6690971614,"project()"
400.8,26330.6690900733,"project()"
401,26330.6690829674,"project()"
401.2,26330.6690758438,"project()"
401.4,26330.6690687026,"project()"
401.6,26330.6690615438,"project()"
401.8,26330.6690543674,"project()"
402,26330.6690471737,"project()"
402.2,26330.6690399625,"project()"
402.4,26330.6690327341,"project()"
402.6,26330.6690254883,"project()"
402.8,26330.6690182254,"project()"
403,26330.6690109453,"project()"
403.2,26330.6690036481,"project()"
403.4,26330.6689963339,"project()"
403.6,26330.6689890028,"project()"
403.8,26330.6689816547,"project()"
404,26330.6689742898,"project()"
404.2,26330.6689669082,"project()"
404.4,26330.6689595098,"project()"
404.6,26330.6689520948,"project()"
404.8,26330.6689446632,"project()"
405,26330.668937215,"project()"
405.2,26330.6689297504,"project()"
405.4,26330.6689222693,"project()"
405.6,26330.6689147719,"project()"
405.8,26330.6689072582,"project()"
406,26330.6688997283,"project()"
406.2,26330.6688921822,"project()"
406.4,26330.6688846199,"project()"
406.6,26330.6688770416,"project()"
406.8,26330.6688694473,"project()"
407,26330.668861837,"project()"
407.2,26330.6688542108,"project()"
407.4,26330.6688465688,"project()"
407.6,26330.6688389111,"project()"
407.8,26330.6688312376,"project()"
408,26330.6688235484,"project()"
408.2,26330.6688158436,"project()"
408.4,26330.6688081233,"project()"
408.6,26330.6688003875,"project()"
408.8,26330.6687926363,"project()"
409,26330.6687848696,"project()"
409.2,26330.6687770877,"project()"
409.4,26330.6687692905,"project()"
409.6,26330.668761478,"project()"
409.8,26330.6687536505,"project()"
410,26330.6687458078,"project()"
410.2,26330.66873795,"project()"
410.4,26330.6687300773,"project()"
410.6,26330.6687221896,"project()"
410.8,26330.6687142871,"project()"
411,26330.6687063697,"project()"
411.2,26330.6686984375,"project()"
411.4,26330.6686904907,"project()"
411.6,26330.6686825291,"project()"
411.8,26330.668674553,"project()"
412,26330.6686665623,"project()"
412.2,26330.668658557,"project()"
412.4,26330.6686505374,"project()"
412.6,26330.6686425033,"project()"
412.8,26330.6686344549,"project()"
413,26330.6686263922,"project()"
413.2,26330.6686183153,"project()"
413.4,26330.6686102241,"project()"
413.6,26330.6686021189,"project()"
413.8,26330.6685939995,"project()"
414,26330.6685858661,"project()"
414.2,26330.6685777188,"project()"
414.4,26330.6685695575,"project()"
414.6,26330.6685613823,"project()"
414.8,26330.6685531933,"project()"
415,26330.6685449905,"project()"
415.2,26330.668536774,"project()"
415.4,26330.6685285438,"project()"
415.6,26330.6685203,"project()"
415.8,26330.6685120427,"project()"
416,26330.6685037718,"project()"
416.2,26330.6684954874,"project()"
416.4,26330.6684871897,"project()"
416.6,26330.6684788785,"project()"
416.8,26330.668470554,"project()"
417,26330.6684622163,"project()"
417.2,26330.6684538654,"project()"
417.4,26330.6684455012,"project()"
417.6,26330.668437124,"project()"
417.8,26330.6684287337,"project()"
418,26330.6684203303,"project()"
418.2,26330.668411914,"project()"
418.4,26330.6684034847,"project()"
418.6,26330.6683950426,"project()"
418.8,26330.6683865876,"project()"
419,26330.6683781199,"project()"
419.2,26330.6683696394,"project()"
419.4,26330.6683611463,"project()"
419.6,26330.6683526405,"project()"
419.8,26330.6683441221,"project()"
420,26330.6683355912,"project()"
420.2,26330.6683270478,"project()"
420.4,26330.6683184919,"project()"
420.6,26330.6683099236,"project()"
420.8,26330.668301343,"project()"
421,26330.6682927501,"project()"
421.2,26330.6682841449,"project()"
421.4,26330.6682755275,"project()"
421.6,26330.6682668979,"project()"
421.8,26330.6682582562,"project()"
422,26330.6682496024,"project()"
422.2,26330.6682409366,"project()"
422.4,26330.6682322588,"project()"
422.6,26330.6682235691,"project()"
422.8,26330.6682148675,"project()"
423,26330.668206154,"project()"
423.2,26330.6681974287,"project()"
423.4,26330.6681886917,"project()"
423.6,26330.6681799429,"project()"
423.8,26330.6681711825,"project()"
424,26330.6681624105,"project()"
424.2,26330.6681536268,"project()"
424.4,26330.6681448317,"project()"
424.6,26330.668136025,"project()"
424.8,26330.668127207,"project()"
425,26330.6681183775,"project()"
425.2,26330.6681095366,"project()"
425.4,26330.6681006844,"project()"
425.6,26330.668091821,"project()"
425.8,26330.6680829464,"project()"
426,26330.6680740605,"project()"
426.2,26330.6680651636,"project()"
426.4,26330.6680562555,"project()"
426.6,26330.6680473364,"project()"
426.8,26330.6680384062,"project()"
427,26330.6680294651,"project()"
427.2,26330.6680205131,"project()"
427.4,26330.6680115502,"project()"
427.6,26330.6680025765,"project()"
427.8,26330.6679935919,"project()"
428,26330.6679845966,"project()"
428.2,26330.6679755906,"project()"
428.4,26330.6679665739,"project()"
428.6,26330.6679575466,"project()"
428.8,26330.6679485087,"project()"
429,26330.6679394602,"project()"
429.2,26330.6679304013,"project()"
429.4,26330.6679213318,"project()"
429.6,26330.667912252,"project()"
429.8,26330.6679031617,"project()"
430,26330.6678940612,"project()"
430.2,26330.6678849503,"project()"
430.4,26330.6678758291,"project()"
430.6,26330.6678666977,"project()"
430.8,26330.6678575562,"project()"
431,26330.6678484045,"project()"
431.2,26330.6678392427,"project()"
431.4,26330.6678300708,"project()"
431.6,26330.667820889,"project()"
431.8,26330.6678116971,"project()"
432,26330.6678024953,"project()"
432.2,26330.6677932836,"project()"
432.4,26330.6677840621,"project()"
432.6,26330.6677748307,"project()"
432.8,26330.6677655896,"project()"
433,26330.6677563387,"project()"
433.2,26330.6677470781,"project()"
433.4,26330.6677378078,"project()"
433.6,26330.6677285279,"project()"
433.8,26330.6677192384,"project()"
434,26330.6677099394,"project()"
434.2,26330.6677006308,"project()"
434.4,26330.6676913128,"project()"
434.6,26330.6676819854,"project()"
434.8,26330.6676726485,"project()"
435,26330.6676633023,"project()"
435.2,26330.6676539467,"project()"
435.4,26330.6676445819,"project()"
435.6,26330.6676352078,"project()"
435.8,26330.6676258245,"project()"
436,26330.667616432,"project()"
436.2,26330.6676070304,"project()"
436.4,26330.6675976197,"project()"
436.6,26330.6675882,"project()"
436.8,26330.6675787712,"project()"
437,26330.6675693334,"project()"
437.2,26330.6675598866,"project()"
437.4,26330.667550431,"project()"
437.6,26330.6675409665,"project()"
437.8,26330.6675314931,"project()"
438,26330.667522011,"project()"
438.2,26330.66751252,"project()"
438.4,26330.6675030203,"project()"
438.6,26330.667493512,"project()"
438.8,26330.667483995,"project()"
439,26330.6674744693,"project()"
439.2,26330.6674649351,"project()"
439.4,26330.6674553923,"project()"
439.6,26330.6674458409,"project()"
439.8,26330.6674362811,"project()"
440,26330.6674267129,"project()"
440.2,26330.6674171362,"project()"
440.4,26330.6674075511,"project()"
440.6,26330.6673979577,"project()"
440.8,26330.667388356,"project()"
441,26330.667378746,"project()"
441.2,26330.6673691278,"project()"
441.4,26330.6673595013,"project()"
441.6,26330.6673498667,"project()"
441.8,26330.667340224,"project()"
442,26330.6673305731,"project()"
442.2,26330.6673209142,"project()"
442.4,26330.6673112472,"project()"
442.6,26330.6673015723,"project()"
442.8,26330.6672918893,"project()"
443,26330.6672821985,"project()"
443.2,26330.6672724997,"project()"
443.4,26330.667262793,"project()"
443.6,26330.6672530785,"project()"
443.8,26330.6672433563,"project()"
444,26330.6672336262,"project()"
444.2,26330.6672238884,"project()"
444.4,26330.6672141429,"project()"
444.6,26330.6672043897,"project()"
444.8,26330.6671946289,"project()"
445,26330.6671848605,"project()"
445.2,26330.6671750845,"project()"
445.4,26330.667165301,"project()"
445.6,26330.6671555099,"project()"
445.8,26330.6671457114,"project()"
446,26330.6671359055,"project()"
446.2,26330.6671260921,"project()"
446.4,26330.6671162714,"project()"
446.6,26330.6671064433,"project()"
446.8,26330.6670966079,"project()"
447,26330.6670867652,"project()"
447.2,26330.6670769152,"project()"
447.4,26330.6670670581,"project()"
447.6,26330.6670571937,"project()"
447.8,26330.6670473222,"project()"
448,26330.6670374435,"project()"
448.2,26330.6670275578,"project()"
448.4,26330.6670176649,"project()"
448.6,26330.6670077651,"project()"
448.8,26330.6669978582,"project()"
449,26330.6669879444,"project()"
449.2,26330.6669780236,"project()"
449.4,26330.6669680959,"project()"
449.6,26330.6669581613,"project()"
449.8,26330.6669482199,"project()"
450,26330.6669382716,"project()"
450.2,26330.6669283166,"project()"
450.4,26330.6669183548,"project()"
450.6,26330.6669083863,"project()"
450.8,26330.666898411,"project()"
451,26330.6668884291,"project()"
451.2,26330.6668784406,"project()"
451.4,26330.6668684454,"project()"
451.6,26330.6668584437,"project()"
451.8,26330.6668484354,"project()"
452,26330.6668384206,"project()"
452.2,26330.6668283992,"project()"
452.4,26330.6668183715,"project()"
452.6,26330.6668083372,"project()"
452.8,26330.6667982966,"project()"
453,26330.6667882496,"project()"
453.2,26330.6667781962,"project()"
453.4,26330.6667681365,"project()"
453.6,26330.6667580705,"project()"
453.8,26330.6667479983,"project()"
454,26330.6667379198,"project()"
454.2,26330.6667278351,"project()"
454.4,26330.6667177442,"project()"
454.6,26330.6667076472,"project()"
454.8,26330.6666975441,"project()"
455,26330.6666874348,"project()"
455.2,26330.6666773195,"project()"
455.4,26330.6666671982,"project()"
455.6,26330.6666570708,"project()"
455.8,26330.6666469375,"project()"
456,26330.6666367981,"project()"
456.2,26330.6666266529,"project()"
456.4,26330.6666165018,"project()"
456.6,26330.6666063448,"project()"
456.8,26330.6665961819,"project()"
457,26330.6665860132,"project()"
457.2,26330.6665758388,"project()"
457.4,26330.6665656585,"project()"
457.6,26330.6665554726,"project()"
457.8,26330.6665452809,"project()"
458,26330.6665350835,"project()"
458.2,26330.6665248805,"project()"
458.4,26330.6665146719,"project()"
458.6,26330.6665044576,"project()"
458.8,26330.6664942378,"project()"
459,26330.6664840124,"project()"
459.2,26330.6664737815,"project()"
459.4,26330.6664635451,"project()"
459.6,26330.6664533032,"project()"
459.8,26330.6664430559,"project()"
460,26330.6664328031,"project()"
460.2,26330.666422545,"project()"
460.4,26330.6664122814,"project()"
460.6,26330.6664020126,"project()"
460.8,26330.6663917384,"project()"
461,26330.6663814589,"project()"
461.2,26330.6663711742,"project()"
461.4,26330.6663608842,"project()"
461.6,26330.666350589,"project()"
461.8,26330.6663402886,"project()"
462,26330.6663299831,"project()"
462.2,26330.6663196724,"project()"
462.4,26330.6663093566,"project()"
462.6,26330.6662990357,"project()"
462.8,26330.6662887098,"project()"
463,26330.6662783788,"project()"
463.2,26330.6662680428,"project()"
463.4,26330.6662577018,"project()"
463.6,26330.6662473558,"project()"
463.8,26330.6662370049,"project()"
464,26330.6662266491,"project()"
464.2,26330.6662162884,"project()"
464.4,26330.6662059228,"project()"
464.6,26330.6661955523,"project()"
464.8,26330.6661851771,"project()"
465,26330.6661747971,"project()"
465.2,26330.6661644122,"project()"
465.4,26330.6661540227,"project()"
465.6,26330.6661436284,"project()"
465.8,26330.6661332294,"project()"
466,26330.6661228257,"project()"
466.2,26330.6661124174,"project()"
466.4,26330.6661020045,"project()"
466.6,26330.6660915869,"project()"
466.8,26330.6660811648,"project()"
467,26330.6660707381,"project()"
467.2,26330.6660603069,"project()"
467.4,26330.6660498712,"project()"
467.6,26330.666039431,"project()"
467.8,26330.6660289863,"project()"
468,26330.6660185372,"project()"
468.2,26330.6660080836,"project()"
468.4,26330.6659976257,"project()"
468.6,26330.6659871634,"project()"
468.8,26330.6659766967,"project()"
469,26330.6659662257,"project()"
469.2,26330.6659557504,"project()"
469.4,26330.6659452708,"project()"
469.6,26330.665934787,"project()"
469.8,26330.6659242989,"project()"
470,26330.6659138066,"project()"
470.2,26330.6659033101,"project()"
470.4,26330.6658928095,"project()"
470.6,26330.6658823047,"project()"
470.8,26330.6658717957,"project()"
471,26330.6658612827,"project()"
471.2,26330.6658507656,"project()"
471.4,26330.6658402444,"project()"
471.6,26330.6658297192,"project()"
471.8,26330.66581919,"project()"
472,26330.6658086568,"project()"
472.2,26330.6657981196,"project()"
472.4,26330.6657875785,"project()"
472.6,26330.6657770334,"project()"
472.8,26330.6657664845,"project()"
473,26330.6657559316,"project()"
473.2,26330.6657453749,"project()"
473.4,26330.6657348143,"project()"
473.6,26330.6657242499,"project()"
473.8,26330.6657136817,"project()"
474,26330.6657031097,"project()"
474.2,26330.6656925339,"project()"
474.4,26330.6656819544,"project()"
474.6,26330.6656713712,"project()"
474.8,26330.6656607844,"project()"
475,26330.6656501938,"project()"
475.2,26330.6656395996,"project()"
475.4,26330.6656290017,"project()"
475.6,26330.6656184002,"project()"
475.8,26330.6656077952,"project()"
476,26330.6655971866,"project()"
476.2,26330.6655865744,"project()"
476.4,26330.6655759587,"project()"
476.6,26330.6655653394,"project()"
476.8,26330.6655547167,"project()"
477,26330.6655440905,"project()"
477.2,26330.6655334609,"project()"
477.4,26330.6655228278,"project()"
477.6,26330.6655121913,"project()"
477.8,26330.6655015515,"project()"
478,26330.6654909082,"project()"
478.2,26330.6654802616,"project()"
478.4,26330.6654696117,"project()"
478.6,26330.6654589584,"project()"
478.8,26330.6654483018,"project()"
479,26330.665437642,"project()"
479.2,26330.6654269789,"project()"
479.4,26330.6654163126,"project()"
479.6,26330.6654056431,"project()"
479.8,26330.6653949704,"project()"
480,26330.6653842945,"project()"
480.2,26330.6653736154,"project()"
480.4,26330.6653629332,"project()"
480.6,26330.6653522479,"project()"
480.8,26330.6653415595,"project()"
481,26330.665330868,"project()"
481.2,26330.6653201734,"project()"
481.4,26330.6653094758,"project()"
481.6,26330.6652987752,"project()"
481.8,26330.6652880716,"project()"
482,26330.6652773649,"project()"
482.2,26330.6652666554,"project()"
482.4,26330.6652559428,"project()"
482.6,26330.6652452274,"project()"
482.8,26330.665234509,"project()"
483,26330.6652237877,"project()"
483.2,26330.6652130636,"project()"
483.4,26330.6652023365,"project()"
483.6,26330.6651916067,"project()"
483.8,26330.665180874,"project()"
484,26330.6651701386,"project()"
484.2,26330.6651594003,"project()"
484.4,26330.6651486593,"project()"
484.6,26330.6651379155,"project()"
484.8,26330.665127169,"project()"
485,26330.6651164198,"project()"
485.2,26330.6651056679,"project()"
485.4,26330.6650949133,"project()"
485.6,26330.6650841561,"project()"
485.8,26330.6650733962,"project()"
486,26330.6650626337,"project()"
486.2,26330.6650518686,"project()"
486.4,26330.6650411009,"project()"
486.6,26330.6650303306,"project()"
486.8,26330.6650195578,"project()"
487,26330.6650087824,"project()"
487.2,26330.6649980045,"project()"
487.4,26330.6649872241,"project()"
487.6,26330.6649764412,"project()"
487.8,26330.6649656559,"project()"
488,26330.6649548681,"project()"
488.2,26330.6649440778,"project()"
488.4,26330.6649332852,"project()"
488.6,26330.6649224901,"project()"
488.8,26330.6649116927,"project()"
489,26330.6649008929,"project()"
489.2,26330.6648900908,"project()"
489.4,26330.6648792863,"project()"
489.6,26330.6648684795,"project()"
489.8,26330.6648576704,"project()"
490,26330.664846859,"project()"
490.2,26330.6648360454,"project()"
490.4,26330.6648252295,"project()"
490.6,26330.6648144114,"project()"
490.8,26330.664803591,"project()"
491,26330.6647927685,"project()"
491.2,26330.6647819437,"project()"
491.4,26330.6647711169,"project()"
491.6,26330.6647602878,"project()"
491.8,26330.6647494566,"project()"
492,26330.6647386233,"project()"
492.2,26330.6647277879,"project()"
492.4,26330.6647169504,"project()"
492.6,26330.6647061108,"project()"
492.8,26330.6646952691,"project()"
493,26330.6646844255,"project()"
493.2,26330.6646735798,"project()"
493.4,26330.664662732,"project()"
493.6,26330.6646518823,"project()"
493.8,26330.6646410307,"project()"
494,26330.664630177,"project()"
494.2,26330.6646193214,"project()"
494.4,26330.6646084639,"project()"
494.6,26330.6645976044,"project()"
494.8,26330.6645867431,"project()"
495,26330.6645758799,"project()"
495.2,26330.6645650148,"project()"
495.4,26330.6645541478,"project()"
495.6,26330.6645432791,"project()"
495.8,26330.6645324085,"project()"
496,26330.664521536,"project()"
496.2,26330.6645106618,"project()"
496.4,26330.6644997858,"project()"
496.6,26330.6644889081,"project()"
496.8,26330.6644780286,"project()"
497,26330.6644671474,"project()"
497.2,26330.6644562644,"project()"
497.4,26330.6644453798,"project()"
497.6,26330.6644344935,"project()"
497.8,26330.6644236054,"project()"
498,26330.6644127158,"project()"
498.2,26330.6644018244,"project()"
498.4,26330.6643909315,"project()"
498.6,26330.6643800369,"project()"
498.8,26330.6643691408,"project()"
499,26330.664358243,"project()"
499.2,26330.6643473437,"project()"
499.4,26330.6643364428,"project()"
499.6,26330.6643255404,"project()"
499.8,26330.6643146364,"project()"
500,26330.6643037309,"project()"
500.2,26330.664292824,"project()"
500.4,26330.6642819155,"project()"
500.6,26330.6642710056,"project()"
500.8,26330.6642600943,"project()"
501,26330.6642491814,"project()"
501.2,26330.6642382672,"project()"
501.4,26330.6642273515,"project()"
501.6,26330.6642164345,"project()"
501.8,26330.664205516,"project()"
502,26330.6641945962,"project()"
502.2,26330.664183675,"project()"
502.4,26330.6641727525,"project()"
502.6,26330.6641618286,"project()"
502.8,26330.6641509034,"project()"
503,26330.6641399769,"project()"
503.2,26330.6641290491,"project()"
503.4,26330.6641181201,"project()"
503.6,26330.6641071898,"project()"
503.8,26330.6640962582,"project()"
504,26330.6640853254,"project()"
504.2,26330.6640743913,"project()"
504.4,26330.6640634561,"project()"
504.6,26330.6640525196,"project()"
504.8,26330.664041582,"project()"
505,26330.6640306432,"project()"
505.2,26330.6640197032,"project()"
505.4,26330.6640087621,"project()"
505.6,26330.6639978198,"project()"
505.8,26330.6639868764,"project()"
506,26330.663975932,"project()"
506.2,26330.6639649864,"project()"
506.4,26330.6639540397,"project()"
506.6,26330.663943092,"project()"
506.8,26330.6639321433,"project()"
507,26330.6639211934,"project()"
507.2,26330.6639102426,"project()"
507.4,26330.6638992907,"project()"
507.6,26330.6638883379,"project()"
507.8,26330.663877384,"project()"
508,26330.6638664292,"project()"
508.2,26330.6638554733,"project()"
508.4,26330.6638445166,"project()"
508.6,26330.6638335589,"project()"
508.8,26330.6638226002,"project()"
509,26330.6638116407,"project()"
509.2,26330.6638006802,"project()"
509.4,26330.6637897189,"project()"
509.6,26330.6637787567,"project()"
509.8,26330.6637677936,"project()"
510,26330.6637568296,"project()"
510.2,26330.6637458649,"project()"
510.4,26330.6637348992,"project()"
510.6,26330.6637239328,"project()"
510.8,26330.6637129656,"project()"
511,26330.6637019975,"project()"
511.2,26330.6636910287,"project()"
511.4,26330.6636800591,"project()"
511.6,26330.6636690888,"project()"
511.8,26330.6636581177,"project()"
512,26330.6636471458,"project()"
512.2,26330.6636361733,"project()"
512.4,26330.6636252,"project()"
512.6,26330.6636142261,"project()"
512.8,26330.6636032514,"project()"
