"time","biomass","method"
1089.4,26330.6401530731,"project()"
1089.6,26330.6401478542,"project()"
1089.8,26330.6401426368,"project()"
1090,26330.6401374209,"project()"
1090.2,26330.6401322065,"project()"
1090.4,26330.6401269936,"project()"
1090.6,26330.6401217822,"project()"
1090.8,26330.6401165723,"project()"
1091,26330.6401113639,"project()"
1091.2,26330.640106157,"project()"
1091.4,26330.6401009515,"project()"
1091.6,26330.6400957476,"project()"
1091.8,26330.6400905452,"project()"
1092,26330.6400853442,"project()"
1092.2,26330.6400801448,"project()"
1092.4,26330.6400749469,"project()"
1092.6,26330.6400697504,"project()"
1092.8,26330.6400645554,"project()"
1093,26330.640059362,"project()"
1093.2,26330.64005417,"project()"
1093.4,26330.6400489795,"project()"
1093.6,26330.6400437905,"project()"
1093.8,26330.640038603,"project()"
1094,26330.640033417,"project()"
1094.2,26330.6400282325,"project()"
1094.4,26330.6400230494,"project()"
1094.6,26330.6400178679,"project()"
1094.8,26330.6400126878,"project()"
1095,26330.6400075093,"project()"
1095.2,26330.6400023322,"project()"
1095.4,26330.6399971566,"project()"
1095.6,26330.6399919825,"project()"
1095.8,26330.6399868098,"project()"
1096,26330.6399816387,"project()"
1096.2,26330.639976469,"project()"
1096.4,26330.6399713008,"project()"
1096.6,26330.6399661342,"project()"
1096.8,26330.639960969,"project()"
1097,26330.6399558052,"project()"
1097.2,26330.639950643,"project()"
1097.4,26330.6399454822,"project()"
1097.6,26330.639940323,"project()"
1097.8,26330.6399351652,"project()"
1098,26330.6399300088,"project()"
1098.2,26330.639924854,"project()"
1098.4,26330.6399197006,"project()"
1098.6,26330.6399145488,"project()"
1098.8,26330.6399093983,"project()"
1099,26330.6399042494,"project()"
1099.2,26330.639899102,"project()"
1099.4,26330.639893956,"project()"
1099.6,26330.6398888115,"project()"
1099.8,26330.6398836684,"project()"
1100,26330.6398785269,"project()"
1100.2,26330.6398733868,"project()"
1100.4,26330.6398682482,"project()"
1100.6,26330.6398631111,"project()"
1100.8,26330.6398579754,"project()"
1101,26330.6398528412,"project()"
1101.2,26330.6398477085,"project()"
1101.4,26330.6398425772,"project()"
1101.6,26330.6398374475,"project()"
1101.8,26330.6398323192,"project()"
1102,26330.6398271923,"project()"
1102.2,26330.639822067,"project()"
1102.4,26330.6398169431,"project()"
1102.6,26330.6398118206,"project()"
1102.8,26330.6398066997,"project()"
1103,26330.6398015802,"project()"
1103.2,26330.6397964621,"project()"
1103.4,26330.6397913456,"project()"
1103.6,26330.6397862305,"project()"
1103.8,26330.6397811169,"project()"
1104,26330.6397760047,"project()"
1104.2,26330.639770894,"project()"
1104.4,26330.6397657848,"project()"
1104.6,26330.639760677,"project()"
1104.8,26330.6397555707,"project()"
1105,26330.6397504658,"project()"
1105.2,26330.6397453624,"project()"
1105.4,26330.6397402605,"project()"
1105.6,26330.63973516,"project()"
1105.8,26330.639730061,"project()"
1106,26330.6397249634,"project()"
1106.2,26330.6397198673,"project()"
1106.4,26330.6397147727,"project()"
1106.6,26330.6397096795,"project()"
1106.8,26330.6397045878,"project()"
1107,26330.6396994975,"project()"
1107.2,26330.6396944087,"project()"
1107.4,26330.6396893214,"project()"
1107.6,26330.6396842355,"project()"
1107.8,26330.639679151,"project()"
1108,26330.639674068,"project()"
1108.2,26330.6396689865,"project()"
1108.4,26330.6396639064,"project()"
1108.6,26330.6396588278,"project()"
1108.8,26330.6396537506,"project()"
1109,26330.6396486749,"project()"
1109.2,26330.6396436006,"project()"
1109.4,26330.6396385278,"project()"
1109.6,26330.6396334564,"project()"
1109.8,26330.6396283865,"project()"
1110,26330.6396233181,"project()"
1110.2,26330.639618251,"project()"
1110.4,26330.6396131855,"project()"
1110.6,26330.6396081213,"project()"
1110.8,26330.6396030586,"project()"
1111,26330.6395979974,"project()"
1111.2,26330.6395929376,"project()"
1111.4,26330.6395878793,"project()"
1111.6,26330.6395828224,"project()"
1111.8,26330.6395777669,"project()"
1112,26330.6395727129,"project()"
1112.2,26330.6395676603,"project()"
1112.4,26330.6395626092,"project()"
1112.6,26330.6395575595,"project()"
1112.8,26330.6395525113,"project()"
1113,26330.6395474645,"project()"
1113.2,26330.6395424191,"project()"
1113.4,26330.6395373752,"project()"
1113.6,26330.6395323327,"project()"
1113.8,26330.6395272917,"project()"
1114,26330.6395222521,"project()"
1114.2,26330.6395172139,"project()"
1114.4,26330.6395121772,"project()"
1114.6,26330.6395071419,"project()"
1114.8,26330.639502108,"project()"
1115,26330.6394970756,"project()"
1115.2,26330.6394920446,"project()"
1115.4,26330.6394870151,"project()"
1115.6,26330.639481987,"project()"
1115.8,26330.6394769603,"project()"
1116,26330.639471935,"project()"
1116.2,26330.6394669112,"project()"
1116.4,26330.6394618889,"project()"
1116.6,26330.6394568679,"project()"
1116.8,26330.6394518484,"project()"
1117,26330.6394468303,"project()"
1117.2,26330.6394418137,"project()"
1117.4,26330.6394367984,"project()"
1117.6,26330.6394317847,"project()"
1117.8,26330.6394267723,"project()"
1118,26330.6394217614,"project()"
1118.2,26330.6394167519,"project()"
1118.4,26330.6394117438,"project()"
1118.6,26330.6394067372,"project()"
1118.8,26330.639401732,"project()"
1119,26330.6393967282,"project()"
1119.2,26330.6393917258,"project()"
1119.4,26330.6393867249,"project()"
1119.6,26330.6393817254,"project()"
1119.8,26330.6393767273,"project()"
1120,26330.6393717306,"project()"
1120.2,26330.6393667354,"project()"
1120.4,26330.6393617416,"project()"
1120.6,26330.6393567492,"project()"
1120.8,26330.6393517582,"project()"
1121,26330.6393467686,"project()"
1121.2,26330.6393417805,"project()"
1121.4,26330.6393367938,"project()"
1121.6,26330.6393318085,"project()"
1121.8,26330.6393268246,"project()"
1122,26330.6393218422,"project()"
1122.2,26330.6393168611,"project()"
1122.4,26330.6393118815,"project()"
1122.6,26330.6393069033,"project()"
1122.8,26330.6393019265,"project()"
1123,26330.6392969512,"project()"
1123.2,26330.6392919772,"project()"
1123.4,26330.6392870047,"project()"
1123.6,26330.6392820335,"project()"
1123.8,26330.6392770638,"project()"
1124,26330.6392720955,"project()"
1124.2,26330.6392671286,"project()"
1124.4,26330.6392621632,"project()"
1124.6,26330.6392571991,"project()"
1124.8,26330.6392522364,"project()"
1125,26330.6392472752,"project()"
1125.2,26330.6392423154,"project()"
1125.4,26330.639237357,"project()"
1125.6,26330.6392323999,"project()"
1125.8,26330.6392274443,"project()"
1126,26330.6392224902,"project()"
1126.2,26330.6392175374,"project()"
1126.4,26330.639212586,"project()"
1126.6,26330.6392076361,"project()"
1126.8,26330.6392026875,"project()"
1127,26330.6391977404,"project()"
1127.2,26330.6391927946,"project()"
1127.4,26330.6391878503,"project()"
1127.6,26330.6391829074,"project()"
1127.8,26330.6391779659,"project()"
1128,26330.6391730257,"project()"
1128.2,26330.639168087,"project()"
1128.4,26330.6391631497,"project()"
1128.6,26330.6391582138,"project()"
1128.8,26330.6391532793,"project()"
1129,26330.6391483462,"project()"
1129.2,26330.6391434145,"project()"
1129.4,26330.6391384842,"project()"
1129.6,26330.6391335553,"project()"
1129.8,26330.6391286278,"project()"
1130,26330.6391237017,"project()"
1130.2,26330.6391187769,"project()"
1130.4,26330.6391138536,"project()"
1130.6,26330.6391089317,"project()"
1130.8,26330.6391040112,"project()"
1131,26330.6390990921,"project()"
1131.2,26330.6390941743,"project()"
1131.4,26330.639089258,"project()"
1131.6,26330.6390843431,"project()"
1131.8,26330.6390794295,"project()"
1132,26330.6390745174,"project()"
1132.2,26330.6390696066,"project()"
1132.4,26330.6390646973,"project()"
1132.6,26330.6390597893,"project()"
1132.8,26330.6390548828,"project()"
1133,26330.6390499776,"project()"
1133.2,26330.6390450738,"project()"
1133.4,26330.6390401714,"project()"
1133.6,26330.6390352704,"project()"
1133.8,26330.6390303708,"project()"
1134,26330.6390254726,"project()"
1134.2,26330.6390205758,"project()"
1134.4,26330.6390156803,"project()"
1134.6,26330.6390107863,"project()"
1134.8,26330.6390058936,"project()"
1135,26330.6390010024,"project()"
1135.2,26330.6389961125,"project()"
1135.4,26330.638991224,"project()"
1135.6,26330.6389863368,"project()"
1135.8,26330.6389814511,"project()"
1136,26330.6389765668,"project()"
1136.2,26330.6389716838,"project()"
1136.4,26330.6389668022,"project()"
1136.6,26330.638961922,"project()"
1136.8,26330.6389570432,"project()"
1137,26330.6389521658,"project()"
1137.2,26330.6389472897,"project()"
1137.4,26330.638942415,"project()"
1137.6,26330.6389375417,"project()"
1137.8,26330.6389326698,"project()"
1138,26330.6389277993,"project()"
1138.2,26330.6389229301,"project()"
1138.4,26330.6389180624,"project()"
1138.6,26330.638913196,"project()"
1138.8,26330.638908331,"project()"
1139,26330.6389034673,"project()"
1139.2,26330.6388986051,"project()"
1139.4,26330.6388937442,"project()"
1139.6,26330.6388888847,"project()"
1139.8,26330.6388840265,"project()"
1140,26330.6388791698,"project()"
1140.2,26330.6388743144,"project()"
1140.4,26330.6388694604,"project()"
1140.6,26330.6388646077,"project()"
1140.8,26330.6388597565,"project()"
1141,26330.6388549066,"project()"
1141.2,26330.6388500581,"project()"
1141.4,26330.6388452109,"project()"
1141.6,26330.6388403652,"project()"
1141.8,26330.6388355208,"project()"
1142,26330.6388306777,"project()"
1142.2,26330.6388258361,"project()"
1142.4,26330.6388209958,"project()"
1142.6,26330.6388161569,"project()"
1142.8,26330.6388113193,"project()"
1143,26330.6388064831,"project()"
1143.2,26330.6388016483,"project()"
1143.4,26330.6387968149,"project()"
1143.6,26330.6387919828,"project()"
1143.8,26330.6387871521,"project()"
1144,26330.6387823227,"project()"
1144.2,26330.6387774947,"project()"
1144.4,26330.6387726681,"project()"
1144.6,26330.6387678428,"project()"
1144.8,26330.6387630189,"project()"
1145,26330.6387581964,"project()"
1145.2,26330.6387533752,"project()"
1145.4,26330.6387485554,"project()"
1145.6,26330.638743737,"project()"
1145.8,26330.6387389199,"project()"
1146,26330.6387341041,"project()"
1146.2,26330.6387292898,"project()"
1146.4,26330.6387244768,"project()"
1146.6,26330.6387196651,"project()"
1146.8,26330.6387148548,"project()"
1147,26330.6387100459,"project()"
1147.2,26330.6387052383,"project()"
1147.4,26330.6387004321,"project()"
1147.6,26330.6386956273,"project()"
1147.8,26330.6386908238,"project()"
1148,26330.6386860216,"project()"
1148.2,26330.6386812209,"project()"
1148.4,26330.6386764214,"project()"
1148.6,26330.6386716233,"project()"
1148.8,26330.6386668266,"project()"
1149,26330.6386620312,"project()"
1149.2,26330.6386572372,"project()"
1149.4,26330.6386524446,"project()"
1149.6,26330.6386476532,"project()"
1149.8,26330.6386428633,"project()"
1150,26330.6386380747,"project()"
1150.2,26330.6386332874,"project()"
1150.4,26330.6386285015,"project()"
1150.6,26330.6386237169,"project()"
1150.8,26330.6386189337,"project()"
1151,26330.6386141519,"project()"
1151.2,26330.6386093714,"project()"
1151.4,26330.6386045922,"project()"
1151.6,26330.6385998144,"project()"
1151.8,26330.6385950379,"project()"
1152,26330.6385902628,"project()"
1152.2,26330.638585489,"project()"
1152.4,26330.6385807166,"project()"
1152.6,26330.6385759455,"project()"
1152.8,26330.6385711757,"project()"
1153,26330.6385664073,"project()"
1153.2,26330.6385616403,"project()"
1153.4,26330.6385568745,"project()"
1153.6,26330.6385521102,"project()"
1153.8,26330.6385473471,"project()"
1154,26330.6385425854,"project()"
1154.2,26330.6385378251,"project()"
1154.4,26330.6385330661,"project()"
1154.6,26330.6385283084,"project()"
1154.8,26330.6385235521,"project()"
1155,26330.6385187971,"project()"
1155.2,26330.6385140435,"project()"
1155.4,26330.6385092912,"project()"
1155.6,26330.6385045402,"project()"
1155.8,26330.6384997906,"project()"
1156,26330.6384950423,"project()"
1156.2,26330.6384902954,"project()"
1156.4,26330.6384855498,"project()"
1156.6,26330.6384808055,"project()"
1156.8,26330.6384760625,"project()"
1157,26330.6384713209,"project()"
1157.2,26330.6384665807,"project()"
1157.4,26330.6384618417,"project()"
1157.6,26330.6384571041,"project()"
1157.8,26330.6384523678,"project()"
1158,26330.6384476329,"project()"
1158.2,26330.6384428993,"project()"
1158.4,26330.638438167,"project()"
1158.6,26330.638433436,"project()"
1158.8,26330.6384287064,"project()"
1159,26330.6384239781,"project()"
1159.2,26330.6384192511,"project()"
1159.4,26330.6384145255,"project()"
1159.6,26330.6384098012,"project()"
1159.8,26330.6384050782,"project()"
1160,26330.6384003565,"project()"
1160.2,26330.6383956362,"project()"
1160.4,26330.6383909172,"project()"
1160.6,26330.6383861995,"project()"
1160.8,26330.6383814832,"project()"
1161,26330.6383767682,"project()"
1161.2,26330.6383720545,"project()"
1161.4,26330.6383673422,"project()"
1161.6,26330.6383626311,"project()"
1161.8,26330.6383579214,"project()"
1162,26330.638353213,"project()"
1162.2,26330.638348506,"project()"
1162.4,26330.6383438003,"project()"
1162.6,26330.6383390958,"project()"
1162.8,26330.6383343928,"project()"
1163,26330.638329691,"project()"
1163.2,26330.6383249905,"project()"
1163.4,26330.6383202914,"project()"
1163.6,26330.6383155936,"project()"
1163.8,26330.6383108971,"project()"
1164,26330.6383062019,"project()"
1164.2,26330.6383015081,"project()"
1164.4,26330.6382968155,"project()"
1164.6,26330.6382921243,"project()"
1164.8,26330.6382874344,"project()"
1165,26330.6382827458,"project()"
1165.2,26330.6382780586,"project()"
1165.4,26330.6382733726,"project()"
1165.6,26330.638268688,"project()"
1165.8,26330.6382640046,"project()"
1166,26330.6382593226,"project()"
1166.2,26330.6382546419,"project()"
1166.4,26330.6382499625,"project()"
1166.6,26330.6382452844,"project()"
1166.8,26330.6382406077,"project()"
1167,26330.6382359322,"project()"
1167.2,26330.6382312581,"project()"
1167.4,26330.6382265852,"project()"
1167.6,26330.6382219137,"project()"
1167.8,26330.6382172435,"project()"
1168,26330.6382125746,"project()"
1168.2,26330.638207907,"project()"
1168.4,26330.6382032407,"project()"
1168.6,26330.6381985757,"project()"
1168.8,26330.6381939121,"project()"
1169,26330.6381892497,"project()"
1169.2,26330.6381845887,"project()"
1169.4,26330.6381799289,"project()"
1169.6,26330.6381752705,"project()"
1169.8,26330.6381706134,"project()"
1170,26330.6381659575,"project()"
1170.2,26330.638161303,"project()"
1170.4,26330.6381566498,"project()"
1170.6,26330.6381519979,"project()"
1170.8,26330.6381473472,"project()"
1171,26330.6381426979,"project()"
1171.2,26330.6381380499,"project()"
1171.4,26330.6381334032,"project()"
1171.6,26330.6381287578,"project()"
1171.8,26330.6381241137,"project()"
1172,26330.6381194709,"project()"
1172.2,26330.6381148294,"project()"
1172.4,26330.6381101892,"project()"
1172.6,26330.6381055503,"project()"
1172.8,26330.6381009127,"project()"
1173,26330.6380962764,"project()"
1173.2,26330.6380916414,"project()"
1173.4,26330.6380870077,"project()"
1173.6,26330.6380823753,"project()"
1173.8,26330.6380777442,"project()"
1174,26330.6380731143,"project()"
1174.2,26330.6380684858,"project()"
1174.4,26330.6380638586,"project()"
1174.6,26330.6380592326,"project()"
1174.8,26330.638054608,"project()"
1175,26330.6380499846,"project()"
1175.2,26330.6380453626,"project()"
1175.4,26330.6380407418,"project()"
1175.6,26330.6380361223,"project()"
1175.8,26330.6380315042,"project()"
1176,26330.6380268873,"project()"
1176.2,26330.6380222717,"project()"
1176.4,26330.6380176574,"project()"
1176.6,26330.6380130443,"project()"
1176.8,26330.6380084326,"project()"
1177,26330.6380038222,"project()"
1177.2,26330.637999213,"project()"
1177.4,26330.6379946052,"project()"
1177.6,26330.6379899986,"project()"
1177.8,26330.6379853933,"project()"
1178,26330.6379807894,"project()"
1178.2,26330.6379761867,"project()"
1178.4,26330.6379715853,"project()"
1178.6,26330.6379669851,"project()"
1178.8,26330.6379623863,"project()"
1179,26330.6379577887,"project()"
1179.2,26330.6379531925,"project()"
1179.4,26330.6379485975,"project()"
1179.6,26330.6379440038,"project()"
1179.8,26330.6379394114,"project()"
1180,26330.6379348203,"project()"
1180.2,26330.6379302304,"project()"
1180.4,26330.6379256419,"project()"
1180.6,26330.6379210546,"project()"
1180.8,26330.6379164686,"project()"
1181,26330.6379118838,"project()"
1181.2,26330.6379073004,"project()"
1181.4,26330.6379027182,"project()"
1181.6,26330.6378981374,"project()"
1181.8,26330.6378935578,"project()"
1182,26330.6378889794,"project()"
1182.2,26330.6378844024,"project()"
1182.4,26330.6378798266,"project()"
1182.6,26330.6378752521,"project()"
1182.8,26330.6378706789,"project()"
1183,26330.6378661069,"project()"
1183.2,26330.6378615363,"project()"
1183.4,26330.6378569669,"project()"
1183.6,26330.6378523987,"project()"
1183.8,26330.6378478319,"project()"
1184,26330.6378432663,"project()"
1184.2,26330.637838702,"project()"
1184.4,26330.637834139,"project()"
1184.6,26330.6378295772,"project()"
1184.8,26330.6378250167,"project()"
1185,26330.6378204575,"project()"
1185.2,26330.6378158996,"project()"
1185.4,26330.6378113429,"project()"
1185.6,26330.6378067875,"project()"
1185.8,26330.6378022334,"project()"
1186,26330.6377976805,"project()"
1186.2,26330.6377931289,"project()"
1186.4,26330.6377885786,"project()"
1186.6,26330.6377840295,"project()"
1186.8,26330.6377794817,"project()"
1187,26330.6377749352,"project()"
1187.2,26330.63777039,"project()"
1187.4,26330.637765846,"project()"
1187.6,26330.6377613033,"project()"
1187.8,26330.6377567618,"project()"
1188,26330.6377522216,"project()"
1188.2,26330.6377476827,"project()"
1188.4,26330.6377431451,"project()"
1188.6,26330.6377386087,"project()"
1188.8,26330.6377340735,"project()"
1189,26330.6377295396,"project()"
1189.2,26330.637725007,"project()"
1189.4,26330.6377204757,"project()"
1189.6,26330.6377159456,"project()"
1189.8,26330.6377114168,"project()"
1190,26330.6377068892,"project()"
1190.2,26330.6377023629,"project()"
1190.4,26330.6376978378,"project()"
1190.6,26330.6376933141,"project()"
1190.8,26330.6376887915,"project()"
1191,26330.6376842702,"project()"
1191.2,26330.6376797502,"project()"
1191.4,26330.6376752315,"project()"
1191.6,26330.637670714,"project()"
1191.8,26330.6376661977,"project()"
1192,26330.6376616827,"project()"
1192.2,26330.637657169,"project()"
1192.4,26330.6376526565,"project()"
1192.6,26330.6376481453,"project()"
1192.8,26330.6376436353,"project()"
1193,26330.6376391266,"project()"
1193.2,26330.6376346192,"project()"
1193.4,26330.637630113,"project()"
1193.6,26330.637625608,"project()"
1193.8,26330.6376211043,"project()"
1194,26330.6376166018,"project()"
1194.2,26330.6376121007,"project()"
1194.4,26330.6376076007,"project()"
1194.6,26330.637603102,"project()"
1194.8,26330.6375986046,"project()"
1195,26330.6375941084,"project()"
1195.2,26330.6375896134,"project()"
1195.4,26330.6375851198,"project()"
1195.6,26330.6375806273,"project()"
1195.8,26330.6375761361,"project()"
1196,26330.6375716462,"project()"
1196.2,26330.6375671575,"project()"
1196.4,26330.63756267,"project()"
1196.6,26330.6375581838,"project()"
1196.8,26330.6375536988,"project()"
1197,26330.6375492151,"project()"
1197.2,26330.6375447326,"project()"
1197.4,26330.6375402514,"project()"
1197.6,26330.6375357714,"project()"
1197.8,26330.6375312927,"project()"
1198,26330.6375268152,"project()"
1198.2,26330.6375223389,"project()"
1198.4,26330.6375178639,"project()"
1198.6,26330.6375133901,"project()"
1198.8,26330.6375089176,"project()"
1199,26330.6375044463,"project()"
1199.2,26330.6374999762,"project()"
1199.4,26330.6374955074,"project()"
1199.6,26330.6374910399,"project()"
1199.8,26330.6374865735,"project()"
1200,26330.6374821084,"project()"
1200.2,26330.6374776446,"project()"
1200.4,26330.637473182,"project()"
1200.6,26330.6374687206,"project()"
1200.8,26330.6374642605,"project()"
1201,26330.6374598016,"project()"
1201.2,26330.6374553439,"project()"
1201.4,26330.6374508875,"project()"
1201.6,26330.6374464323,"project()"
1201.8,26330.6374419783,"project()"
1202,26330.6374375256,"project()"
1202.2,26330.6374330741,"project()"
1202.4,26330.6374286238,"project()"
1202.6,26330.6374241748,"project()"
1202.8,26330.637419727,"project()"
1203,26330.6374152805,"project()"
1203.2,26330.6374108352,"project()"
1203.4,26330.6374063911,"project()"
1203.6,26330.6374019482,"project()"
1203.8,26330.6373975066,"project()"
1204,26330.6373930662,"project()"
1204.2,26330.637388627,"project()"
1204.4,26330.637384189,"project()"
1204.6,26330.6373797523,"project()"
1204.8,26330.6373753168,"project()"
1205,26330.6373708826,"project()"
1205.2,26330.6373664495,"project()"
1205.4,26330.6373620177,"project()"
1205.6,26330.6373575872,"project()"
1205.8,26330.6373531578,"project()"
1206,26330.6373487297,"project()"
1206.2,26330.6373443028,"project()"
1206.4,26330.6373398771,"project()"
1206.6,26330.6373354527,"project()"
1206.8,26330.6373310295,"project()"
1207,26330.6373266075,"project()"
1207.2,26330.6373221867,"project()"
1207.4,26330.6373177672,"project()"
1207.6,26330.6373133488,"project()"
1207.8,26330.6373089318,"project()"
1208,26330.6373045159,"project()"
1208.2,26330.6373001012,"project()"
1208.4,26330.6372956878,"project()"
1208.6,26330.6372912756,"project()"
1208.8,26330.6372868646,"project()"
1209,26330.6372824548,"project()"
1209.2,26330.6372780463,"project()"
1209.4,26330.637273639,"project()"
1209.6,26330.6372692329,"project()"
1209.8,26330.637264828,"project()"
1210,26330.6372604243,"project()"
1210.2,26330.6372560218,"project()"
1210.4,26330.6372516206,"project()"
1210.6,26330.6372472206,"project()"
1210.8,26330.6372428218,"project()"
1211,26330.6372384242,"project()"
1211.2,26330.6372340278,"project()"
1211.4,26330.6372296326,"project()"
1211.6,26330.6372252387,"project()"
1211.8,26330.6372208459,"project()"
1212,26330.6372164544,"project()"
1212.2,26330.6372120641,"project()"
1212.4,26330.637207675,"project()"
1212.6,26330.6372032871,"project()"
1212.8,26330.6371989005,"project()"
1213,26330.637194515,"project()"
1213.2,26330.6371901308,"project()"
1213.4,26330.6371857477,"project()"
1213.6,26330.6371813659,"project()"
1213.8,26330.6371769853,"project()"
1214,26330.6371726059,"project()"
1214.2,26330.6371682277,"project()"
1214.4,26330.6371638507,"project()"
1214.6,26330.6371594749,"project()"
1214.8,26330.6371551004,"project()"
1215,26330.637150727,"project()"
1215.2,26330.6371463548,"project()"
1215.4,26330.6371419839,"project()"
1215.6,26330.6371376141,"project()"
1215.8,26330.6371332456,"project()"
1216,26330.6371288782,"project()"
1216.2,26330.6371245121,"project()"
1216.4,26330.6371201472,"project()"
1216.6,26330.6371157834,"project()"
1216.8,26330.6371114209,"project()"
1217,26330.6371070596,"project()"
1217.2,26330.6371026995,"project()"
1217.4,26330.6370983405,"project()"
1217.6,26330.6370939828,"project()"
1217.8,26330.6370896263,"project()"
1218,26330.637085271,"project()"
1218.2,26330.6370809169,"project()"
1218.4,26330.637076564,"project()"
1218.6,26330.6370722123,"project()"
1218.8,26330.6370678618,"project()"
1219,26330.6370635125,"project()"
1219.2,26330.6370591644,"project()"
1219.4,26330.6370548175,"project()"
1219.6,26330.6370504718,"project()"
1219.8,26330.6370461273,"project()"
1220,26330.637041784,"project()"
1220.2,26330.6370374419,"project()"
1220.4,26330.637033101,"project()"
1220.6,26330.6370287612,"project()"
1220.8,26330.6370244227,"project()"
1221,26330.6370200854,"project()"
1221.2,26330.6370157492,"project()"
1221.4,26330.6370114143,"project()"
1221.6,26330.6370070805,"project()"
1221.8,26330.637002748,"project()"
1222,26330.6369984166,"project()"
1222.2,26330.6369940864,"project()"
1222.4,26330.6369897574,"project()"
1222.6,26330.6369854296,"project()"
1222.8,26330.636981103,"project()"
1223,26330.6369767776,"project()"
1223.2,26330.6369724534,"project()"
1223.4,26330.6369681304,"project()"
1223.6,26330.6369638086,"project()"
1223.8,26330.6369594879,"project()"
1224,26330.6369551685,"project()"
1224.2,26330.6369508502,"project()"
1224.4,26330.6369465331,"project()"
1224.6,26330.6369422172,"project()"
1224.8,26330.6369379025,"project()"
1225,26330.636933589,"project()"
1225.2,26330.6369292767,"project()"
1225.4,26330.6369249655,"project()"
1225.6,26330.6369206555,"project()"
1225.8,26330.6369163467,"project()"
1226,26330.6369120391,"project()"
1226.2,26330.6369077327,"project()"
1226.4,26330.6369034275,"project()"
1226.6,26330.6368991234,"project()"
1226.8,26330.6368948206,"project()"
1227,26330.6368905189,"project()"
1227.2,26330.6368862184,"project()"
1227.4,26330.6368819191,"project()"
1227.6,26330.6368776209,"project()"
1227.8,26330.636873324,"project()"
1228,26330.6368690282,"project()"
1228.2,26330.6368647336,"project()"
1228.4,26330.6368604402,"project()"
1228.6,26330.636856148,"project()"
1228.8,26330.6368518569,"project()"
1229,26330.636847567,"project()"
1229.2,26330.6368432784,"project()"
1229.4,26330.6368389908,"project()"
1229.6,26330.6368347045,"project()"
1229.8,26330.6368304194,"project()"
1230,26330.6368261354,"project()"
1230.2,26330.6368218526,"project()"
1230.4,26330.636817571,"project()"
1230.6,26330.6368132905,"project()"
1230.8,26330.6368090113,"project()"
1231,26330.6368047332,"project()"
1231.2,26330.6368004562,"project()"
1231.4,26330.6367961805,"project()"
1231.6,26330.6367919059,"project()"
1231.8,26330.6367876325,"project()"
1232,26330.6367833603,"project()"
1232.2,26330.6367790892,"project()"
1232.4,26330.6367748193,"project()"
1232.6,26330.6367705506,"project()"
1232.8,26330.6367662831,"project()"
1233,26330.6367620167,"project()"
1233.2,26330.6367577516,"project()"
1233.4,26330.6367534875,"project()"
1233.6,26330.6367492247,"project()"
1233.8,26330.636744963,"project()"
1234,26330.6367407025,"project()"
1234.2,26330.6367364431,"project()"
1234.4,26330.6367321849,"project()"
1234.6,26330.6367279279,"project()"
1234.8,26330.6367236721,"project()"
1235,26330.6367194174,"project()"
1235.2,26330.6367151639,"project()"
1235.4,26330.6367109115,"project()"
1235.6,26330.6367066603,"project()"
1235.8,26330.6367024103,"project()"
1236,26330.6366981614,"project()"
1236.2,26330.6366939137,"project()"
1236.4,26330.6366896671,"project()"
1236.6,26330.6366854218,"project()"
1236.8,26330.6366811775,"project()"
1237,26330.6366769345,"project()"
1237.2,26330.6366726926,"project()"
1237.4,26330.6366684519,"project()"
1237.6,26330.6366642123,"project()"
1237.8,26330.6366599739,"project()"
1238,26330.6366557366,"project()"
1238.2,26330.6366515006,"project()"
1238.4,26330.6366472657,"project()"
1238.6,26330.6366430319,"project()"
1238.8,26330.6366387993,"project()"
1239,26330.6366345679,"project()"
1239.2,26330.6366303376,"project()"
1239.4,26330.6366261085,"project()"
1239.6,26330.6366218805,"project()"
1239.8,26330.6366176537,"project()"
1240,26330.6366134281,"project()"
1240.2,26330.6366092036,"project()"
1240.4,26330.6366049803,"project()"
1240.6,26330.6366007581,"project()"
1240.8,26330.6365965371,"project()"
1241,26330.6365923172,"project()"
1241.2,26330.6365880985,"project()"
1241.4,26330.6365838809,"project()"
1241.6,26330.6365796645,"project()"
1241.8,26330.6365754492,"project()"
1242,26330.6365712351,"project()"
1242.2,26330.6365670222,"project()"
1242.4,26330.6365628104,"project()"
1242.6,26330.6365585997,"project()"
1242.8,26330.6365543902,"project()"
1243,26330.6365501819,"project()"
1243.2,26330.6365459747,"project()"
1243.4,26330.6365417686,"project()"
1243.6,26330.6365375637,"project()"
1243.8,26330.63653336,"project()"
1244,26330.6365291574,"project()"
1244.2,26330.636524956,"project()"
1244.4,26330.6365207557,"project()"
1244.6,26330.6365165565,"project()"
1244.8,26330.6365123585,"project()"
1245,26330.6365081617,"project()"
1245.2,26330.636503966,"project()"
1245.4,26330.6364997714,"project()"
1245.6,26330.636495578,"project()"
1245.8,26330.6364913857,"project()"
1246,26330.6364871946,"project()"
1246.2,26330.6364830046,"project()"
1246.4,26330.6364788158,"project()"
1246.6,26330.6364746281,"project()"
1246.8,26330.6364704415,"project()"
1247,26330.6364662561,"project()"
1247.2,26330.6364620719,"project()"
1247.4,26330.6364578888,"project()"
1247.6,26330.6364537068,"project()"
1247.8,26330.6364495259,"project()"
1248,26330.6364453462,"project()"
1248.2,26330.6364411677,"project()"
1248.4,26330.6364369903,"project()"
1248.6,26330.636432814,"project()"
1248.8,26330.6364286389,"project()"
1249,26330.6364244649,"project()"
