"t","fish_level","selected","total"
43.6,18,7.93648753236268e-05,0.17129213295737
43.8,18,0.000110786099936934,0.126513339158447
44,18,0.000510856698603007,0.0578648332367739
20.2,20,0.000461967311324143,0.0685659108083244
20.4,20,0.000511489873451792,0.0524251807448623
20.6,20,0.000463462227848034,0.0689137092677676
20.8,20,0.000309217248628701,0.0942389526800394
21,20,0.000375974382676186,0.0885512081642471
21.2,20,0.000451084615539576,0.0829867190390009
21.4,20,0.000442630973490413,0.0737699014579758
21.6,20,0.000582968207518448,0.0564926086793963
21.8,20,0.000539221010524657,0.0563243408696089
22,20,0.000457631963564773,0.0651542702461636
22.2,20,0.000439144113058412,0.0779154343059836
22.4,20,0.000379849409415086,0.0918069088361823
22.6,20,0.000365851086705472,0.0930193426031546
22.8,20,0.00041935006130459,0.082681006899611
23,20,0.000494588735786564,0.0694079437760975
23.2,20,0.000559826448068506,0.0575614954210376
23.4,20,0.000542948458138008,0.0557316486626004
23.6,20,0.000463759701138791,0.0657746240027815
23.8,20,0.000415317874094645,0.0806874790799572
24,20,0.000381386301994291,0.092058539307053
24.2,20,0.000371294019883404,0.0928219041858751
24.4,20,0.000416446054612609,0.0823126227294312
24.6,20,0.000507168670799427,0.0674330444474045
24.8,20,0.000564658527921001,0.0566153374080875
25,20,0.000533597485377699,0.055986623695632
25.2,20,0.000461001882942095,0.0667472312270611
25.4,20,0.000408048706996815,0.0824386321946187
25.6,20,0.000376036761550937,0.0930622957445651
25.8,20,0.000372385474114413,0.0924762134125112
26,20,0.000421873298076378,0.0812021887629458
26.2,20,0.000515953199280408,0.0659245670986175
26.4,20,0.0005684882744204,0.0556452405515049
26.6,20,0.000526442580278146,0.0562784523365762
26.8,20,0.000454227904653241,0.0680586192290642
27,20,0.000402825124252588,0.0840409908193819
27.2,20,0.000371812493353129,0.0939626323744157
27.4,20,0.000372566898968615,0.0921099152516862
27.6,20,0.000428732923694296,0.0798638276453331
27.8,20,0.000525338064064565,0.0644143468318697
28,20,0.000570191679786921,0.0548147253183347
28.2,20,0.000519493370101105,0.0566823020918375
28.4,20,0.000447018601361667,0.0695240819040107
28.6,20,0.000397573400535456,0.0856444158669069
28.8,20,0.000368211651105289,0.0947203291568109
29,20,0.000373334556321808,0.0916104747000411
29.2,20,0.000436363822524426,0.0784160717341689
29.4,20,0.000534870133259784,0.0628950286379747
29.6,20,0.000570440855818428,0.0541059016291646
29.8,20,0.000511997413005411,0.0572434672053251
30,20,0.000439944383211938,0.0711021693062215
30.2,20,0.000392369456305683,0.087234006662847
30.4,20,0.000364961379232843,0.0953440847932647
30.6,20,0.000374890636005256,0.0909520432271398
30.8,20,0.000444853357927386,0.0768729249481448
31,20,0.000544152295590537,0.0613936681105696
31.2,20,0.000569356570588711,0.0535221086253458
31.4,20,0.000503981672849508,0.0579709592168441
31.6,20,0.000433040346167813,0.0727806220629547
31.8,20,0.000387298030167142,0.0887861629832562
32,20,0.000362075793545462,0.0958264456695307
32.2,20,0.00037727802262478,0.090133318723464
32.4,20,0.000454204199496863,0.0752437750105029
32.6,20,0.000552938166481192,0.05992973673394
32.8,20,0.0005669274945308,0.0530750374954931
33,20,0.000495587178979833,0.0588661314454838
33.2,20,0.00042632581058432,0.0745460431558908
33.4,20,0.000382381541889665,0.0902808359512537
33.6,20,0.000359613766581388,0.0961567842567958
33.8,20,0.000380549004781728,0.0891563707838616
34,20,0.000464356724668689,0.0735419145221664
34.2,20,0.000561002956601127,0.0585203877480635
34.4,20,0.000563167788886818,0.0527763299369264
34.6,20,0.000486952524224899,0.0599281080593471
34.8,20,0.000419822998091842,0.0763821527809518
35,20,0.000377634266483505,0.0916991698378155
35.2,20,0.000357635935880037,0.0963257946931607
35.4,20,0.00038475756706988,0.0880248939472155
35.6,20,0.000475216656553449,0.0717827618776856
35.8,20,0.000568124471723197,0.0571824211711293
36,20,0.000558133446505619,0.0526363066133025
36.2,20,0.000478207910457035,0.0611537998716409
36.4,20,0.000413545451699307,0.0782706691018573
36.6,20,0.000373074839788324,0.0930229951652608
36.8,20,0.000356204241837716,0.0963259949155298
37,20,0.000389950941115383,0.0867445849279371
37.2,20,0.000486657378917626,0.0699830654413702
37.4,20,0.000574092606778615,0.0559322610079074
37.6,20,0.000551917899154344,0.0526638421524932
37.8,20,0.000469473328892825,0.0625376536164425
38,20,0.000407496918090864,0.0801918145022172
38.2,20,0.000368727548928215,0.0942350849551743
38.4,20,0.000355382473072812,0.0961517583037325
38.6,20,0.000396166131456887,0.0853232508207973
38.8,20,0.000498518728505108,0.0681605680253876
39,20,0.000578720756101536,0.0547857061739863
39.2,20,0.000544646451578538,0.0528662426900703
39.4,20,0.000460854844282135,0.0640715622470221
39.6,20,0.000401673495787854,0.0821247130157511
39.8,20,0.000364622662967228,0.0953194510267906
40,20,0.000355235619550298,0.095799364134808
40.2,20,0.000403426960283461,0.0837707690868283
40.4,20,0.000510607512414048,0.0663337018710901
40.6,20,0.0005818559435796,0.0537577272823645
40.8,20,0.00053646983904317,0.0532490968269123
41,20,0.000452441344503165,0.0657448640500994
41.2,20,0.000396066349495353,0.0840478077385241
41.4,20,0.000360796614814833,0.0962615798822026
41.6,20,0.000355828927200947,0.0952670454646782
41.8,20,0.000411740703831062,0.082098993977454
42,20,0.000522700338859268,0.0645212680366724
42.2,20,0.000583387168967008,0.0528623039226791
42.4,20,0.000527556788112555,0.053816128050923
42.6,20,0.000444302482614122,0.0675444095465334
42.8,20,0.000390664544259834,0.0859392962037232
43,20,0.000357291883381267,0.0970486115332034
43.2,20,0.00035722685610988,0.0945550184637599
43.4,20,0.000421094359881044,0.0803216208550834
43.6,20,0.000534548911539937,0.0627421184384772
43.8,20,0.000583251370914887,0.0521122908178838
44,20,0.000518086020153931,0.05456905534763
20.2,25,0.000197677717196056,0.061686813191436
20.4,25,0.0002054633156359,0.0484515727148924
20.6,25,0.000174132695532369,0.0659188532459633
20.8,25,0.000125449194510679,0.0813789654414495
21,25,0.000208623749223035,0.0541442252646942
21.2,25,0.000263834873665564,0.0362925727870254
21.4,25,0.000213866403169125,0.0281509409081909
21.6,25,0.000176308730382783,0.0301785329337131
21.8,25,0.000136554768521214,0.0441783289655445
22,25,0.00017494485681745,0.0498498716293073
22.2,25,0.000207157409898496,0.0459620402760218
22.4,25,0.000223239412129041,0.0371251773396623
22.6,25,0.000212729764400277,0.0322522592456113
22.8,25,0.000172013479365689,0.0366098159980792
23,25,0.000173348694090563,0.0426060523155884
23.2,25,0.000185425302774433,0.0458727979390507
23.4,25,0.00020362707234681,0.0430618715184376
23.6,25,0.000215054098485158,0.037842144326471
23.8,25,0.000198779977307286,0.0365583077894905
24,25,0.000186154586567368,0.0387124081821383
24.2,25,0.00018361670456468,0.0422184822261997
24.4,25,0.000191445692539585,0.043500929333241
24.6,25,0.000203136841186944,0.0415000868587149
24.8,25,0.000204512541027855,0.0391151324225398
25,25,0.000197713681630746,0.0384551799767722
25.2,25,0.000190436025633777,0.0398644637536909
25.4,25,0.000189547524872723,0.0416866803660015
25.6,25,0.000194966601240134,0.0420665617320304
25.8,25,0.00020000939149308,0.0409906409889394
26,25,0.000200562148448645,0.0397231794070401
26.2,25,0.000196581978906892,0.0395133912943426
26.4,25,0.000192850753713008,0.0403505917344106
26.6,25,0.000192998801641655,0.0412408940315408
26.8,25,0.00019580933351859,0.0413645899779384
27,25,0.000198433448854251,0.0407329711989395
27.2,25,0.00019835382136927,0.0401001462120684
27.4,25,0.000196103978208807,0.040061976434224
27.6,25,0.000194367055384871,0.0405280868772454
27.8,25,0.000194559206089956,0.0409776323423973
28,25,0.000196168700212929,0.0409866282944708
28.2,25,0.000197434408760949,0.0406326395621631
28.4,25,0.000197204088797506,0.0403225846857468
28.6,25,0.000196012123650317,0.0403344826157922
28.8,25,0.000195152561375976,0.040597041404941
29,25,0.000195370790495264,0.0408157494192106
29.2,25,0.000196251831302081,0.0407938314744651
29.4,25,0.000196842640912795,0.0405994033994086
29.6,25,0.000196651154840183,0.0404478354507236
29.8,25,0.000196001668235438,0.04047321610334
30,25,0.0001955991503862,0.0406171015721063
30.2,25,0.000195770223327136,0.0407219925009171
30.4,25,0.000196240974463173,0.0406973544130942
30.6,25,0.000196517450677598,0.0405911800821293
30.8,25,0.000196374709957077,0.0405191631073102
31,25,0.000196029226136244,0.0405419418282315
31.2,25,0.000195845353476338,0.0406197459229441
31.4,25,0.000195962038025691,0.0406692010764796
31.6,25,0.000196212893092788,0.0406493490831857
31.8,25,0.000196336722502822,0.040592346098678
32,25,0.000196241959847445,0.040558831944672
32.2,25,0.000196060268422494,0.0405755776177714
32.4,25,0.000195978579887287,0.0406171801450705
32.6,25,0.000196054027926757,0.0406398336167094
32.8,25,0.00019618536130377,0.0406260071685889
33,25,0.000196238826763869,0.0405957524026197
33.2,25,0.000196179449943215,0.040580599785662
33.4,25,0.00019608474543294,0.0405918077686548
33.6,25,0.000196050410516024,0.0406137513594928
33.8,25,0.000196096756844437,0.0406238003810861
34,25,0.000196164734722986,0.040614852450164
34.2,25,0.000196186520616255,0.0405989819079856
34.4,25,0.000196150622932,0.0405924040610365
34.6,25,0.000196101930991868,0.0405994678268043
34.8,25,0.000196088530265869,0.0406109083258632
35,25,0.000196116089766291,0.0406151612017007
35.2,25,0.000196150860715146,0.0406096386874763
35.4,25,0.000196158865869647,0.0406014159696602
35.6,25,0.000196137812053797,0.0405987186560723
35.8,25,0.000196113073367241,0.0406029982710458
36,25,0.000196108533443098,0.040608891069101
36.2,25,0.000196124517057827,0.0406105641819216
36.4,25,0.000196142065059622,0.0406072712098017
36.6,25,0.000196144440416857,0.0406030619376905
36.8,25,0.000196132366453063,0.0406020567928455
37,25,0.000196119962057775,0.0406045741330599
37.2,25,0.000196118909831211,0.0406075715080891
37.4,25,0.000196127986086094,0.0406081484909279
37.6,25,0.000196136722949543,0.0406062352053492
37.8,25,0.00019613700358226,0.0406041078427925
38,25,0.000196130208632223,0.0406038004465016
38.2,25,0.000196124078787081,0.0406052469792398
38.4,25,0.000196124225132358,0.0406067517511502
38.6,25,0.000196129290294506,0.0406068941186127
38.8,25,0.000196133574482991,0.0406058056302983
39,25,0.000196133216915736,0.0406047450772827
39.2,25,0.000196129455071568,0.0406047002733394
39.4,25,0.000196126474116524,0.0406055156894616
39.6,25,0.000196126913996197,0.040606260401597
39.8,25,0.000196129697617309,0.0406062506876708
40,25,0.000196131762314783,0.0406056423348031
40.2,25,0.000196131314168317,0.0406051214975586
40.4,25,0.000196129261443801,0.0406051589520974
40.6,25,0.000196127838665122,0.0406056110689405
40.8,25,0.000196128255841287,0.0406059737950333
41,25,0.000196129764501284,0.040605924798475
41.2,25,0.000196130739519253,0.0406055900188518
41.4,25,0.000196130371474323,0.0406053385639276
41.6,25,0.000196129266200132,0.040605389732755
41.8,25,0.000196128602203199,0.0406056367625245
42,25,0.000196128915539768,0.0406058102161206
42.2,25,0.000196129722732824,0.0406057619497025
42.4,25,0.000196130171784063,0.0406055802775794
42.6,25,0.000196129911762814,0.0406054612846041
42.8,25,0.000196129324063693,0.0406055042267322
43,25,0.000196129022811247,0.0406056374009956
43.2,25,0.000196129234448403,0.040605718538487
43.4,25,0.000196129661043193,0.040605681767161
43.6,25,0.000196129861272618,0.0406055844509117
43.8,25,0.000196129691623318,0.0406055295036926
44,25,0.000196129382898079,0.0406055601485325
