"fish_level","mean_total","min_total","mean_selected","mean_juvenile","mean_yield","rel_amplitude","knife_edge_size"
1,0.642797852982461,0.607807751974753,0.0103461952450831,0.632451657737377,0.0209814799789825,0.102465315939529,3
2,0.667610729649985,0.630009490213235,0.00852652869948435,0.659084200950501,0.0363305945417263,0.108503379321791,3
3,0.690490194543629,0.647025305605277,0.00710967740075335,0.683380517142875,0.0480455203006434,0.115542795877348,3
5,0.713497642352247,0.662228033061393,0.00502331928334301,0.708474323068904,0.0641365522132163,0.129213124619506,3
9,0.679023389446601,0.628098636304115,0.00253013262384836,0.676493256822753,0.07834497898162,0.129730570386589,3
20,0.476768513341789,0.42864466573204,0.000345508172596257,0.476423005169193,0.0747044985186451,0.138801531989461,3
50,0.29904026880989,0.102222244034448,4.30052638937284e-06,0.299035968283501,0.0821371345449254,1.1827958988802,3
100,0.285161664318816,0.0223786299567699,4.96072492346597e-08,0.285161614711567,0.100724257962759,1.78408958290666,3
1,0.659179477773968,0.61948968717136,0.0107649576337226,0.648414520140245,0.0165455563911857,0.115650401879076,5
2,0.685501941189094,0.640200781048847,0.00917462171153518,0.676327319477559,0.0294962843649006,0.12310251785732,5
3,0.705838208255246,0.65763439157512,0.00789342293268232,0.697944785322564,0.0398470761202649,0.126314275755145,5
5,0.722320407961658,0.670594731551042,0.00595069676305647,0.716369711198601,0.0549961948021913,0.128826755720012,5
9,0.699754652137382,0.647182957423796,0.00352790934496325,0.696226742792419,0.0714978301843274,0.134743764609837,5
20,0.570962389660789,0.542008908052817,0.000969548595594236,0.569992841065194,0.079905702651128,0.0759444880397385,5
50,0.368556554760033,0.254153192623564,5.9683755865142e-05,0.368496871004168,0.0715443232485127,0.521400923867385,5
100,0.322989043351912,0.177286611154452,3.27197194356482e-06,0.322985771379968,0.0697853144063834,0.799934416448485,5
1,0.662404935096122,0.621225249980994,0.0110902461592385,0.651314688936883,0.0140835274440313,0.118068416950592,7
2,0.688945590265001,0.641902506348868,0.00970837470187756,0.679237215563123,0.0253644168617701,0.128168774876647,7
3,0.708605664892504,0.659538849882582,0.00856991269983984,0.700035752192665,0.0345523600392341,0.127831832657478,7
5,0.726375029881609,0.673668786724996,0.00680119553934546,0.719573834342264,0.0483904732939324,0.130567825897369,7
9,0.715359964945358,0.66432483440011,0.00450566664214761,0.710854298303211,0.0647771640482696,0.128841146777982,7
20,0.63059704178662,0.588385834976047,0.00178512966886879,0.628811912117751,0.0787602580637302,0.112797897613603,7
50,0.46931229145898,0.420419023758548,0.000301724794198041,0.469010566664782,0.0772875046657261,0.145234307994498,7
100,0.384368025936018,0.283420817003882,4.71404987386337e-05,0.384320885437279,0.0731767636504537,0.438860254626232,7
1,0.662308991008223,0.620733140209293,0.0114854216616094,0.650823569346613,0.0114854216616094,0.119187129414587,10
2,0.687906481009531,0.6408026133274,0.0103960101781381,0.677510470831392,0.0207920203562762,0.128175615951381,10
3,0.707434388466554,0.657747145792687,0.00948316031425604,0.697951228152298,0.0284494809427681,0.130622197043368,10
5,0.728114298705493,0.675985571649822,0.00803799806605492,0.720076300639438,0.0401899903302746,0.132101729355747,10
9,0.73238160124826,0.680938152757531,0.00609557261927461,0.726286028628986,0.0548601535734715,0.126819798660604,10
20,0.693738601776955,0.646182390608107,0.00355001074204835,0.690188591034907,0.071000214840967,0.123554864611126,10
50,0.622159594339176,0.584223092850059,0.00158070509788235,0.620578889241294,0.0790352548941173,0.101993530201829,10
100,0.573944422284365,0.548477867802867,0.000800739878390507,0.573143682405974,0.0800739878390507,0.0661416503977294,10
1,0.653210744810877,0.612796150614076,0.0123487015839694,0.640862043226908,0.00535105476253718,0.119602486310155,15
2,0.672137608969108,0.627734770000185,0.0119684030828566,0.660169205886252,0.00965300814618699,0.124251836476489,15
3,0.687255275421396,0.639679872312827,0.0116517655685667,0.675603509852829,0.0131693035074297,0.128330476895656,15
5,0.709622276064938,0.657837457879558,0.0111558541199187,0.698466421945019,0.0185324537299407,0.136060904074866,15
9,0.734327159421677,0.681341854833755,0.0105029475872989,0.723824211834379,0.0252988734777537,0.132011571998458,15
20,0.75369548441684,0.702758960675199,0.00966344869640444,0.744032035720435,0.033439916460856,0.120424562762987,15
50,0.759611157822471,0.710197913906488,0.00900212598478221,0.750609031837689,0.0393650919983682,0.117403746129508,15
100,0.760005309306921,0.711152037983311,0.0087228166581192,0.751282492648802,0.0417361111081944,0.115356951556076,15
1,0.639487713763403,0.601474945404483,0.0127037213467027,0.626783992416701,0.00170337557655078,0.116199749374894,20
2,0.647600366194027,0.607610488286917,0.0126143553220571,0.63498601087197,0.00307213729425757,0.120189008647561,20
3,0.654329391729148,0.612660804212425,0.0125405190908813,0.641788872638266,0.00419105084639546,0.123118478520787,20
5,0.66474158143401,0.62042308033608,0.012425998116572,0.652315583317438,0.00590040652730391,0.127293299912133,20
9,0.678124240672116,0.630350242657044,0.0122770886486981,0.665847152023418,0.00806452403653852,0.132767494479997,20
20,0.694665247287778,0.642615294225372,0.0120887238873158,0.682576523400462,0.0106826963053788,0.141236991099149,20
50,0.70697509901299,0.651879050265885,0.0119425527766498,0.69503254623634,0.012604133438285,0.147435926706564,20
100,0.711883759691719,0.655678759466419,0.0118811712330421,0.700002588458676,0.0133790162296822,0.14924014612773,20
