"D","alpha","beta","gamma","beta_gamma","B","Cc","disc","sum_positive","disc_nonneg","hopf_possible"
0.135031403786987,0.225052339644979,0.6,0.0450104679289958,0.0270062807573975,-0.00336400593511595,0.00437603520208427,-0.0174928242724056,TRUE,FALSE,FALSE
0.141417017028902,0.235695028381504,0.6,0.0471390056763008,0.0282834034057805,-0.00101466040780295,0.00479970544928469,-0.0191977922613956,TRUE,FALSE,FALSE
0.148104604888068,0.246841008146779,0.6,0.0493682016293559,0.0296209209776135,0.00168864134769135,0.00526439375737215,-0.0210547235198875,FALSE,FALSE,FALSE
0.155108447695284,0.25851407949214,0.6,0.051702815898428,0.0310216895390568,0.00478615021755495,0.00577407133114577,-0.0230733780906781,FALSE,FALSE,FALSE
0.162443501095887,0.270739168493145,0.6,0.0541478336986289,0.0324887002191774,0.00832229691800464,0.00633309385158945,-0.0252631147803664,FALSE,FALSE,FALSE
0.170125427985259,0.283542379975432,0.6,0.0567084759950863,0.0340250855970518,0.0123461100480284,0.00694623869932021,-0.0276325283639628,FALSE,FALSE,FALSE
0.178170631954573,0.296951053257622,0.6,0.0593902106515244,0.0356341263909146,0.0169116752489818,0.00761874578186208,-0.0301889783677213,FALSE,FALSE,FALSE
0.186596292318175,0.310993820530291,0.6,0.0621987641060583,0.037319258463635,0.0220786394807571,0.00835636231365354,-0.0329379829332929,FALSE,FALSE,FALSE
0.195420400797405,0.325700667995676,0.6,0.0651401335991352,0.0390840801594811,0.0279127648138673,0.00916539193147646,-0.0358824452863516,FALSE,FALSE,FALSE
0.204661799939199,0.341102999898665,0.6,0.0682205999797331,0.0409323599878398,0.0344865365641891,0.0100527485650447,-0.0390216730559855,FALSE,FALSE,FALSE
0.214340223351486,0.35723370558581,0.6,0.0714467411171619,0.0428680446702972,0.0418798310659746,0.0110260155231276,-0.0423501418423957,FALSE,FALSE,FALSE
0.224476337841322,0.374127229735537,0.6,0.0748254459471075,0.0448952675682645,0.0501806488930586,0.0120935103001564,-0.045855943677297,FALSE,FALSE,FALSE
0.235091787545729,0.391819645909548,0.6,0.0783639291819097,0.0470183575091458,0.0594859199023922,0.0132643556571471,-0.0495188479619545,FALSE,FALSE,FALSE
0.246209240149463,0.410348733582438,0.6,0.0820697467164876,0.0492418480298926,0.0699023870929256,0.0145485575843942,-0.0533078866162876,FALSE,FALSE,FALSE
0.257852435288428,0.429754058814046,0.6,0.0859508117628092,0.0515704870576855,0.0815475769517755,0.0159570908122015,-0.0571783559421001,FALSE,FALSE,FALSE
0.270046235242068,0.450077058736781,0.6,0.0900154117473562,0.0540092470484137,0.0945508647043242,0.0175019926004195,-0.0610681043853426,FALSE,FALSE,FALSE
0.282816678023003,0.471361130038339,0.6,0.0942722260076678,0.0565633356046007,0.109054643701819,0.0191964656083121,-0.0648929471203179,FALSE,FALSE,FALSE
0.296191032977256,0.493651721628759,0.6,0.0987303443257519,0.0592382065954511,0.125215609076136,0.0210549907238721,-0.0685410141391807,FALSE,FALSE,FALSE
0.31019785901381,0.516996431689683,0.6,0.103399286337937,0.062039571802762,0.143206166774341,0.0230934508168203,-0.071865797065081,FALSE,FALSE,FALSE
0.324867065587838,0.541445109313063,0.6,0.108289021862613,0.0649734131175676,0.1632159801639,0.0253292664728766,-0.0746776097106439,FALSE,FALSE,FALSE
0.340229976567807,0.567049960946345,0.6,0.113409992189269,0.0680459953135614,0.185453667582128,0.0277815448692793,-0.0767331166574546,FALSE,FALSE,FALSE
0.356319397122859,0.593865661871431,0.6,0.118773132374286,0.0712638794245718,0.21014866550085,0.0304712430638394,-0.0777225106435696,FALSE,FALSE,FALSE
0.373169683773276,0.62194947295546,0.6,0.124389894591092,0.0746339367546552,0.237553273400264,0.0334213470929872,-0.0772538306687684,FALSE,FALSE,FALSE
0.390816817753627,0.651361362922711,0.6,0.130272272584542,0.0781633635507253,0.267944898007081,0.0366570684093772,-0.0748338052694835,FALSE,FALSE,FALSE
0.409298481845244,0.682164136408741,0.6,0.136432827281748,0.0818596963690489,0.301628516264185,0.0402060593377973,-0.0698444755274551,FALSE,FALSE,FALSE
0.428654140842093,0.714423568070155,0.6,0.142884713614031,0.0857308281684186,0.338939378277254,0.0440986493906574,-0.0615146954156585,FALSE,FALSE,FALSE
0.448925125821861,0.748208543036435,0.6,0.149641708607287,0.0897850251643722,0.38024597354396,0.0483681044626017,-0.0488854174540128,FALSE,FALSE,FALSE
0.470154722402214,0.78359120400369,0.6,0.156718240800738,0.0940309444804428,0.425953286031067,0.0530509111193047,-0.030767442596555,FALSE,FALSE,FALSE
0.492388263170674,0.820647105284457,0.6,0.164129421056891,0.0984776526341348,0.476506366143489,0.058187088409976,-0.00569003666463094,FALSE,FALSE,FALSE
0.515673224485497,0.859455374142495,0.6,0.171891074828499,0.103134644897099,0.532394250348218,0.0638205298683048,0.0281615183306216,FALSE,TRUE,FALSE
0.540059327854237,0.900098879757062,0.6,0.180019775951412,0.108011865570847,0.594154262198223,0.0699993786245689,0.0730217727900394,FALSE,TRUE,FALSE
0.565598646106501,0.942664410177502,0.6,0.1885328820355,0.1131197292213,0.662376731772697,0.0767764388346017,0.131637179455473,FALSE,TRUE,FALSE
0.59234571458758,0.987242857645967,0.6,0.197448571529193,0.118469142917516,0.737710174137943,0.0842096269416651,0.207377793259975,FALSE,TRUE,FALSE
0.620357647610428,1.03392941268405,0.6,0.206785882536809,0.124071529522086,0.820866971369006,0.0923624666276985,0.30437271817373,FALSE,TRUE,FALSE
0.649694260414613,1.08282376735769,0.6,0.216564753471538,0.129938852082923,0.912629606988853,0.101304631683766,0.427674272817564,FALSE,TRUE,FALSE
0.68041819689271,1.13403032815452,0.6,0.226806065630903,0.136083639378542,1.01385750641716,0.111112541439054,0.583456877562198,FALSE,TRUE,FALSE
0.712595063356842,1.18765843892807,0.6,0.237531687785614,0.142519012671368,1.12549454221432,0.12187001383693,0.779257909206507,FALSE,TRUE,FALSE
0.746293568631014,1.24382261438502,0.6,0.248764522877005,0.149258713726203,1.24857726860319,0.133668981739203,1.02426926871578,FALSE,TRUE,FALSE
0.78158567076841,1.30264278461402,0.6,0.260528556922803,0.156317134153682,1.38424395599959,0.146610278580121,1.32969021540092,FALSE,TRUE,FALSE
0.818546730706903,1.36424455117817,0.6,0.272848910235634,0.163709346141381,1.53374450313657,0.16080450008423,1.70915420056472,FALSE,TRUE,FALSE
0.857255673190933,1.42875945531822,0.6,0.285751891063644,0.171451134638187,1.69845131188485,0.176372949412329,2.17924506119404,FALSE,TRUE,FALSE
0.897795155303333,1.49632525883889,0.6,0.299265051767778,0.179559031060667,1.87987121811793,0.193448673812673,2.76012110145752,FALSE,TRUE,FALSE
0.940251742967013,1.56708623827836,0.6,0.313417247655671,0.188050348593403,2.0796585810146,0.212177601636602,3.47626940704126,FALSE,TRUE,FALSE
0.984716095793378,1.64119349298896,0.6,0.328238698597793,0.196943219158676,2.29962964311196,0.232719789435493,4.35741733773729,FALSE,TRUE,FALSE
1.03128316067218,1.71880526778697,0.6,0.343761053557395,0.206256632134437,2.54177828430338,0.255250789796643,5.43963368736966,FALSE,TRUE,FALSE
1.08005237451625,1.80008729086042,0.6,0.360017458172085,0.216010474903251,2.80829330491071,0.279963151607567,6.76665867997607,FALSE,TRUE,FALSE
1.13112787659392,1.88521312765654,0.6,0.377042625531308,0.226225575318785,3.10157738605098,0.30706806556989,8.39151001938326,FALSE,TRUE,FALSE
1.18461873090268,1.97436455150447,0.6,0.394872910300895,0.236923746180537,3.42426788987639,0.336797169025317,10.3784219055372,FALSE,TRUE,FALSE
1.24063915905883,2.06773193176472,0.6,0.413546386352944,0.248127831811767,3.77925967801594,0.36940452551765,12.8051856118065,FALSE,TRUE,FALSE
1.29930878420042,2.16551464033403,0.6,0.433102928066805,0.259861756840083,4.16973014382084,0.405168796008087,15.7659742882558,FALSE,TRUE,FALSE
1.36075288642433,2.26792147737389,0.6,0.453584295474778,0.272150577284867,4.59916667296404,0.444395620298918,19.3747516045074,FALSE,TRUE,FALSE
1.425102670303,2.37517111717166,0.6,0.475034223434333,0.2850205340606,5.07139676772529,0.487420229017136,23.769384259626,FALSE,TRUE,FALSE
1.49249554505183,2.48749257508638,0.6,0.497498515017277,0.298499109010366,5.59062109308916,0.534610308479894,29.1166029725738,FALSE,TRUE,FALSE
1.56307541794582,2.60512569657636,0.6,0.521025139315273,0.312615083589164,6.16144972778416,0.586369142924759,35.6179861763124,FALSE,TRUE,FALSE
1.6369930016117,2.72832166935284,0.6,0.545664333870568,0.327398600322341,6.78894193081558,0.643139060958166,43.5171762961532,FALSE,TRUE,FALSE
1.71440613585197,2.85734355975329,0.6,0.571468711950658,0.342881227170394,7.4786497641228,0.705405215675254,53.108581431713,FALSE,TRUE,FALSE
1.79548012468783,2.99246687447972,0.6,0.598493374895944,0.359096024937566,8.23666594498328,0.773699730755767,64.7478669662243,FALSE,TRUE,FALSE
1.88038808934092,3.13398014890153,0.6,0.626796029780306,0.376077617868183,9.06967633797247,0.848606247968444,78.864603883704,FALSE,TRUE,FALSE
1.96931133790743,3.28218556317904,0.6,0.656437112635809,0.393862267581485,9.98501753597796,0.930764914946576,95.977515534001,FALSE,TRUE,FALSE
2.06243975251409,3.43739958752349,0.6,0.687479917504698,0.412487950502819,10.990740023301,1.02087785586009,116.71285483635,FALSE,TRUE,FALSE
2.15997219478272,3.5999536579712,0.6,0.71999073159424,0.431994438956544,12.0956774616271,1.11971517173628,141.82655256877,FALSE,TRUE,FALSE
2.26211693046903,3.77019488411504,0.6,0.754038976823009,0.452423386093805,13.3095226920196,1.22812152170751,172.230908202555,FALSE,TRUE,FALSE
2.36909207418264,3.94848679030439,0.6,0.789697358060878,0.473818414836527,14.6429111035352,1.3470233414292,209.026752220319,FALSE,TRUE,FALSE
2.48112605513777,4.13521009189628,0.6,0.827042018379256,0.496225211027554,16.1075120820657,1.47743676035604,253.54219843247,FALSE,TRUE,FALSE
2.59845810492925,4.33076350821542,0.6,0.866152701643083,0.51969162098585,17.7161293221186,1.6204762855374,307.379333015881,FALSE,TRUE,FALSE
2.72133876837531,4.53556461395885,0.6,0.90711292279177,0.544267753675062,19.4828108600456,1.77736432614299,372.470461703739,FALSE,TRUE,FALSE
2.85003043851811,4.75005073086351,0.6,0.950010146172703,0.570006087703622,21.4229697703698,1.94944164011513,451.145867221716,FALSE,TRUE,FALSE
2.98480791692433,4.97467986154055,0.6,0.99493597230811,0.596961583384866,23.5535165580474,2.1381787922242,546.215427081315,FALSE,TRUE,FALSE
3.12595900048228,5.20993166747047,0.6,1.04198633349409,0.625191800096456,25.8930043795187,2.34518872144708,661.066920911985,FALSE,TRUE,FALSE
3.27378509594858,5.45630849324763,0.6,1.09126169864953,0.654757019189716,28.4617883351068,2.57224052506921,799.784433132145,FALSE,TRUE,FALSE
3.42860186355659,5.71433643926098,0.6,1.1428672878522,0.685720372711318,31.2822001956433,2.82127457730809,967.290950771071,FALSE,TRUE,FALSE
3.59073989106106,5.98456648510176,0.6,1.19691329702035,0.718147978212211,34.3787400581788,3.09441911166172,1169.52009154118,FALSE,TRUE,FALSE
3.76054539965818,6.26757566609696,0.6,1.25351513321939,0.752109079931635,37.7782865703875,3.39400840869366,1413.62290255954,FALSE,TRUE,FALSE
3.93838098328849,6.56396830548081,0.6,1.31279366109616,0.787676196657698,41.5103275220413,3.72260274468682,1708.21688000839,FALSE,TRUE,FALSE
4.12462638290136,6.87437730483559,0.6,1.37487546096712,0.824925276580271,45.6072127760781,4.08301027164622,2063.68581611588,FALSE,TRUE,FALSE
4.31967929733417,7.19946549555695,0.6,1.43989309911139,0.863935859466835,50.1044317027815,4.47831101563619,2492.54083219615,FALSE,TRUE,FALSE
4.52395623253806,7.53992705423009,0.6,1.50798541084602,0.904791246507611,55.0409174900957,4.91188319854078,3009.85506535736,FALSE,TRUE,FALSE
4.73789339096315,7.89648898493858,0.6,1.57929779698772,0.94757867819263,60.4593809328711,5.38743210819175,3633.78701435325,FALSE,TRUE,FALSE
4.9619476030029,8.26991267167151,0.6,1.6539825343343,0.992389520600581,66.4066765558718,5.90902176358711,4386.21060414183,FALSE,TRUE,FALSE
5.1965973024862,8.66099550414367,0.6,1.73219910082873,1.03931946049724,72.9342042018024,6.48110964580965,5293.47370396698,FALSE,TRUE,FALSE
5.44234354830027,9.07057258050044,0.6,1.81411451610009,1.08846870966005,80.0983495188064,7.10858479145413,6387.31125647105,FALSE,TRUE,FALSE
5.69971109432608,9.49951849054347,0.6,1.89990369810869,1.13994221886522,87.9609671144468,7.79680957410811,7705.94449741236,FALSE,TRUE,FALSE
5.96924950997074,9.94874918328457,0.6,1.98974983665691,1.19384990199415,96.5899105079171,8.55166553094863,9295.40414980365,FALSE,TRUE,FALSE
6.25153435368972,10.4192239228162,0.6,2.08384478456324,1.25030687073794,106.059613412309,9.37960362608705,11211.1231826642,FALSE,TRUE,FALSE
6.54716840200475,10.9119473366746,0.6,2.18238946733492,1.30943368040095,116.451727317557,10.2876993802103,13519.8539977219,FALSE,TRUE,FALSE
6.85678293664174,11.4279715610696,0.6,2.28559431221391,1.37135658732835,127.855820825958,11.2837133376531,16301.9760657289,FALSE,TRUE,FALSE
7.18103909253736,11.9683984875623,0.6,2.39367969751245,1.43620781850747,140.370146720068,12.3761573876519,19654.2734606627,FALSE,TRUE,FALSE
7.52062926959241,12.5343821159873,0.6,2.50687642319747,1.50412585391848,154.102483321746,13.574367506556,23693.2778959029,FALSE,TRUE,FALSE
7.87627861118706,13.1271310186451,0.6,2.62542620372902,1.57525572223741,169.1710573362,14.8885835426503,28559.2923060771,FALSE,TRUE,FALSE
8.24874655261459,13.7479109210243,0.6,2.74958218420487,1.64974931052292,185.705556071374,16.3300367254251,34421.2334088765,FALSE,TRUE,FALSE
8.63882844274045,14.3980474045674,0.6,2.87960948091348,1.72776568854809,203.848237687074,17.9110456471443,41482.4598255374,FALSE,TRUE,FALSE
9.04735724234931,15.0789287372488,0.6,3.01578574744977,1.80947144846986,223.755148966089,19.6451215369657,49987.786202689,FALSE,TRUE,FALSE
9.47520530280654,15.7920088380109,0.6,3.15840176760218,1.89504106056131,245.597461018692,21.54708372728,60231.9245239187,FALSE,TRUE,FALSE
9.92328622883256,16.5388103813876,0.6,3.30776207627752,1.98465724576651,269.562934339961,23.6331862990411,72569.642824774,FALSE,TRUE,FALSE
10.3925568293671,17.3209280489452,0.6,3.46418560978905,2.07851136587343,295.857525744991,25.9212569883901,87427.9905119945,FALSE,TRUE,FALSE
10.8840191606901,18.1400319344834,0.6,3.62800638689669,2.17680383213801,324.707150919803,28.4308495416644,105321.010460289,FALSE,TRUE,FALSE
11.3987226661605,18.9978711102676,0.6,3.79957422205351,2.27974453323211,356.359617655874,31.1834108208101,126867.443452558,FALSE,TRUE,FALSE
11.9377664171444,19.8962773619073,0.6,3.97925547238146,2.38755328342887,391.086746295086,34.202464087272,152812.033271328,FALSE,TRUE,FALSE
12.5023014599146,20.8371690998576,0.6,4.16743381997152,2.50046029198291,429.186695512095,37.5138100306997,184051.164364469,FALSE,TRUE,FALSE
13.0935332735361,21.8225554558935,0.6,4.3645110911787,2.61870665470722,470.986513316133,41.1457472604473,221663.712736646,FALSE,TRUE,FALSE
13.712724343984,22.8545405733067,0.6,4.57090811466134,2.7425448687968,516.844935079328,45.129314144182,266948.169660578,FALSE,TRUE,FALSE
14.3611968599908,23.9353280999847,0.6,4.78706561999693,2.87223937199816,567.155452509919,49.4985540603383,321467.31309549,FALSE,TRUE,FALSE
15.0403355363803,25.0672258939671,0.6,5.01344517879342,3.00806710727605,622.349679804622,54.2908063312566,387101.96072759,FALSE,TRUE,FALSE
15.7515905709162,26.2526509515271,0.6,5.25053019030541,3.15031811418325,682.901045754349,59.5470253233066,466115.65019109,FALSE,TRUE,FALSE
16.4964807409802,27.4941345683003,0.6,5.49882691366007,3.29929614819604,749.328843363416,65.3121304410074,561232.46697459,FALSE,TRUE,FALSE
17.2765966466904,28.794327744484,0.6,5.75886554889679,3.45531932933808,822.202671598083,71.635390006184,675730.691623,FALSE,TRUE,FALSE
18.0936041073872,30.1560068456453,0.6,6.03120136912905,3.61872082147743,902.147307231649,78.5708423027658,813555.480576105,FALSE,TRUE,FALSE
18.9492477187382,31.5820795312304,0.6,6.31641590624607,3.78984954374764,989.848048429465,86.1777573854654,979454.447950078,FALSE,TRUE,FALSE
19.8453545780581,33.0755909634301,0.6,6.61511819268602,3.96907091561161,1086.05657574891,94.5211435989239,1179140.80115306,FALSE,TRUE,FALSE
20.7838381857976,34.6397303096626,0.6,6.92794606193253,4.15676763715951,1191.59738065184,103.67230313602,1419489.62836378,FALSE,TRUE,FALSE
21.7667025315346,36.2778375525577,0.6,7.25556751051154,4.35334050630692,1307.37481647715,113.709441383116,1708774.07299313,FALSE,TRUE,FALSE
22.7960463731898,37.993410621983,0.6,7.5986821243966,4.55920927463796,1434.38083214133,124.718335259669,2056949.49827343,FALSE,TRUE,FALSE
23.8740677186065,39.7901128643441,0.6,7.95802257286883,4.7748135437213,1573.7034546698,136.793066263826,2475995.39097462,FALSE,TRUE,FALSE
25.0030685190633,41.6717808651055,0.6,8.33435617302109,5.00061370381265,1726.53609306174,150.036824488553,2980326.73334696,FALSE,TRUE,FALSE
26.1854595847423,43.6424326412372,0.6,8.72848652824745,5.23709191694847,1894.18774301103,164.562790479402,3587288.95461131,FALSE,TRUE,FALSE
27.4237657326495,45.7062762210825,0.6,9.14125524421651,5.48475314652991,2078.09417970484,180.495102470218,4317753.43931323,FALSE,TRUE,FALSE
28.7206311779783,47.8677186299638,0.6,9.57354372599276,5.74412623559566,2279.83023436619,197.96991726275,5196834.01786116,FALSE,TRUE,FALSE
30.078825180431,50.1313753007184,0.6,10.0262750601437,6.0157650360862,2501.1232594693,217.136573816383,6254749.01276309,FALSE,TRUE,FALSE
31.5012479575533,52.5020799292555,0.6,10.5004159858511,6.30024959151066,2743.86789771491,238.158869491981,7527858.40463246,FALSE,TRUE,FALSE
32.9909368777094,54.9848947961824,0.6,10.9969789592365,6.59818737554188,3010.14228099616,261.216459856562,9059911.68600133,FALSE,TRUE,FALSE
34.5510729459222,57.5851215765371,0.6,11.5170243153074,6.91021458918445,3302.22579780619,286.506394011465,10903549.1941207,FALSE,TRUE,FALSE
36.1849875964275,60.3083126607125,0.6,12.0616625321425,7.2369975192855,3622.61858094368,314.244798564867,13122108.4038042,FALSE,TRUE,FALSE
37.8961698064472,63.1602830107453,0.6,12.6320566021491,7.57923396128944,3974.06288207487,344.668724639779,15791797.1157867,FALSE,TRUE,FALSE
39.6882735463716,66.147122577286,0.6,13.2294245154572,7.93765470927432,4359.56651583596,378.038173701989,19004308.0533033,FALSE,TRUE,FALSE
41.5651255822599,69.2752093037665,0.6,13.8550418607533,8.31302511645199,4782.42857384776,414.638319520569,22869964.5106774,FALSE,TRUE,FALSE
43.530733647319,72.5512227455316,0.6,14.5102445491063,8.70614672946379,5246.26762841281,454.781945249718,27521504.9011512,FALSE,TRUE,FALSE
45.5892949998106,75.9821583330177,0.6,15.1964316666035,9.11785899996213,5755.05266694385,498.812116459142,33118635.9508317,FALSE,TRUE,FALSE
47.7452053856613,79.5753423094356,0.6,15.9150684618871,9.54904107713227,6313.13702150958,547.105112956556,39853510.6319031,FALSE,TRUE,FALSE
50.0030684249109,83.3384473748516,0.6,16.6676894749703,10.0006136849822,6925.29558348094,600.073644457518,47957318.6240028,FALSE,TRUE,FALSE
52.3677054420466,87.2795090700776,0.6,17.4559018140155,10.4735410884093,7596.76562133694,658.170377583589,57708215.2240165,FALSE,TRUE,FALSE
54.8441657612102,91.4069429353503,0.6,18.2813885870701,10.968833152242,8333.2915504819,721.891804330343,69440860.4981157,FALSE,TRUE,FALSE
57.4377374882659,95.7295624804431,0.6,19.1459124960886,11.4875474976532,9141.17403770176,791.782485065026,83557895.6576124,FALSE,TRUE,FALSE
60.1539588027484,100.256598004581,0.6,20.0513196009161,12.0307917605497,10027.323859931,868.439702314261,100543750.033132,FALSE,TRUE,FALSE
62.9986297838069,104.997716306345,0.6,20.999543261269,12.5997259567614,10999.3209776342,952.51856511292,120981251.894762,FALSE,TRUE,FALSE
65.9778247953954,109.963041325659,0.6,21.9926082651318,13.1955649590791,12065.4793276704,1044.73760753566,145571612.456013,FALSE,TRUE,FALSE
69.0979054571564,115.163175761927,0.6,23.0326351523855,13.8195810914313,13234.9178893897,1145.88492925587,175158467.999171,FALSE,TRUE,FALSE
72.3655342286966,120.609223714494,0.6,24.1218447428989,14.4731068457393,14517.6386313215,1256.82493060912,210756804.129915,FALSE,TRUE,FALSE
75.7876886362594,126.312814393766,0.6,25.2625628787531,15.1575377272519,15924.6120046194,1378.50569971838,253587753.474869,FALSE,TRUE,FALSE
79.3716761721755,132.286126953626,0.6,26.4572253907252,15.8743352344351,17467.8707139219,1511.96711481137,305120459.409833,FALSE,TRUE,FALSE
83.1251498989064,138.541916498177,0.6,27.7083832996355,16.6250299797813,19160.6125670284,1658.34973097176,367122440.544842,FALSE,TRUE,FALSE
87.0561247909986,145.093541318331,0.6,29.0187082636662,17.4112249581997,21017.3132823778,1818.90452727022,441720181.991507,FALSE,TRUE,FALSE
91.1729948498493,151.954991416415,0.6,30.3909982832831,18.2345989699699,23053.850218423,1995.00359757375,531472029.87909,FALSE,TRUE,FALSE
95.4845510278229,159.140918379705,0.6,31.828183675941,19.0969102055646,25287.6380823248,2188.15187639638,639455887.175136,FALSE,TRUE,FALSE
100,166.666666666667,0.6,33.3333333333333,20,27737.7777777778,2400,769374716.049384,FALSE,TRUE,FALSE
