"t","selected_biomass","on_frac","schedule"
41,0.0647100078642013,0.121101065228718,"Threshold (peaks)"
41.2,0.0658993287449075,0.160353342742521,"Threshold (peaks)"
41.4,0.0671021808881002,0.209913936306519,"Threshold (peaks)"
41.6,0.0683651818072552,0.273134404149755,"Threshold (peaks)"
41.8,0.0697477450977357,0.354505321705855,"Threshold (peaks)"
42,0.0713407710777303,0.459577877457951,"Threshold (peaks)"
42.2,0.0733055074741121,0.593206259060079,"Threshold (peaks)"
42.4,0.0759144614521842,0.749009732334159,"Threshold (peaks)"
42.6,0.0786582605872076,0.863709970699337,"Threshold (peaks)"
42.8,0.0752824475993788,0.715014304542675,"Threshold (peaks)"
43,0.0690572404415993,0.312421593599509,"Threshold (peaks)"
43.2,0.0656990233752157,0.153088383722377,"Threshold (peaks)"
43.4,0.0633421010165816,0.0864710360224708,"Threshold (peaks)"
43.6,0.0618343248191282,0.0588917140254371,"Threshold (peaks)"
43.8,0.060902890959328,0.0462201764101975,"Threshold (peaks)"
44,0.0603057410819182,0.0395088045508208,"Threshold (peaks)"
20.2,0.152701375351167,2.35408380167506e-10,"Threshold (troughs)"
20.4,0.126767759023466,2.90553543585146e-07,"Threshold (troughs)"
20.6,0.1068229752492,6.92954402286924e-05,"Threshold (troughs)"
20.8,0.0914911655678603,0.00463806524124092,"Threshold (troughs)"
21,0.0698292601395323,0.640358270423857,"Threshold (troughs)"
21.2,0.0160070250155007,0.99999978442765,"Threshold (troughs)"
21.4,0.00787521113796827,0.999999976866351,"Threshold (troughs)"
21.6,0.00697179395663512,0.999999981946861,"Threshold (troughs)"
21.8,0.00703552979719633,0.999999981628258,"Threshold (troughs)"
22,0.00722059802062922,0.999999980670915,"Threshold (troughs)"
22.2,0.00742900824426654,0.999999979532974,"Threshold (troughs)"
22.4,0.00765915791412789,0.999999978198337,"Threshold (troughs)"
22.6,0.00792239605334488,0.999999976564793,"Threshold (troughs)"
22.8,0.00823156039759639,0.999999974489288,"Threshold (troughs)"
23,0.00860200313501012,0.999999971758938,"Threshold (troughs)"
23.2,0.00905376728994445,0.999999968030683,"Threshold (troughs)"
23.4,0.00960984353173568,0.999999962759101,"Threshold (troughs)"
23.6,0.0102975471993831,0.999999955022269,"Threshold (troughs)"
23.8,0.0111567944297123,0.999999943059182,"Threshold (troughs)"
24,0.0122445882309496,0.999999923247305,"Threshold (troughs)"
24.2,0.0136332585948078,0.999999887635427,"Threshold (troughs)"
24.4,0.0154215411781116,0.999999816430406,"Threshold (troughs)"
24.6,0.0177638973443078,0.999999650843504,"Threshold (troughs)"
24.8,0.0208882682301003,0.999999176887751,"Threshold (troughs)"
25,0.0251020543877381,0.999997383259491,"Threshold (troughs)"
25.2,0.030847900705384,0.999987332609273,"Threshold (troughs)"
25.4,0.0388030435694793,0.999887556890165,"Threshold (troughs)"
25.6,0.049816218910369,0.997694317492597,"Threshold (troughs)"
25.8,0.0655769416605757,0.851205792135957,"Threshold (troughs)"
26,0.147519828172919,9.7608082761033e-10,"Threshold (troughs)"
26.2,0.184531185455869,3.78063337903913e-14,"Threshold (troughs)"
26.4,0.182685277326644,6.27487622864949e-14,"Threshold (troughs)"
26.6,0.166314894549924,5.61085242777339e-12,"Threshold (troughs)"
26.8,0.146713834117292,1.21776621142211e-09,"Threshold (troughs)"
27,0.128389224794613,1.86183061244354e-07,"Threshold (troughs)"
27.2,0.112802329248331,1.34265018772518e-05,"Threshold (troughs)"
27.4,0.100124163057249,0.000435586345125723,"Threshold (troughs)"
27.6,0.089759156650698,0.00744005027949054,"Threshold (troughs)"
27.8,0.0754695133073366,0.274639571082253,"Threshold (troughs)"
28,0.0197672444003375,0.999999394898754,"Threshold (troughs)"
28.2,0.0103040077545859,0.99999995494244,"Threshold (troughs)"
28.4,0.00925701565128546,0.999999966196514,"Threshold (troughs)"
28.6,0.00917675314049692,0.999999966933074,"Threshold (troughs)"
28.8,0.00915213942270783,0.999999967155719,"Threshold (troughs)"
29,0.00910303167314821,0.999999967595457,"Threshold (troughs)"
29.2,0.0090302451597871,0.999999968236422,"Threshold (troughs)"
29.4,0.00893867031140635,0.99999996902486,"Threshold (troughs)"
29.6,0.00883244239115754,0.999999969914971,"Threshold (troughs)"
29.8,0.00871520229682028,0.999999970867693,"Threshold (troughs)"
30,0.00859025048570077,0.999999971849892,"Threshold (troughs)"
30.2,0.00846059621338925,0.999999972834063,"Threshold (troughs)"
30.4,0.00832899636372301,0.999999973797822,"Threshold (troughs)"
30.6,0.00819801919391575,0.999999974723071,"Threshold (troughs)"
30.8,0.00807009541864293,0.999999975595201,"Threshold (troughs)"
31,0.00794755940878482,0.99999997640237,"Threshold (troughs)"
31.2,0.00783272385232568,0.999999977134565,"Threshold (troughs)"
31.4,0.0077278722378254,0.999999977783242,"Threshold (troughs)"
31.6,0.00763527321310639,0.999999978340798,"Threshold (troughs)"
31.8,0.00755731062861894,0.999999978799361,"Threshold (troughs)"
32,0.00749637517811508,0.999999979151002,"Threshold (troughs)"
32.2,0.00745483415931635,0.999999979387375,"Threshold (troughs)"
32.4,0.00743537886863636,0.999999979497154,"Threshold (troughs)"
32.6,0.00744087333586249,0.99999997946621,"Threshold (troughs)"
32.8,0.00747418010510372,0.99999997927763,"Threshold (troughs)"
33,0.00753893060591786,0.999999978906047,"Threshold (troughs)"
33.2,0.00763959979374953,0.999999978315061,"Threshold (troughs)"
33.4,0.00778099007163044,0.999999977456956,"Threshold (troughs)"
33.6,0.00796952561002569,0.999999976259665,"Threshold (troughs)"
33.8,0.00821420201634527,0.999999974610545,"Threshold (troughs)"
34,0.00852559061093429,0.999999972345086,"Threshold (troughs)"
34.2,0.00891748630539518,0.999999969204444,"Threshold (troughs)"
34.4,0.00941027153641328,0.999999964744224,"Threshold (troughs)"
34.6,0.0100302244572673,0.999999958204313,"Threshold (troughs)"
34.8,0.0108107117977401,0.999999948219161,"Threshold (troughs)"
35,0.0118012556630041,0.999999932041093,"Threshold (troughs)"
35.2,0.0130725336440763,0.999999903664033,"Threshold (troughs)"
35.4,0.0147156874158308,0.999999848762392,"Threshold (troughs)"
35.6,0.0168608017125342,0.999999727499643,"Threshold (troughs)"
35.8,0.0197101034694331,0.999999404315096,"Threshold (troughs)"
36,0.0235493279294161,0.999998291287352,"Threshold (troughs)"
36.2,0.0287672651422602,0.999992844032017,"Threshold (troughs)"
36.4,0.0359355270901109,0.999948815493714,"Threshold (troughs)"
36.6,0.0458186301922247,0.999229209297327,"Threshold (troughs)"
36.8,0.0590171169994188,0.971931051846752,"Threshold (troughs)"
37,0.115878405561287,5.77143740181546e-06,"Threshold (troughs)"
37.2,0.172950226539368,9.07961129895725e-13,"Threshold (troughs)"
37.4,0.180313621584866,1.20314302324034e-13,"Threshold (troughs)"
37.6,0.16764170588688,3.89822527363452e-12,"Threshold (troughs)"
37.8,0.149339915527412,5.92274638371234e-10,"Threshold (troughs)"
38,0.131299255233306,8.37628448011243e-08,"Threshold (troughs)"
38.2,0.115591619242928,6.24410231583201e-06,"Threshold (troughs)"
38.4,0.102657868589241,0.000217340123612675,"Threshold (troughs)"
38.6,0.0921531398817489,0.00387044870794952,"Threshold (troughs)"
38.8,0.0815350582300527,0.0668527158980559,"Threshold (troughs)"
39,0.0276665265246282,0.999994709993855,"Threshold (troughs)"
39.2,0.0114100125453571,0.999999938960855,"Threshold (troughs)"
39.4,0.00944684073714579,0.999999964388564,"Threshold (troughs)"
39.6,0.0092549911419414,0.999999966215293,"Threshold (troughs)"
39.8,0.00920926854010235,0.999999966636638,"Threshold (troughs)"
40,0.00915008875269166,0.9999999671742,"Threshold (troughs)"
40.2,0.00907088005224018,0.999999967880167,"Threshold (troughs)"
40.4,0.0089752746759175,0.999999968712081,"Threshold (troughs)"
40.6,0.00886655469370989,0.999999969631959,"Threshold (troughs)"
40.8,0.00874769578716007,0.999999970606706,"Threshold (troughs)"
41,0.00862152539599995,0.999999971607203,"Threshold (troughs)"
41.2,0.00849073714670909,0.999999972608386,"Threshold (troughs)"
41.4,0.00835788747484625,0.999999973589213,"Threshold (troughs)"
41.6,0.00822542227211696,0.999999974532232,"Threshold (troughs)"
41.8,0.00809570943288294,0.999999975423019,"Threshold (troughs)"
42,0.00797105315533032,0.999999976249709,"Threshold (troughs)"
42.2,0.00785375060761344,0.999999977002218,"Threshold (troughs)"
42.4,0.00774609460337982,0.999999977671844,"Threshold (troughs)"
42.6,0.00765034529936184,0.999999978251009,"Threshold (troughs)"
42.8,0.00756885498323306,0.999999978732076,"Threshold (troughs)"
43,0.00750402350570229,0.999999979107188,"Threshold (troughs)"
43.2,0.00745817766290865,0.99999997936845,"Threshold (troughs)"
43.4,0.00743389295432942,0.999999979505515,"Threshold (troughs)"
43.6,0.0074340113847491,0.999999979504848,"Threshold (troughs)"
43.8,0.0074613242780821,0.999999979350623,"Threshold (troughs)"
44,0.00751919716687791,0.999999979019991,"Threshold (troughs)"
