"dt","mean_total","rel_amplitude","mean_period","pct_diff_mean_total","pct_diff_rel_amplitude"
0.001,0.0170122454868454,1.41081807626784,5.55,0,0
0.002,0.0170006589640611,1.38791208073328,5.5,-0.0681069573872373,-1.62359668619767
0.005,0.0181653765090544,1.35539530491349,5.4,6.77824113871741,-3.92841375416494
0.01,0.0192823362253238,1.30443272310744,5.27272727272727,13.3438630440276,-7.54068543279794
