"t","total","selected","juvenile","knife_edge_size","fish_level"
32.2,0.13257365634117,6.58067284280225e-05,0.132507849612742,10,100
32.4,0.281128843409355,0.000221951199837842,0.280906892209517,10,100
32.6,0.362839745547471,0.000313736769215001,0.362526008778256,10,100
32.8,0.405241168944121,0.000362154153918873,0.404879014790203,10,100
33,0.429459356016883,0.00038336020191922,0.429075995814963,10,100
33.2,0.442706658438491,0.00038695249146001,0.442319705947031,10,100
33.4,0.448537039651208,0.00037995051298496,0.448157089138223,10,100
33.6,0.449043167276144,0.000366747606885328,0.448676419669259,10,100
33.8,0.44554106418137,0.00035000888711265,0.445191055294257,10,100
34,0.438892238261402,0.000331401837436597,0.438560836423965,10,100
34.2,0.429679814660593,0.000312082932065,0.429367731728528,10,100
34.4,0.418306180331253,0.000293014873882087,0.418013165457371,10,100
34.6,0.405045787672331,0.000275188236584549,0.404770599435746,10,100
34.8,0.390071793791411,0.00025981242936862,0.389811981362042,10,100
35,0.373466064500977,0.000248565430789047,0.373217499070188,10,100
35.2,0.35521552891584,0.000244093537757946,0.354971435378082,10,100
35.4,0.335190015597476,0.000251292384079706,0.334938723213396,10,100
35.6,0.313079675439728,0.000281068793769093,0.312798606645959,10,100
35.8,0.288217270365357,0.00036298310506889,0.287854287260289,10,100
36,0.258995946070709,0.000594928511768712,0.25840101755894,10,100
36.2,0.220600797542693,0.00135974526966515,0.219241052273028,10,100
36.4,0.156319378399116,0.00399347109740794,0.152325907301708,10,100
36.6,0.0439085158628327,0.00575201957509375,0.038156496287739,10,100
36.8,0.0221710110993717,0.000140301154231236,0.0220307099451404,10,100
37,0.123625430890858,5.89520110197198e-05,0.123566478879838,10,100
37.2,0.274309599253285,0.00021418046244821,0.274095418790837,10,100
37.4,0.359539490552038,0.000309910502216842,0.359229580049821,10,100
37.6,0.403394009313436,0.000360201088003802,0.403033808225432,10,100
37.8,0.428406776929025,0.000382699056211095,0.428024077872814,10,100
38,0.442170115971645,0.000387086420135945,0.441783029551509,10,100
38.2,0.448361274406256,0.000380554581506843,0.447980719824749,10,100
38.4,0.449132855125024,0.00036762394289571,0.448765231182128,10,100
38.6,0.44583494592979,0.00035103677780695,0.445483909151983,10,100
38.8,0.439349475036166,0.000332502802021771,0.439016972234144,10,100
39,0.430272398560427,0.000313198061289615,0.429959200499137,10,100
39.2,0.419014760722997,0.00029408982490123,0.418720670898096,10,100
39.4,0.405857466210661,0.000276161880817862,0.405581304329843,10,100
39.6,0.390979107282743,0.000260605354435932,0.390718501928307,10,100
39.8,0.374466773632055,0.000249061552253531,0.374217712079801,10,100
40,0.356313231275236,0.000244097948387951,0.356069133326848,10,100
40.2,0.336396183726226,0.000250416651004865,0.336145767075221,10,100
40.4,0.314419213896851,0.000278377946972885,0.314140835949878,10,100
40.6,0.289744958719027,0.000355740794291845,0.289389217924736,10,100
40.8,0.260854056259139,0.000573391536462798,0.260280664722676,10,100
41,0.223254513314276,0.00128449520441807,0.221970018109858,10,100
41.2,0.161340534898386,0.00375777044657136,0.157582764451815,10,100
41.4,0.0500988863815193,0.00606033628391189,0.0440385500976074,10,100
41.6,0.019721316464261,0.00019506054129314,0.0195262559229679,10,100
41.8,0.114896558115361,5.26810295369459e-05,0.114843877085824,10,100
42,0.267207011723899,0.00020603894146718,0.267000972782432,10,100
42.2,0.356113467796336,0.000305956202408263,0.355807511593928,10,100
42.4,0.401487471261186,0.000358155413880224,0.401129315847306,10,100
42.6,0.427317728953047,0.000381978667657435,0.426935750285389,10,100
42.8,0.441608827695805,0.00038718485882139,0.441221642836983,10,100
43,0.448167735057984,0.000381137889728058,0.447786597168256,10,100
43.2,0.449209162652874,0.000368488414714667,0.448840674238159,10,100
43.4,0.446118325819785,0.000352058344503113,0.445766267475282,10,100
43.6,0.439798160870007,0.00033360125870754,0.439464559611299,10,100
43.8,0.430857781037401,0.000314313834810284,0.430543467202591,10,100
44,0.419717064215439,0.00029516863658285,0.419421895578856,10,100
20,0.431021786219296,0.00714306441787082,0.423878721801426,5,0
20.2,0.414734019128812,0.00679990885102853,0.407934110277784,5,0
20.4,0.397401853714709,0.00652083994178047,0.390881013772928,5,0
20.6,0.378969210982218,0.00632900251348855,0.372640208468729,5,0
20.8,0.35933923576998,0.00626222523199211,0.353077010537987,5,0
21,0.338354776473743,0.00639315388941096,0.331961622584332,5,0
21.2,0.315763735977663,0.00688223861020817,0.308881497367455,5,0
21.4,0.291155715518995,0.00813793214602812,0.283017783372967,5,0
21.6,0.26383742321778,0.0113759122114088,0.252461511006371,5,0
21.8,0.232565420689864,0.0206659296062633,0.211899491083601,5,0
22,0.195083733660047,0.0474819931981956,0.147601740461851,5,0
22.2,0.149142920111288,0.0922279179799478,0.05691500213134,5,0
22.4,0.103585816788925,0.0884234378513458,0.0151623789375794,5,0
22.6,0.100313378603557,0.0476925672271305,0.0526208113764266,5,0
22.8,0.196732071753644,0.0218175031517793,0.174914568601864,5,0
23,0.322459017757047,0.0134139490308986,0.309045068726149,5,0
23.2,0.401119033895543,0.012021305809743,0.389097728085801,5,0
23.4,0.45157881122006,0.0123147954494907,0.43926401577057,5,0
23.6,0.485341558109096,0.0127923474110061,0.47254921069809,5,0
23.8,0.508119631855249,0.0130252282633131,0.495094403591936,5,0
24,0.523499434217452,0.0130075007613638,0.510491933456088,5,0
24.2,0.533613619749128,0.0128230336719302,0.520790586077197,5,0
24.4,0.539726559916101,0.0125424092970206,0.52718415061908,5,0
24.6,0.542635749976226,0.0122087937222568,0.530426956253969,5,0
24.8,0.542894415090762,0.0118448915745246,0.531049523516237,5,0
25,0.540912458219724,0.0114612862064824,0.529451172013241,5,0
25.2,0.537000873782617,0.0110622972651027,0.525938576517514,5,0
25.4,0.531397905774906,0.0106495202553741,0.520748385519532,5,0
25.6,0.524289479562313,0.0102238568545536,0.514065622707759,5,0
25.8,0.515821939409858,0.00978671611621927,0.506035223293639,5,0
26,0.506113388872793,0.00934074790766839,0.496772640965125,5,0
26.2,0.495256979232402,0.00889032968139698,0.486366649551005,5,0
26.4,0.483325645281487,0.00844172741375682,0.47488391786773,5,0
26.6,0.470373758528267,0.00800305540330457,0.462370703124963,5,0
26.8,0.456436643111489,0.00758384307238435,0.448852800039104,5,0
27,0.441532955903039,0.00719467396314286,0.434338281939896,5,0
27.2,0.425662755676881,0.00684694954329003,0.418815806133591,5,0
27.4,0.408806799685548,0.00655354832074759,0.4022532513648,5,0
27.6,0.390922437225423,0.00633104826127528,0.384591388964148,5,0
27.8,0.371935520519825,0.00620498514936847,0.365730535370456,5,0
28,0.351726192109135,0.00622174662933428,0.345504445479801,5,0
28.2,0.330103736182886,0.00647731329931663,0.323626422883569,5,0
28.4,0.306762570162067,0.00719636948225866,0.299566200679808,5,0
28.6,0.281201008067107,0.00898568833553446,0.272215319731572,5,0
28.8,0.252556060462342,0.0137550997042409,0.238800960758101,5,0
29,0.219251049816116,0.0278693841201448,0.191381665695971,5,0
29.2,0.178644544389712,0.0644970456312952,0.114147498758416,5,0
29.4,0.130467440849983,0.0998713005174443,0.0305961403325389,5,0
29.6,0.0937230936241119,0.0728464241093535,0.0208766695147584,5,0
29.8,0.124616977257445,0.0354782627673507,0.0891387144900939,5,0
30,0.248827811860333,0.0170945754499104,0.231733236410423,5,0
30.2,0.357053285366393,0.0125025848060989,0.344550700560294,5,0
30.4,0.422734218979418,0.012046713032405,0.410687505947013,5,0
30.6,0.46601179211289,0.0125115917755522,0.453500200337338,5,0
30.8,0.495068845706751,0.0129138489372396,0.482154996769512,5,0
31,0.514713997690805,0.0130439222466474,0.501670075444158,5,0
31.2,0.52790615848877,0.0129533001961636,0.514952858292607,5,0
31.4,0.536388789439481,0.0127258241946152,0.523662965244866,5,0
31.6,0.541212528055526,0.0124214836705299,0.528791044384996,5,0
31.8,0.543063997706949,0.0120746422553947,0.530989355451555,5,0
32,0.542434404177826,0.0117025600214833,0.530731844156342,5,0
32.2,0.539692226668858,0.0113129064993666,0.528379320169491,5,0
32.4,0.535118316596724,0.0109086532520179,0.524209663344706,5,0
32.6,0.528928769044091,0.0104909537137755,0.518437815330316,5,0
32.8,0.521293373601521,0.0100607844643359,0.511232589137185,5,0
33,0.512346876587014,0.00961996114548915,0.502726915441524,5,0
33.2,0.50219695629768,0.00917172862296394,0.493025227674717,5,0
33.4,0.490929756703516,0.00872118596861232,0.482208570734904,5,0
33.6,0.478610004644575,0.00827530227004523,0.47033470237453,5,0
33.8,0.465285460509761,0.00784278737482282,0.457442673134938,5,0
34,0.450985016885196,0.00743360877316994,0.443551408112026,5,0
34.2,0.435720235291563,0.00705862950297543,0.428661605788588,5,0
34.4,0.419484456172242,0.00672967416479981,0.412754782007442,5,0
34.6,0.402250110352719,0.00646060770243562,0.395789502650283,5,0
34.8,0.383964014672447,0.00627048873703612,0.377693525935411,5,0
35,0.3645371240332,0.00619069042370488,0.358346433609495,5,0
35.2,0.343826781445604,0.00628122478545823,0.337545556660145,5,0
35.4,0.321605909491219,0.00667199377045125,0.314933915720768,5,0
35.6,0.297508157623699,0.00768283960938475,0.289825318014315,5,0
35.8,0.270923316882241,0.0102295731983821,0.260693743683859,5,0
36,0.240776859980418,0.0173247468533906,0.223452113127028,5,0
36.2,0.205094412049925,0.0383584129335006,0.166735999116424,5,0
36.4,0.16119800173289,0.0823645687805672,0.078833432952323,5,0
36.6,0.113243763293458,0.0960631913317652,0.0171805719616927,5,0
36.8,0.0933645558992031,0.0570933537644623,0.0362712021347408,5,0
37,0.164399735746378,0.0263101934381171,0.138089542308261,5,0
37.2,0.295752617271013,0.0144427630988655,0.281309854172147,5,0
37.4,0.385086060684218,0.0121081040537871,0.372977956630431,5,0
37.6,0.440968626887947,0.0121896630813101,0.428778963806637,5,0
37.8,0.478227316525511,0.012690735114513,0.465536581410998,5,0
38,0.503317805916008,0.0129936738390178,0.49032413207699,5,0
38.2,0.520284442762457,0.0130310923543101,0.507253350408147,5,0
38.4,0.531559497651494,0.0128804762123438,0.51867902143915,5,0
38.6,0.538576927528837,0.0126187969747344,0.525958130554103,5,0
38.8,0.542222669718265,0.0122956662273404,0.529927003490925,5,0
39,0.54309726498499,0.0119380245650079,0.531159240419982,5,0
39.2,0.541640564250132,0.0115588136590765,0.530081750591055,5,0
39.4,0.538185067361489,0.011163502428824,0.527021564932665,5,0
39.6,0.532985033981187,0.0107541268829552,0.522230907098231,5,0
39.8,0.526237643201894,0.0103316274242809,0.515906015777613,5,0
40,0.518097988002547,0.00989719850823133,0.508200789494316,5,0
40.2,0.508690797262255,0.00945313438458238,0.499237662877672,5,0
40.4,0.498114366701414,0.00900334109887955,0.489111025602535,5,0
40.6,0.486447271039201,0.00855362046225341,0.477893650576947,5,0
40.8,0.473747732689518,0.00811164014063497,0.465636092548883,5,0
41,0.460055960472795,0.00768661625608835,0.452369344216707,5,0
41.2,0.445394924334754,0.00728890660237001,0.438106017732384,5,0
41.4,0.42976916207368,0.00692966832813658,0.422839493745543,5,0
41.6,0.413164743983616,0.00662128086486515,0.40654346311875,5,0
41.8,0.395545372592735,0.0063790366050567,0.389166335987679,5,0
42,0.376845876209266,0.00622543250328975,0.370620443705976,5,0
42.2,0.356959838874931,0.00619982782944031,0.350760011045491,5,0
42.4,0.335717650515214,0.00638118743856642,0.329336463076647,5,0
42.6,0.312848467204766,0.00694847753841759,0.305899989666348,5,0
42.8,0.287911181432423,0.00836679712209874,0.279544384310325,5,0
43,0.260157730036169,0.0120474809560986,0.24811024908007,5,0
43.2,0.228239199022871,0.0227322974809833,0.205506901541888,5,0
43.4,0.189752441233687,0.0528007167954466,0.13695172443824,5,0
43.6,0.14288975968987,0.095985459352448,0.046904300337422,5,0
43.8,0.0994883520556822,0.0835332366053848,0.0159551154502975,5,0
44,0.106509915701223,0.0433001509016942,0.0632097647995289,5,0
20,0.431021786219296,0.00714306441787082,0.423878721801426,5,10
20.2,0.399838926759482,0.000955457104901278,0.39888346965458,5,10
20.4,0.381758234862544,0.000166920621531472,0.381591314241013,5,10
20.6,0.362916938251939,8.21082202561961e-05,0.362834830031683,5,10
20.8,0.34165186397649,7.67533592777669e-05,0.341575110617212,5,10
21,0.316866203640844,8.44126562551405e-05,0.316781790984589,5,10
21.2,0.285896065049645,0.000110940248450597,0.285785124801194,5,10
21.4,0.241143895504722,0.000209486142100639,0.240934409362622,5,10
21.6,0.16403236991818,0.000863609700254456,0.163168760217926,5,10
21.8,0.0590262709040786,0.00847649148686227,0.0505497794172163,5,10
22,0.0151799648920094,0.00776642846056654,0.00741353643144283,5,10
22.2,0.0657282194701743,0.000695435094319854,0.0650327843758544,5,10
22.4,0.229384441108595,0.000167722502017624,0.229216718606577,5,10
22.6,0.354177887401076,0.000313164197411372,0.353864723203664,5,10
22.8,0.418692308256223,0.000332898961169512,0.418359409295054,5,10
23,0.458394881839667,0.000322367393528905,0.458072514446138,5,10
23.2,0.484515246823485,0.000312054785063588,0.484203192038421,5,10
23.4,0.501957104608655,0.000302719850287042,0.501654384758368,5,10
23.6,0.513393963484074,0.000293597876170949,0.513100365607903,5,10
23.8,0.520387173301668,0.00028406144737395,0.520103111854294,5,10
24,0.523912974387485,0.000273678462882794,0.523639295924602,5,10
24.2,0.524637740083945,0.000262224534195337,0.52437551554975,5,10
24.4,0.523046448892407,0.000249641911887155,0.52279680698052,5,10
24.6,0.519499829141403,0.00023599369241444,0.519263835448989,5,10
24.8,0.514266744020482,0.000221431209156782,0.514045312811326,5,10
25,0.507548399991763,0.000206174589724513,0.507342225402039,5,10
25.2,0.499493747126212,0.000190496963217167,0.499303250162994,5,10
25.4,0.490212834243315,0.000174714372066286,0.490038119871249,5,10
25.6,0.479780636969288,0.000159164303751102,0.479621472665536,5,10
25.8,0.468244506420423,0.000144186203466986,0.468100320216956,5,10
26,0.455625544112019,0.000130092092025064,0.455495452019994,5,10
26.2,0.441920744676526,0.00011714783271615,0.441803596843809,5,10
26.4,0.427103238764862,0.000105572494480799,0.426997666270381,5,10
26.6,0.411115714653832,9.55606768825885e-05,0.411020153976949,5,10
26.8,0.393856376100086,8.73479581690316e-05,0.393769028141917,5,10
27,0.375143640989357,8.1335749846549e-05,0.37506230523951,5,10
27.2,0.354635855806221,7.83648478352204e-05,0.354557490958386,5,10
27.4,0.331630731612696,8.04438241138328e-05,0.331550287788582,5,10
27.6,0.304502273864198,9.32335133453586e-05,0.304409040350853,5,10
27.8,0.26896310855044,0.000137711686078851,0.268825396864361,5,10
28,0.213122027255583,0.000339454334020859,0.212782572921562,5,10
28.2,0.11736479737928,0.00229847388248211,0.115066323496798,5,10
28.4,0.0296598041817963,0.0132037826817723,0.0164560215000239,5,10
28.6,0.0226836508598407,0.00302792699757637,0.0196557238622643,5,10
28.8,0.129067735643721,0.000233222960065271,0.128834512683656,5,10
29,0.294494535532086,0.00024124489895466,0.294253290633132,5,10
29.2,0.386580305948879,0.000331431043901008,0.386248874904978,5,10
29.4,0.438064339507944,0.000328687798495678,0.437735651709449,5,10
29.6,0.471040828284372,0.000317711099323292,0.470723117185049,5,10
29.8,0.492962235843138,0.000307928853023117,0.492654306990115,5,10
30,0.507551657681609,0.000298777078944256,0.507252880602665,5,10
30.2,0.516911673126121,0.00028954390117401,0.516622129224947,5,10
30.4,0.522303024584309,0.000279681451162279,0.522023343133147,5,10
30.6,0.524544209435655,0.00026885100330323,0.524275358432352,5,10
30.8,0.524212830406269,0.000256906817670031,0.523955923588599,5,10
31,0.521734966955673,0.000243848598246077,0.521491118357427,5,10
31.2,0.517428296720997,0.000229780851971868,0.517198515869025,5,10
31.4,0.511529516852624,0.00021488692037982,0.511314629932244,5,10
31.6,0.504215871542631,0.000199411167519671,0.504016460375111,5,10
31.8,0.495618115129158,0.000183647699319012,0.495434467429839,5,10
32,0.485830206100641,0.000167923366996549,0.485662282733645,5,10
32.2,0.474915408547865,0.000152581248952164,0.474762827298912,5,10
32.4,0.462908366350766,0.000137950013683092,0.462770416337083,5,10
32.6,0.449820408223625,0.000124325268262749,0.449696082955362,5,10
32.8,0.435638046450767,0.000111950040780974,0.435526096409987,5,10
33,0.42032240281193,0.000101028090172583,0.420221374721758,5,10
33.2,0.403799664956866,9.17617092319525e-05,0.403707903247634,5,10
33.4,0.385939307068621,8.44368833160613e-05,0.385854870185305,5,10
33.6,0.366504706960702,7.9596926455413e-05,0.366425110034247,5,10
33.8,0.345034941770164,7.84486489833853e-05,0.34495649312118,5,10
34,0.320535560080765,8.40613952991985e-05,0.320451498685466,5,10
34.2,0.290567778563485,0.000106004960609913,0.290461773602875,5,10
34.4,0.248420237000329,0.000186497460566695,0.248233739539763,5,10
34.6,0.17693121048817,0.000669145514403039,0.176262064973767,5,10
34.8,0.0711519542179499,0.0065025852475747,0.0646493689703752,5,10
35,0.0162341929200172,0.00965324395931151,0.00658094896070568,5,10
35.2,0.0515775203641306,0.000991747112561983,0.0505857732515686,5,10
35.4,0.206379938303028,0.000156071587795478,0.206223866715233,5,10
35.6,0.34232703890864,0.000301795613466546,0.342025243295173,5,10
35.8,0.411960537556989,0.000333612581712839,0.411626924975276,5,10
36,0.454060724578729,0.000323821662483347,0.453736902916246,5,10
36.2,0.481630463061101,0.000313342289817216,0.481317120771284,5,10
36.4,0.500036779128723,0.000303929623572863,0.499732849505151,5,10
36.6,0.512163066944779,0.000294821708515059,0.511868245236264,5,10
36.8,0.519680571285507,0.000285371220537533,0.51939520006497,5,10
37,0.523623159043499,0.000275118464922474,0.523348040578576,5,10
37.2,0.524688558718641,0.000263813550086546,0.524424745168555,5,10
37.4,0.523381621234115,0.00025137960560375,0.523130241628512,5,10
37.6,0.520077370987048,0.000237865956230336,0.519839505030818,5,10
37.8,0.515055417187214,0.000223413561554757,0.514832003625659,5,10
38,0.50852473695402,0.000208234489051234,0.508316502464968,5,10
38.2,0.50064051132065,0.000192595243753557,0.500447916076897,5,10
38.4,0.49151760284862,0.000176807559723183,0.491340795288897,5,10
38.6,0.481234996594827,0.000161206573615137,0.481073790021212,5,10
38.8,0.469843992573983,0.000146133905060146,0.469697858668923,5,10
39,0.45736860206926,0.000131905662012043,0.457236696407248,5,10
39.2,0.443809218273509,0.000118795135567561,0.443690423137941,5,10
39.4,0.429142268322856,0.00010702657311301,0.429035241749743,5,10
39.6,0.413315025604462,9.67949563053583e-05,0.413218230648157,5,10
39.8,0.396233139344809,8.83252596577373e-05,0.396144814085151,5,10
40,0.377728781502679,8.19856591117995e-05,0.377646795843568,5,10
40.2,0.357489258114024,7.85321094777999e-05,0.357410726004546,5,10
40.4,0.334880529282962,7.97391588975667e-05,0.334800790124065,5,10
40.6,0.308459652769586,9.0476026748204e-05,0.308369176742838,5,10
40.8,0.274482571223682,0.00012798377473166,0.27435458744895,5,10
41,0.222502056148248,0.00028743808446809,0.22221461806378,5,10
41.2,0.132181214474554,0.00166797985204594,0.130513234622508,5,10
41.4,0.0369236275565284,0.0124954541516319,0.0244281734048965,5,10
41.6,0.0184295765044156,0.00415361844991071,0.0142759580545049,5,10
41.8,0.107209993718784,0.000316346738041924,0.106893646980742,5,10
42,0.276421699583324,0.000217082890398765,0.276204616692926,5,10
42.2,0.377525340003788,0.000328208693114687,0.377197131310674,5,10
42.4,0.432518120766252,0.00033012029437175,0.43218800047188,5,10
42.6,0.467397857666563,0.000319104282433803,0.467078753384129,5,10
42.8,0.490526908409731,0.000309177632564911,0.490217730777166,5,10
43,0.505946091090696,0.00029998601750612,0.50564610507319,5,10
43.2,0.515916342376519,0.000290799502749705,0.51562554287377,5,10
43.4,0.521781879215768,0.000281045043382256,0.521500834172386,5,10
43.6,0.524405093519748,0.000270355611926925,0.524134737907821,5,10
43.8,0.524388843180303,0.000258562410653011,0.52413028076965,5,10
44,0.522176367165617,0.000245648418322756,0.521930718747294,5,10
20,0.431021786219296,0.00714306441787082,0.423878721801426,5,30
20.2,0.396428108486977,1.95845382916206e-05,0.396408523948685,5,30
20.4,0.379509074716469,8.90952336820386e-07,0.379508183764132,5,30
20.6,0.360365890821987,8.20029839190755e-07,0.360365070792148,5,30
20.8,0.338372300521221,8.44275578329363e-07,0.338371456245643,5,30
21,0.312104896180666,1.0115381629696e-06,0.312103884642503,5,30
21.2,0.277538408325577,1.64488647151561e-06,0.277536763439105,5,30
21.4,0.221980905481326,5.1584730360717e-06,0.22197574700829,5,30
21.6,0.112345441492729,6.94980009503031e-05,0.112275943491778,5,30
21.8,0.00757783197825013,0.000929685940402984,0.00664814603784715,5,30
22,0.00285820201227346,2.78393659576161e-05,0.00283036264631585,5,30
22.2,0.0222372688854796,1.23891319351221e-06,0.0222360299722861,5,30
22.4,0.0845000118216198,5.10052876803314e-05,0.0844490065339395,5,30
22.6,0.142449712482805,0.000175766161061854,0.142273946321744,5,30
22.8,0.136442622547965,0.000200483051510295,0.136242139496454,5,30
23,0.0755142276214783,0.000451414080910098,0.0750628135405682,5,30
23.2,0.0113963715189089,0.000863633322715909,0.010532738196193,5,30
23.4,0.00802635665127632,8.38168327827628e-05,0.00794253981849355,5,30
23.6,0.0390792020423602,4.03586207256913e-05,0.0390388434216345,5,30
23.8,0.109656736316985,0.000131634157310181,0.109525102159675,5,30
24,0.160838775328202,0.000161396014342726,0.160677379313859,5,30
24.2,0.160560083648999,0.000128940558073279,0.160431143090926,5,30
24.4,0.115274806110288,0.000217467032091451,0.115057339078197,5,30
24.6,0.0364028612089233,0.000786750681892321,0.035616110527031,5,30
24.8,0.00474857627836404,0.000378806598721324,0.00436976967964272,5,30
25,0.0168516891065953,3.00038144193553e-05,0.016821685292176,5,30
25.2,0.069244542171198,6.13773589320287e-05,0.069183164812266,5,30
25.4,0.140088982890612,0.000165719092457118,0.139923263798155,5,30
25.6,0.165471621151616,0.000142610820157365,0.165329010331459,5,30
25.8,0.142713936237195,0.000149881069596713,0.142564055167599,5,30
26,0.0758072565315082,0.000422156376114311,0.0753851001553939,5,30
26.2,0.0114049165210653,0.000851728437913333,0.010553188083152,5,30
26.4,0.00728141693826468,9.06654244588727e-05,0.0071907515138058,5,30
26.6,0.0375309015507455,2.96903620136476e-05,0.0375012111887318,5,30
26.8,0.108247101694932,0.000123767164049676,0.108123334530883,5,30
27,0.159913103937812,0.000162874174041124,0.159750229763771,5,30
27.2,0.159575551274159,0.000131910011188035,0.159443641262971,5,30
27.4,0.114115326832801,0.000223323933185159,0.113892002899616,5,30
27.6,0.0354922989770291,0.000796717015062615,0.0346955819619664,5,30
27.8,0.00469670688932121,0.000365354160626882,0.00433135272869433,5,30
28,0.0173261893839479,2.94926068422888e-05,0.0172966967771056,5,30
28.2,0.0704097599848776,6.34015516086429e-05,0.070346358433269,5,30
28.4,0.140971836130788,0.000166127107593325,0.140805709023195,5,30
28.6,0.165620293767123,0.000141614734877836,0.165478679032246,5,30
28.8,0.142245290966443,0.000150324566975122,0.142094966399468,5,30
29,0.0747519706336314,0.000429349704684618,0.0743226209289468,5,30
29.2,0.0110340481807827,0.000843222705583114,0.0101908254751996,5,30
29.4,0.0074247900916611,8.72785638157293e-05,0.00733751152784537,5,30
29.6,0.0382022171136931,2.99693107670665e-05,0.038172247802926,5,30
29.8,0.109194113739137,0.000125188684270512,0.109068925054867,5,30
30,0.160222896158213,0.000162374165860652,0.160060521992352,5,30
30.2,0.159265903328205,0.000131963814500677,0.159133939513704,5,30
30.4,0.113206383665999,0.000226557851777036,0.112979825814222,5,30
30.6,0.0345857040808883,0.000806022895797198,0.0337796811850911,5,30
30.8,0.00467473075779575,0.0003534354733709,0.00432129528442485,5,30
31,0.0177182897139755,2.90222488960121e-05,0.0176892674650794,5,30
31.2,0.0714023637098911,6.47784216054432e-05,0.0713375852882857,5,30
31.4,0.141665366616133,0.000166564743504034,0.141498801872629,5,30
31.6,0.16560373728802,0.000141114258719032,0.165462623029301,5,30
31.8,0.141637994330385,0.000151374177443614,0.141486620152942,5,30
32,0.0736356122339749,0.000437507559616509,0.0731981046743584,5,30
32.2,0.0106748628176235,0.000834004027169519,0.00984085879045401,5,30
32.4,0.00758862970809788,8.40179097389892e-05,0.00750461179835889,5,30
32.6,0.0389239213860898,3.04191905442655e-05,0.0388935021955456,5,30
32.8,0.110177711750853,0.000126790022230832,0.110050921728622,5,30
33,0.160534018703241,0.000161868975639102,0.160372149727602,5,30
33.2,0.158947368590277,0.000132026259596486,0.15881534233068,5,30
33.4,0.112284271329602,0.000229898033461266,0.112054373296141,5,30
33.6,0.0336896321217353,0.000815116369507559,0.0328745157522277,5,30
33.8,0.0046596649079495,0.000341772618219574,0.00431789228972993,5,30
34,0.0181189427181173,2.85937698160196e-05,0.0180903489483012,5,30
34.2,0.0724005624836972,6.61855353079328e-05,0.0723343769483893,5,30
34.4,0.142347869118446,0.000166976825188163,0.142180892293258,5,30
34.6,0.165576001487566,0.000140631642919206,0.165435369844647,5,30
34.8,0.141019440558663,0.000152473530831687,0.140866967027832,5,30
35,0.0725164424852053,0.000445842377290461,0.0720706001079148,5,30
35.2,0.0103288093147806,0.000824307975900025,0.00950450133888061,5,30
35.4,0.00775784486049254,8.09015653505229e-05,0.00767694329514202,5,30
35.6,0.039655688251993,3.08954939527904e-05,0.0396247927580402,5,30
35.8,0.111157232231832,0.000128379385071271,0.111028852846761,5,30
36,0.160835485040813,0.00016135410255076,0.160674130938262,5,30
36.2,0.158620783159582,0.000132109187846081,0.158488673971736,5,30
36.4,0.111354019846648,0.000233332376420878,0.111120687470227,5,30
36.6,0.0328062776908519,0.000823952878029788,0.0319823248128222,5,30
36.8,0.00465029047561195,0.000330358718927166,0.00431993175668479,5,30
37,0.0185273987152099,2.8197408167512e-05,0.0184992013070424,5,30
37.2,0.0734029513913422,6.76157257791984e-05,0.073335335665563,5,30
37.4,0.143020479404834,0.000167353728252578,0.142853125676582,5,30
37.6,0.165539977540764,0.000140158953088506,0.165399818587675,5,30
37.8,0.14039261360983,0.00015361193880348,0.140239001671027,5,30
38,0.0713965176182925,0.000454332418485114,0.0709421851998074,5,30
38.2,0.00999557158750696,0.000814164634815568,0.00918140695269139,5,30
38.4,0.00793209870412562,7.79215365943475e-05,0.00785417716753128,5,30
38.6,0.040396500446836,3.1395090555962e-05,0.04036510535628,5,30
38.8,0.112131595460043,0.000129950509063597,0.11200164495098,5,30
39,0.16112734561554,0.000160829314287963,0.160966516301252,5,30
39.2,0.158286482678703,0.000132212167626408,0.158154270511077,5,30
39.4,0.11041606885831,0.000236861051314876,0.110179207806995,5,30
39.6,0.0319360006435749,0.00083251043502292,0.031103490208552,5,30
39.8,0.00464645445067161,0.0003191987074433,0.00432725574322831,5,30
40,0.0189436484192291,2.78317330977734e-05,0.0189158166861313,5,30
40.2,0.0744091634741993,6.90677753863112e-05,0.074340095698813,5,30
40.4,0.143683142136381,0.000167695308524016,0.143515446827857,5,30
40.6,0.165495778379554,0.000139696295041478,0.165356082084512,5,30
40.8,0.139757599872816,0.000154789883233345,0.139602809989582,5,30
41,0.0702762328821137,0.000462975595207868,0.0698132572869058,5,30
41.2,0.00967492642707455,0.000803594697243675,0.00887133172983087,5,30
41.4,0.00811142856369614,7.50727208946916e-05,0.00803635584280145,5,30
41.6,0.041146285933045,3.19180711273748e-05,0.0411143678619176,5,30
41.8,0.113100564252347,0.000131502040472085,0.112969062211875,5,30
42,0.161409644576702,0.000160295291505178,0.161249349285197,5,30
42.2,0.157944481304931,0.000132335451421905,0.157812145853509,5,30
42.4,0.109470506814156,0.000240486143407426,0.109230020670749,5,30
42.6,0.0310790572252825,0.000840768328014646,0.0302382888972678,5,30
42.8,0.00464805637286856,0.000308296865541374,0.00433975950732719,5,30
43,0.0193677629356967,2.74958078887814e-05,0.0193402671278079,5,30
43.2,0.0754189626079176,7.05410541917891e-05,0.0753484215537258,5,30
43.4,0.144335818259855,0.000168001924309361,0.144167816335546,5,30
