"tau","max_N","min_N","max_P","min_P","rel_amplitude_P","t_max"
9,0.600047807152286,0.599921840776956,0.666884687506327,0.666533338772017,0.000527021234156949,600
9,0.600000000000002,0.599999999999998,0.666666666666673,0.66666666666666,1.89848137210902e-14,3000
9,0.600000000000002,0.599999999999998,0.666666666666673,0.66666666666666,1.94844140821715e-14,6000
10,0.601737181638098,0.598743838667921,0.670175615513543,0.661838125252774,0.0125073331957577,600
10,0.600000000001231,0.599999999999118,0.666666666669128,0.666666666663235,8.8397622555195e-12,3000
10,0.600000000000002,0.599999999999998,0.666666666666674,0.666666666666659,2.26485497023532e-14,6000
11,0.614522988086886,0.582473160204167,0.716968806370478,0.627155058749316,0.134655255889617,600
11,0.600000250657369,0.599999698139873,0.666667507760513,0.666665968243198,2.30927595827486e-06,3000
11,0.600000000000209,0.599999999999827,0.666666666667148,0.666666666666084,1.59655622056221e-12,6000
