"value","metric","direction","branch"
1e-04,6.61863318840491e-05,"Forward","max"
0.000124407162498082,6.46451563222808e-05,"Forward","max"
0.000154771420808241,6.23897757040105e-05,"Forward","max"
0.000192546732985499,6.3750756491897e-05,"Forward","max"
0.000239541926990017,6.25635688167628e-05,"Forward","max"
0.000298007314361507,6.07646115240957e-05,"Forward","max"
0.000370742443833889,5.85063370296247e-05,"Forward","max"
0.000461230154549786,5.59929876113604e-05,"Forward","max"
0.000573803347860906,5.3292017272164e-05,"Forward","max"
0.00071385246339275,5.04643509332624e-05,"Forward","max"
0.000888083594129578,4.74874383518316e-05,"Forward","max"
0.00110483960006759,4.44310243059389e-05,"Forward","max"
0.00137449959659924,4.14585383791658e-05,"Forward","max"
0.0017099759466767,3.94141194834289e-05,"Forward","max"
0.00212733255466019,3.7801641793008e-05,"Forward","max"
0.0026465540681507,3.55075616271859e-05,"Forward","max"
0.00329250282016383,3.24338450188075e-05,"Forward","max"
0.00409610933373514,2.85945999419688e-05,"Forward","max"
0.00509585339491897,2.4767143917018e-05,"Forward","max"
0.00633960661368086,2.15940203128803e-05,"Forward","max"
0.00788692470162109,1.86860723813366e-05,"Forward","max"
0.0098118992296471,1.53806447944423e-05,"Forward","max"
0.0122067054187751,1.52683837053586e-05,"Forward","max"
0.0151860158459977,1.51628768574272e-05,"Forward","max"
0.0188924914105148,1.5029367180238e-05,"Forward","max"
0.0235036124890153,1.48620378304078e-05,"Forward","max"
0.0292401773821287,1.46535756089805e-05,"Forward","max"
0.0363768749905122,1.43947930070999e-05,"Forward","max"
0.0452554379811705,1.407415807326e-05,"Forward","max"
0.0563010062684534,1.36772104370965e-05,"Forward","max"
0.0700424843564501,1.31858369262095e-05,"Forward","max"
0.0871378673310223,1.25773739274751e-05,"Forward","max"
0.108405748207868,1.18234955570183e-05,"Forward","max"
0.134864515330223,1.08888363052814e-05,"Forward","max"
0.167781116739121,9.7292835798432e-06,"Forward","max"
0.208731726542735,8.28986167105281e-06,"Forward","max"
0.259677218225072,6.50249517825253e-06,"Forward","max"
0.323057058847764,4.30075411621098e-06,"Forward","max"
0.401906120162261,1.87373121937641e-06,"Forward","max"
0.5,2.92239103148556e-07,"Forward","max"
1e-04,1.85110527573541e-06,"Forward","min"
0.000124407162498082,1.89641419645785e-06,"Forward","min"
0.000154771420808241,2.03367498034764e-06,"Forward","min"
0.000192546732985499,1.94602046946032e-06,"Forward","min"
0.000239541926990017,2.01219326622159e-06,"Forward","min"
0.000298007314361507,2.12418411161481e-06,"Forward","min"
0.000370742443833889,2.26621894046503e-06,"Forward","min"
0.000461230154549786,2.43820506139225e-06,"Forward","min"
0.000573803347860906,2.63333671468896e-06,"Forward","min"
0.00071385246339275,2.85287107304946e-06,"Forward","min"
0.000888083594129578,3.09569059248823e-06,"Forward","min"
0.00110483960006759,3.36529001766405e-06,"Forward","min"
0.00137449959659924,3.6556164551307e-06,"Forward","min"
0.0017099759466767,3.97432135531393e-06,"Forward","min"
0.00212733255466019,4.34084813238647e-06,"Forward","min"
0.0026465540681507,4.81123033774182e-06,"Forward","min"
0.00329250282016383,5.50189199881544e-06,"Forward","min"
0.00409610933373514,6.60616781257739e-06,"Forward","min"
0.00509585339491897,8.13234383601427e-06,"Forward","min"
0.00633960661368086,9.87457146953105e-06,"Forward","min"
0.00788692470162109,1.21311461778443e-05,"Forward","min"
0.0098118992296471,1.53227622523971e-05,"Forward","min"
0.0122067054187751,1.52683836602012e-05,"Forward","min"
0.0151860158459977,1.51628768574271e-05,"Forward","min"
0.0188924914105148,1.50293671802379e-05,"Forward","min"
0.0235036124890153,1.48620378304078e-05,"Forward","min"
