"value","metric","direction","branch"
1e-04,0.25430052934232,"Forward","max"
0.000124407162498082,0.24893380975816,"Forward","max"
0.000154771420808241,0.24650996660276,"Forward","max"
0.000192546732985499,0.244195964194473,"Forward","max"
0.000239541926990017,0.240860379099969,"Forward","max"
0.000298007314361507,0.228840764845897,"Forward","max"
0.000370742443833889,0.230536928551657,"Forward","max"
0.000461230154549786,0.223014784357007,"Forward","max"
0.000573803347860906,0.213791749875867,"Forward","max"
0.00071385246339275,0.202917784267614,"Forward","max"
0.000888083594129578,0.190208620813941,"Forward","max"
0.00110483960006759,0.176571354333324,"Forward","max"
0.00137449959659924,0.161793628069968,"Forward","max"
0.0017099759466767,0.14646831161462,"Forward","max"
0.00212733255466019,0.138643349326247,"Forward","max"
0.0026465540681507,0.131762911856108,"Forward","max"
0.00329250282016383,0.124249528829042,"Forward","max"
0.00409610933373514,0.117447828700169,"Forward","max"
0.00509585339491897,0.111686425326005,"Forward","max"
0.00633960661368086,0.106708950278422,"Forward","max"
0.00788692470162109,0.102284288716005,"Forward","max"
0.0098118992296471,0.097532789897812,"Forward","max"
0.0122067054187751,0.0872362387687446,"Forward","max"
0.0151860158459977,0.0869496198438605,"Forward","max"
0.0188924914105148,0.0869496197716493,"Forward","max"
0.0235036124890153,0.0869496197716492,"Forward","max"
0.0292401773821287,0.0869496197716492,"Forward","max"
0.0363768749905122,0.0869496197716492,"Forward","max"
0.0452554379811705,0.0869496197716492,"Forward","max"
0.0563010062684534,0.0869496197716492,"Forward","max"
0.0700424843564501,0.0869496197716493,"Forward","max"
0.0871378673310223,0.0869496197716493,"Forward","max"
0.108405748207868,0.0869496197716494,"Forward","max"
0.134864515330223,0.0869496197716494,"Forward","max"
0.167781116739121,0.0869496197716494,"Forward","max"
0.208731726542735,0.0869496197716497,"Forward","max"
0.259677218225072,0.0869496197716496,"Forward","max"
0.323057058847764,0.0869496197716498,"Forward","max"
0.401906120162261,0.0869496197716498,"Forward","max"
0.5,0.0869496197716497,"Forward","max"
