"fish_level","mean_total","min_total","mean_selected","mean_juvenile","mean_yield","rel_amplitude","knife_edge_size","theta","interaction_resource","total_unfished_ref","fraction_of_unfished"
70,0.000182408808999229,3.00094321167412e-06,3.5443380214951e-08,0.000182373365619014,0.000833528982052411,1.99011363714948,5,1,0.7,0.638857029889724,0.000285523678170554
85,7.53870311480489e-05,2.18508972223929e-07,5.77712773392171e-09,7.53812540203149e-05,0.000350424766810777,1.99847661804128,5,1,0.7,0.638857029889724,0.000118002976598789
100,4.15606050424472e-05,3.29791675248215e-08,1.39389789802199e-09,4.15592111445492e-05,0.000195379019142528,1.99960638220904,5,1,0.7,0.638857029889724,6.50546258364273e-05
1,0.664285994006539,0.466487516183261,0.00477789019250329,0.659508103814036,0.0104846985165045,0.450235800161056,7,1,0.7,0.638857029889724,1.0398038417472
5,0.617352026748311,0.436651478010387,0.00114030347660113,0.616211723271709,0.0238761508113086,0.469187847022348,7,1,0.7,0.638857029889724,0.966338316500758
9,0.444195486755213,0.0182786562111193,0.00167893363754412,0.442516553117669,0.070828920607358,1.88502112320713,7,1,0.7,0.638857029889724,0.695297172877455
20,0.267991526809117,0.00658444733700713,0.000714657017398258,0.267276869791719,0.145267120439234,1.93723359436254,7,1,0.7,0.638857029889724,0.419485916677439
50,0.0660326673608056,0.00468726181079141,0.000182293113661746,0.0658503742471438,0.186811067063355,1.88065374847212,7,1,0.7,0.638857029889724,0.103360633555529
70,0.0368918005481767,0.00383351169341575,5.80998849944868e-05,0.0368337006631822,0.123961253591342,1.83754073950584,7,1,0.7,0.638857029889724,0.0577465674198572
85,0.0293751794239436,0.0042984686975325,2.89270751880078e-05,0.0293462523487556,0.1032009079962,1.76275229585241,7,1,0.7,0.638857029889724,0.0459808345992752
100,0.024484015062823,0.00323091771373958,1.58987197808928e-05,0.0244681163430421,0.090285145947441,1.77839000113978,7,1,0.7,0.638857029889724,0.0383247172955885
1,0.664623085820013,0.441098532796155,0.00574291492275412,0.658880170897259,0.00574291492275412,0.50507533816367,10,1,0.7,0.638857029889724,1.04033149002796
5,0.659121269903003,0.493466824513951,0.00294466382574391,0.656176606077259,0.0147233191287195,0.391675080067362,10,1,0.7,0.638857029889724,1.0317195226243
9,0.604791918246363,0.417875401441193,0.00178349251723368,0.60300842572913,0.0160514326551031,0.501153074379147,10,1,0.7,0.638857029889724,0.946678035852183
20,0.436177979408185,0.0163201507741913,0.00266053786409109,0.433517441544093,0.0532107572818218,1.89576957410805,10,1,0.7,0.638857029889724,0.682747405133
50,0.379489315428934,0.0104281655684991,0.00116935850927125,0.378319956919663,0.0584679254635626,1.92092152051582,10,1,0.7,0.638857029889724,0.59401289752488
