"fish_level","mean_total","min_total","mean_selected","mean_juvenile","mean_yield","rel_amplitude","knife_edge_size","theta","interaction_resource","total_unfished_ref","fraction_of_unfished"
20,0.103470673371888,0.00405395479583248,0.000375819675638662,0.103094853696249,0.222158556413969,1.92467223906974,5,0.7,0.7,0.588454499250968,0.175834620184897
50,0.00303661012293602,0.000501246981937422,2.16134812949521e-06,0.00303444877480653,0.0126536505410475,1.88291352861088,5,0.7,0.7,0.588454499250968,0.0051603142244664
70,0.000874216522194373,1.09887026424196e-05,1.44384055797583e-07,0.000874072138138576,0.00376769669445823,1.99379507327237,5,0.7,0.7,0.588454499250968,0.0014856144753879
85,0.000548203304673233,1.1661849500974e-06,3.55562124657951e-08,0.000548167748460767,0.00238777328513707,1.99901613584071,5,0.7,0.7,0.588454499250968,0.000931598458965018
100,0.000409694252829259,2.3245583146749e-07,1.16346151691211e-08,0.00040968261821409,0.00179663599292548,1.9997419270099,5,0.7,0.7,0.588454499250968,0.00069622078402111
1,0.610321403678372,0.0676466820282096,0.01109627103243,0.599225132645942,0.0180493645615941,1.67274016018625,7,0.7,0.7,0.588454499250968,1.03715988994092
5,0.586276274085909,0.0319855359504588,0.00286358823736271,0.583412685848546,0.0336156515949189,1.83111929206022,7,0.7,0.7,0.588454499250968,0.996298396617187
9,0.487949574998252,0.0243495552998652,0.000951575510002754,0.486997999488249,0.0317493239111056,1.85304339041581,7,0.7,0.7,0.588454499250968,0.829205275207094
20,0.279165522984961,0.00682333519526688,0.000460677193936167,0.278704845791025,0.09106491620635,1.93769703516483,7,0.7,0.7,0.588454499250968,0.474404602803284
50,0.072787738349382,0.0019837292793472,0.000151039100230937,0.0726366992491511,0.1689650507906,1.95494195988153,7,0.7,0.7,0.588454499250968,0.123693061132224
70,0.048771440294994,0.00152265009227241,5.6530430292e-05,0.048714909864702,0.133547552600839,1.95029505451894,7,0.7,0.7,0.588454499250968,0.0828805631651626
85,0.0395453184795254,0.00135543167363692,3.06194824411049e-05,0.0395146989970843,0.12005518546585,1.94625487775373,7,0.7,0.7,0.588454499250968,0.0672019986759586
100,0.0331134313179142,0.00125069993496089,1.73221055493301e-05,0.0330961092123648,0.10671017659871,1.94257954527721,7,0.7,0.7,0.588454499250968,0.0562718636021368
1,0.606336423242621,0.0671062057124742,0.0131132980110196,0.593223125231601,0.0131132980110196,1.67508063893139,10,0.7,0.7,0.588454499250968,1.03038794675615
5,0.606587173219826,0.052181324385404,0.00650336130107612,0.60008381191875,0.0325168065053806,1.7409549852171,10,0.7,0.7,0.588454499250968,1.03081406292575
9,0.574397997666164,0.0337538697574599,0.00400081858776679,0.570397179078398,0.0360073672899011,1.82098041421425,10,0.7,0.7,0.588454499250968,0.976112848822303
20,0.483412836902666,0.018293716611743,0.00179676479896955,0.481616072103697,0.0359352959793911,1.88862286611176,10,0.7,0.7,0.588454499250968,0.821495693410438
50,0.341566973028779,0.0122427029761671,0.00150276727721615,0.340064205751563,0.0751383638608076,1.91269038348092,10,0.7,0.7,0.588454499250968,0.58044755110812
70,0.320194294272536,0.0113493461735278,0.00107533613198374,0.319118958140552,0.0752735292388619,1.91556120106718,10,0.7,0.7,0.588454499250968,0.544127531831441
85,0.314048733687715,0.0109764129368337,0.000891048682470527,0.313157685005245,0.0757391380099948,1.91659526654855,10,0.7,0.7,0.588454499250968,0.533683970617035
100,0.31037271241759,0.0105131856059444,0.000764431409375357,0.309608281008215,0.0764431409375357,1.91881492133099,10,0.7,0.7,0.588454499250968,0.527437062360229
1,0.597612652118766,0.0777986474160557,0.0161319151615,0.581480736957266,0.00298424399592931,1.62528574849362,15,0.7,0.7,0.588454499250968,1.01556306032064
5,0.613365504141288,0.070670080907298,0.0151381309084003,0.598227373232887,0.00915780458973024,1.66297122328121,15,0.7,0.7,0.588454499250968,1.04233293299997
9,0.618313011442153,0.0668473651294475,0.0146502245974299,0.603662786844723,0.0117776851853265,1.68146239904862,15,0.7,0.7,0.588454499250968,1.05074056231908
20,0.621895195477102,0.0621764667795265,0.0140697610891515,0.607825434387951,0.0145325063630726,1.7031404948786,15,0.7,0.7,0.588454499250968,1.05682800670009
50,0.623045434414062,0.058865503990622,0.0136448070849501,0.609400627329112,0.0163178250664114,1.71806312615306,15,0.7,0.7,0.588454499250968,1.05878268448474
70,0.623150275028836,0.0581566630113474,0.013548824071058,0.609601450957778,0.0166969331023864,1.72121956507421,15,0.7,0.7,0.588454499250968,1.05896084713777
85,0.623180856646397,0.0578378198974336,0.0135047259507292,0.609676130695668,0.0168683699053601,1.72263709168172,15,0.7,0.7,0.588454499250968,1.0590128165213
100,0.623196143800073,0.057612726906158,0.0134731976804242,0.609722946119649,0.0169899139500525,1.72363630401461,15,0.7,0.7,0.588454499250968,1.0590387950017
1,0.402396913287899,0.104364023854457,0.0103250622760314,0.392071851011868,0.0592766784239539,1.38545184489329,3,0.7,1,0.384872475884938,1.04553310122442
5,0.419601390721465,0.0350947320361982,0.00169738476277813,0.417904005958686,0.11082486182979,1.77774107736833,3,0.7,1,0.384872475884938,1.09023486222722
9,0.368793508531857,0.0154015819785256,0.000464366936493647,0.368329141595363,0.127084064332852,1.87855489376379,3,0.7,1,0.384872475884938,0.958222610447497
20,0.0577394077703125,0.0131210787678532,0.000364868101601729,0.0573745396687108,0.271798135110043,1.6006792601956,3,0.7,1,0.384872475884938,0.150022179781893
50,1.06380578708157e-08,6.55930556156292e-14,4.59169787366032e-12,1.0633466172942e-08,9.24838848552296e-08,1.99999782643216,3,0.7,1,0.384872475884938,2.76404745399254e-08
70,8.08876576724053e-13,3.70735007154206e-23,5.31248385945308e-17,8.08823451885458e-13,8.40095897926953e-12,1.99999999998976,3,0.7,1,0.384872475884938,2.1016742620116e-12
85,3.42079914334589e-15,1.28017227279018e-28,6.64365981397411e-20,3.42073270674775e-15,3.95821540194253e-14,1.99999999999999,3,0.7,1,0.384872475884938,8.8881366106538e-15
100,4.43906354520387e-17,5.03767171995964e-33,2.87257929455816e-22,4.43903481941092e-17,5.62822315749219e-16,2,3,0.7,1,0.384872475884938,1.15338555582524e-16
1,0.409922175759941,0.0988415770918916,0.0112851865797335,0.398636989180208,0.0342879443977292,1.42108660625476,5,0.7,1,0.384872475884938,1.06508571395605
5,0.480954258326164,0.16103464901437,0.00110700421985362,0.479847254106311,0.0657129576118025,1.16904910835115,5,0.7,1,0.384872475884938,1.249645761808
9,0.388973868214552,0.0273002519268807,0.00100061189020921,0.387973256324343,0.0904127309214609,1.80804499579031,5,0.7,1,0.384872475884938,1.010656496857
20,0.216124527733496,0.00469913774025404,0.000256296720711154,0.215868231012785,0.17404721024719,1.94314772473236,5,0.7,1,0.384872475884938,0.561548412202148
50,0.0242115815619028,0.016309213470603,5.98246958728595e-05,0.0241517568660299,0.138372786050082,0.619116833471775,5,0.7,1,0.384872475884938,0.0629080619658058
70,0.00100455209040346,0.000376763528103118,1.00242267812159e-06,0.00100354966772534,0.00681459573431773,1.54184790706082,5,0.7,1,0.384872475884938,0.00261009075303109
85,6.28456725985578e-05,2.00528549176518e-06,3.10591955433647e-08,6.28146134030144e-05,0.000475884949014822,1.98008403237458,5,0.7,1,0.384872475884938,0.00016328959989684
100,8.62871540038651e-06,2.65102994039174e-08,2.21921897839183e-09,8.62649618140812e-06,7.1015183130394e-05,1.99864480695548,5,0.7,1,0.384872475884938,2.24196738947011e-05
1,0.403698218332896,0.102305273398007,0.0126764814572267,0.391021736875669,0.0235673646604378,1.39822129273425,7,0.7,1,0.384872475884938,1.04891423426597
5,0.482357484200959,0.206249597611169,0.00209951183866843,0.480257972362291,0.0392558410447007,0.992819965109096,7,0.7,1,0.384872475884938,1.25329171199337
9,0.402449380379879,0.0314437507578347,0.00199501117428064,0.400454369205599,0.0693496877372112,1.79426672145503,7,0.7,1,0.384872475884938,1.04566942453998
20,0.325481099306027,0.0174443621185288,0.000472881433969876,0.325008217872057,0.0849980095742734,1.8498153442935,7,0.7,1,0.384872475884938,0.845685570415623
50,0.14500652895244,0.00744266136176151,0.000183165246346592,0.144823363706093,0.223859437383352,1.88004377214784,7,0.7,1,0.384872475884938,0.376765131408854
70,0.0890149532648738,0.0178520062499493,0.000145700545193847,0.0888692527196799,0.276228173886536,1.58800564270879,7,0.7,1,0.384872475884938,0.23128427944919
85,0.0707610191934679,0.0253649802074515,0.000106493967802792,0.0706545252256651,0.272548588725709,1.29346228676813,7,0.7,1,0.384872475884938,0.183855753859163
100,0.0602541645138072,0.0290311014296643,7.18281838048475e-05,0.0601823363300024,0.265315945620345,1.07380571542574,7,0.7,1,0.384872475884938,0.15655617974568
1,0.394942726789788,0.106923591479391,0.0147189651578199,0.380223761631968,0.0147189651578199,1.36368348237646,10,0.7,1,0.384872475884938,1.02616516258196
5,0.454351267202577,0.125052945932957,0.0065496485061108,0.447801618696466,0.032748242530554,1.31262509015254,10,0.7,1,0.384872475884938,1.18052418832468
9,0.439801691374697,0.0596315995180902,0.0053167087976011,0.434484982577096,0.0478503791784099,1.63767338960848,10,0.7,1,0.384872475884938,1.14272056052712
20,0.390682705944311,0.0450708643534259,0.00288096638463055,0.38780173955968,0.0576193276926111,1.70001658951864,10,0.7,1,0.384872475884938,1.01509650708592
50,0.372477304125401,0.0236936954317127,0.00126258075885501,0.371214723366546,0.0631290379427505,1.81863379409827,10,0.7,1,0.384872475884938,0.967794081062728
70,0.361563732340849,0.0263779783335584,0.000921442166378201,0.360642290174471,0.0645009516464741,1.79157703856427,10,0.7,1,0.384872475884938,0.939437748853058
85,0.354398070628439,0.0264194993512306,0.000762604232144169,0.353635466396295,0.0648213597322543,1.78737943286326,10,0.7,1,0.384872475884938,0.920819473550481
100,0.348233176992896,0.019910238981304,0.000636438781344003,0.347596738211552,0.0636438781344003,1.83530828788015,10,0.7,1,0.384872475884938,0.904801457137725
1,0.387023377095447,0.121996006291164,0.0179963475062004,0.369027029589247,0.00327126661404718,1.2661996035322,15,0.7,1,0.384872475884938,1.0055886075136
5,0.394647232588114,0.11379905368068,0.0164488706244602,0.378198361963654,0.00995239121798944,1.32892432354293,15,0.7,1,0.384872475884938,1.02539739086486
9,0.400192572446773,0.110270229134077,0.0157550125472646,0.384437559899508,0.0127544848370754,1.35455391731089,15,0.7,1,0.384872475884938,1.03980564348388
20,0.408106729099674,0.107287486550166,0.0150213341872337,0.39308539491244,0.0156497745176304,1.3767065003934,15,0.7,1,0.384872475884938,1.06036870566364
50,0.41419880646148,0.10434599077046,0.0145586245480552,0.399640181913425,0.0175094281874174,1.39511042629504,15,0.7,1,0.384872475884938,1.07619752623025
70,0.415527327589729,0.101448534137036,0.0144610306177528,0.401066296971976,0.0178826190465696,1.41013804072923,15,0.7,1,0.384872475884938,1.07964937382001
85,0.416125345921508,0.100754287285986,0.0144166842317169,0.401708661689791,0.0180483026835273,1.41388963116884,15,0.7,1,0.384872475884938,1.08120318285871
100,0.416547323855736,0.100459628362135,0.0143851362990035,0.402162187556733,0.0181649424700272,1.41556510755009,15,0.7,1,0.384872475884938,1.08229959260653
1,0.3233106393833,0.141176002082851,0.0115831163522192,0.311727523031081,0.0717282280435397,1.01106839189191,3,0.7,1.3,0.281003462090802,1.15055749483552
5,0.37263104255704,0.0532672060649267,0.00231444317905994,0.37031659937798,0.116551178298299,1.62802970741743,3,0.7,1.3,0.281003462090802,1.32607278139737
9,0.366249325378785,0.0197062380915613,0.000627769648831238,0.365621555729953,0.124019721545562,1.8439143242075,3,0.7,1.3,0.281003462090802,1.30336232391484
20,0.119460346142983,0.00369333409398665,0.000258583070465472,0.119201763072518,0.276349072911164,1.93084097906179,3,0.7,1.3,0.281003462090802,0.425120549242134
50,1.71515745618616e-06,1.81086471001411e-08,2.94304024272504e-09,1.71221441594344e-06,1.75406728094886e-05,1.99263144332672,3,0.7,1.3,0.281003462090802,6.10368798812855e-06
70,8.10016522221491e-13,9.25012976924635e-21,2.84012803551351e-16,8.09732509417939e-13,1.00094279321826e-11,1.99999999707579,3,0.7,1.3,0.281003462090802,2.88258556031507e-12
85,1.27051574941804e-16,1.85802358985808e-28,1.53102208438173e-20,1.2703626472096e-16,1.75104034321289e-15,1.9999999999997,3,0.7,1.3,0.281003462090802,4.52135265510534e-16
100,7.62706578005546e-20,4.75022084765742e-35,3.43801126312331e-24,7.62672197892915e-20,1.14969820754962e-18,2,3,0.7,1.3,0.281003462090802,2.71422484381736e-19
1,0.331522873266772,0.143252996448738,0.0125722613023284,0.318950611964444,0.0369763586583004,1.00365108805876,5,0.7,1.3,0.281003462090802,1.17978216638358
5,0.361975138824179,0.0649705150359891,0.00355991536830646,0.358415223455873,0.0832823328482172,1.54251352520614,5,0.7,1.3,0.281003462090802,1.28815188300852
9,0.359268156181826,0.0394848535501473,0.00128485776558869,0.357983298416237,0.0945718927430402,1.70917960856991,5,0.7,1.3,0.281003462090802,1.27851861150997
20,0.279009224340611,0.0119229818115667,0.000164123605251057,0.27884510073536,0.108499440340938,1.86744099522915,5,0.7,1.3,0.281003462090802,0.99290315594209
50,0.0524231782660908,0.0462036253139195,0.000182235128420908,0.0522409431376699,0.329851396759126,0.256329833944444,5,0.7,1.3,0.281003462090802,0.186557054763799
70,0.0219345850243719,0.0206003637823147,4.13931380372494e-05,0.0218931918863346,0.167797154557822,0.0973683927164361,5,0.7,1.3,0.281003462090802,0.0780580597163035
85,0.00389365299520247,0.00364716015972265,4.83822520894681e-06,0.00388881476999352,0.0329746074206759,0.226535684041851,5,0.7,1.3,0.281003462090802,0.0138562456356651
100,9.90833896546744e-05,1.34337790683419e-05,7.1307814877184e-08,9.90120818397972e-05,0.000908651633049243,1.85916622485523,5,0.7,1.3,0.281003462090802,0.000352605583281593
1,0.313498341778244,0.15208003362425,0.0138619183331505,0.299636423445094,0.0265193638092281,0.92796974180308,7,0.7,1.3,0.281003462090802,1.11563871649717
5,0.358132800709111,0.081926279515955,0.00545440446664868,0.352678396242462,0.0671288148170661,1.43195628829502,7,0.7,1.3,0.281003462090802,1.27447825035474
9,0.356899072531263,0.0545355532906747,0.00259815165911481,0.354300920872149,0.0786026644351324,1.60509475752426,7,0.7,1.3,0.281003462090802,1.27008781271149
20,0.313487784990307,0.0297370243613136,0.000576696956648082,0.312911088033659,0.0868908132167637,1.7356877273968,7,0.7,1.3,0.281003462090802,1.11560114831969
50,0.17136254807636,0.0102186170227922,0.00017911136509091,0.171183436711269,0.180552879423794,1.84606580492018,7,0.7,1.3,0.281003462090802,0.609823618546687
70,0.121912106718468,0.0177521582907284,0.000135958067420496,0.121776148651047,0.275009568447047,1.66996593460622,7,0.7,1.3,0.281003462090802,0.433845568347743
85,0.100250616580446,0.0277731834165526,0.000119260451390663,0.100131356129055,0.32365286462952,1.40148552891193,7,0.7,1.3,0.281003462090802,0.356759364580538
100,0.0850395104073711,0.0486234038221725,0.000105702060010788,0.0849338083473603,0.367711766869812,0.831178011109419,7,0.7,1.3,0.281003462090802,0.302627981074097
1,0.285297812189944,0.158091273805739,0.0210441093610109,0.264253702828934,0.0210441093610109,0.854872021856783,10,0.7,1.3,0.281003462090802,1.01528219640851
5,0.342216639116702,0.120764142064101,0.00912480041854655,0.333091838698156,0.0456240020927327,1.1453119500195,10,0.7,1.3,0.281003462090802,1.2178378037425
9,0.349724871262272,0.0979246750914781,0.00638673493575485,0.343338136326517,0.0574806144217937,1.29539932730196,10,0.7,1.3,0.281003462090802,1.24455716189455
20,0.346068998785168,0.0784059427858973,0.00339387432588448,0.342675124459284,0.0678774865176896,1.40892142282457,10,0.7,1.3,0.281003462090802,1.23154709984798
50,0.315586188046499,0.0514572724206972,0.0014206137873995,0.314165574259099,0.0710306893699752,1.56314215295476,10,0.7,1.3,0.281003462090802,1.12306868284961
70,0.294633928586097,0.0740344527417748,0.00129913389702819,0.293334794689069,0.090939372791973,1.38528672895582,10,0.7,1.3,0.281003462090802,1.04850640057556
85,0.279192596638489,0.0519646772214983,0.00121247890561307,0.277980117732876,0.103060706977111,1.54168051708572,10,0.7,1.3,0.281003462090802,0.993555718357208
100,0.273774551434888,0.0499995423772583,0.00108321051953058,0.272691340915357,0.108321051953058,1.55261284045143,10,0.7,1.3,0.281003462090802,0.974274656254668
1,0.280598377738712,0.172639743346007,0.0268619708585689,0.253736406880143,0.0034775011574624,0.729325921886792,15,0.7,1.3,0.281003462090802,0.998558436436776
5,0.280011201025631,0.170258014936024,0.0255409181740619,0.254470282851569,0.0108038793783245,0.755414479696798,15,0.7,1.3,0.281003462090802,0.996468865337856
9,0.28000119630056,0.171104245271552,0.0248839862016245,0.255117210098936,0.0140327823149913,0.757264447049479,15,0.7,1.3,0.281003462090802,0.996433261772703
20,0.280301592930339,0.167183128308634,0.0240906105065868,0.256210982423752,0.0175752589962728,0.785024332248663,15,0.7,1.3,0.281003462090802,0.997502275754039
50,0.280756481758657,0.166163870022539,0.0234945135349882,0.257261968223669,0.0199858680144553,0.79513103950087,15,0.7,1.3,0.281003462090802,0.999121077262509
70,0.280887456595845,0.166034112957377,0.0233571646436979,0.257530291952147,0.0205125102147454,0.796807932677174,15,0.7,1.3,0.281003462090802,0.999587174143357
85,0.280951156759412,0.165991443428212,0.02329365204835,0.257657504711062,0.0207525911414717,0.797481280676253,15,0.7,1.3,0.281003462090802,0.99981386232397
100,0.280998067154202,0.165967200083326,0.0232480742572968,0.257749992896905,0.0209235544799312,0.797926739935292,15,0.7,1.3,0.281003462090802,0.999980801173906
1,0.263620564072514,0.256712340532555,0.00688170657973868,0.256738857492775,0.0699380790179666,0.0479968242487967,3,0.7,2,0.291997407748905,0.902818165766757
5,0.331785651839393,0.0991508001471123,0.00273606902246448,0.329049582816929,0.0864402036765556,1.19014355470641,3,0.7,2,0.291997407748905,1.13626231957752
9,0.316976347384723,0.0400856981321803,0.00125717980770579,0.315719167577017,0.127231807877507,1.65925940166918,3,0.7,2,0.291997407748905,1.08554507325386
20,0.213016272177301,0.00598063380752051,0.000180517808163944,0.212835754369137,0.16388844743877,1.91609402351923,3,0.7,2,0.291997407748905,0.729514257744638
50,0.0303855644799298,0.0303843806242028,0.000123262342792181,0.0302623021371376,0.349256903984769,0.000124631493151221,3,0.7,2,0.291997407748905,0.104061076138248
70,9.274158428716e-05,2.93651381008866e-05,2.49818110112151e-07,9.24917661770479e-05,0.00139745463645196,1.50456258416778,3,0.7,2,0.291997407748905,0.000317610984981451
85,2.96216006515276e-10,2.40562010089984e-15,3.59941587420282e-13,2.95856064927856e-10,5.01773269289627e-09,1.99999721057498,3,0.7,2,0.291997407748905,1.01444738430692e-09
100,7.67481845574105e-15,1.52875567243845e-24,4.36888158763163e-18,7.67044957415342e-15,1.43284132218472e-13,1.99999999995475,3,0.7,2,0.291997407748905,2.62838581852781e-14
1,0.264739987866448,0.262096739761243,0.00756689616302519,0.257173091703423,0.0307063740266701,0.0264718037101537,5,0.7,2,0.291997407748905,0.906651842930414
5,0.227577366202064,0.137818752054265,0.00346650265182809,0.224110863550236,0.113621967275419,0.744411316728582,5,0.7,2,0.291997407748905,0.779381460803114
9,0.295184528389978,0.0767240685503026,0.00179125975559263,0.293393268634385,0.100582071455597,1.34311096733534,5,0.7,2,0.291997407748905,1.01091489361376
20,0.267861810466612,0.0191066707982954,0.000354267257094654,0.267507543209517,0.101911192132536,1.79025259728498,5,0.7,2,0.291997407748905,0.917343111131153
50,0.100131052247915,0.00531668627755596,0.000123347610680353,0.100007704637234,0.30596673583305,1.87790643570084,5,0.7,2,0.291997407748905,0.342917606768686
70,0.0568455525156466,0.0269380824456956,0.000113705275900942,0.0567318472397456,0.425200962317592,1.00600229975344,5,0.7,2,0.291997407748905,0.194678277981596
85,0.0421649932240313,0.0420946642270506,8.1015539164229e-05,0.0420839776848671,0.397819701950626,0.00447657692359774,5,0.7,2,0.291997407748905,0.144401943664822
100,0.0299100474713765,0.0299095446046995,4.78746442580228e-05,0.0298621728271185,0.319289756584838,2.55146119883487e-05,5,0.7,2,0.291997407748905,0.102432578775141
1,0.270692611183933,0.269143664939379,0.00843198481106195,0.262260626372871,0.0174408948816588,0.0191070261059065,7,0.7,2,0.291997407748905,0.927037720200269
5,0.217261529494155,0.199875077909458,0.0040284980121401,0.213233031482015,0.0710639069638965,0.152756358285746,7,0.7,2,0.291997407748905,0.744052939267814
9,0.220387968930396,0.14150501213655,0.00263921365119489,0.217748755279202,0.0987784134108954,0.621207680037709,7,0.7,2,0.291997407748905,0.754760018691376
20,0.245445321164556,0.0692039868958647,0.000800594380687924,0.244644726783868,0.10081594441023,1.29974990021911,7,0.7,2,0.291997407748905,0.840573630624901
50,0.192503695140805,0.0286409440504439,0.000190652699728372,0.192313042441077,0.141013023162312,1.59761584083268,7,0.7,2,0.291997407748905,0.659265082607663
70,0.152943783363267,0.0237056407359019,0.00012596898672279,0.152817814376544,0.194365874834819,1.60544291456499,7,0.7,2,0.291997407748905,0.523784729947968
85,0.142293985244018,0.0248197758846188,8.7809445395954e-05,0.142206175798622,0.210234015436702,1.5459224202549,7,0.7,2,0.291997407748905,0.487312494795776
100,0.130570682056659,0.0266614572124485,6.11599524759896e-05,0.130509522104183,0.233881376493539,1.47056871070246,7,0.7,2,0.291997407748905,0.447163839786343
1,0.278840119815199,0.277628187544274,0.00946122614679065,0.269378893668408,0.00946122614679065,0.01546988967524,10,0.7,2,0.291997407748905,0.954940394727682
5,0.247116050507429,0.244185362608987,0.00627483466181367,0.240841215845615,0.0313741733090683,0.0199568932738168,10,0.7,2,0.291997407748905,0.846295357251698
9,0.231621497396282,0.225961036095239,0.0048660004714958,0.226755496924786,0.0437940042434622,0.0453187494279757,10,0.7,2,0.291997407748905,0.79323134812025
20,0.216260688011865,0.201740723945703,0.00301714513430638,0.213243542877559,0.0603429026861276,0.118413263010978,10,0.7,2,0.291997407748905,0.740625369516405
50,0.206299365358718,0.183600124138856,0.0014621545492639,0.204837210809454,0.073107727463195,0.213642234044816,10,0.7,2,0.291997407748905,0.706510947988001
70,0.204087064024507,0.177659718272706,0.0011000633408166,0.20298700068369,0.0770044338571619,0.249815471009064,10,0.7,2,0.291997407748905,0.698934506295363
85,0.203110942366865,0.175028594753,0.000928939209100763,0.202182003157764,0.0789598327735648,0.265978453967621,10,0.7,2,0.291997407748905,0.695591594229236
100,0.202433877642256,0.172536987732888,0.000804065447364763,0.201629812194891,0.0804065447364763,0.282500761364132,10,0.7,2,0.291997407748905,0.693272858834191
1,0.290218580628499,0.289161795328491,0.0108487378004542,0.279369842828045,0.00151441705350365,0.0134541186087785,15,0.7,2,0.291997407748905,0.993908072218451
5,0.286421722557068,0.285303282662686,0.010470437512806,0.275951285044262,0.00460275914127456,0.01426991280569,15,0.7,2,0.291997407748905,0.980905018182109
9,0.284722039947894,0.283562234071265,0.0103074819435491,0.274414558004345,0.0059208655275796,0.0146761364954742,15,0.7,2,0.291997407748905,0.975084135653469
20,0.282828562447795,0.281615672725792,0.0101304052206085,0.272698157227186,0.00734192064635374,0.015117152704053,15,0.7,2,0.291997407748905,0.968599566099593
50,0.281513091841933,0.280260561541963,0.0100100370228056,0.271503054819127,0.00829988571617925,0.015395313517605,15,0.7,2,0.291997407748905,0.964094489784006
70,0.281221838649026,0.279961529388983,0.00998366978898269,0.271238168860043,0.00850876658954412,0.0154478356247998,15,0.7,2,0.291997407748905,0.963097038487598
85,0.281088551897081,0.279824621913663,0.00997163673601236,0.271116915161069,0.00860397104401319,0.0154713439918412,15,0.7,2,0.291997407748905,0.962640572956031
100,0.280993434240596,0.279725243571355,0.00996306230617804,0.271030371934418,0.00867176416936162,0.0154938199697036,15,0.7,2,0.291997407748905,0.962314824665254
1,0.496547187663494,0.459862382529016,0.00717437792908659,0.489372809734407,0.0221747000450611,0.169465885326482,3,0.7,3,0.535400116180475,0.927431975932025
5,0.294012470651877,0.21814240224211,0.0013046629417601,0.292707807710117,0.0829920889758772,0.598726273569346,3,0.7,3,0.535400116180475,0.549145324714069
9,0.261615239145513,0.0814212947054074,0.000951689671948285,0.260663549473565,0.120459513986945,1.23292131271594,3,0.7,3,0.535400116180475,0.488635006304942
20,0.249958592409888,0.012418730070788,0.000244177900736239,0.249714414509152,0.117653288139388,1.84481067453055,3,0.7,3,0.535400116180475,0.466863164306133
50,0.0785589581974577,0.000759131975782242,9.18435240482012e-05,0.0784671146734095,0.277315339280004,1.9837502743493,3,0.7,3,0.535400116180475,0.146729438084352
70,0.0364194338249861,0.000125328847973852,8.14157785944475e-05,0.0363380180463917,0.396043863656511,1.99727015454493,3,0.7,3,0.535400116180475,0.0680228351177826
85,0.0242369879124433,4.42980241157951e-05,3.73759694426271e-05,0.0241996119430007,0.247632879718304,1.99902859310841,3,0.7,3,0.535400116180475,0.0452689253886404
100,0.013871374615474,2.39184325170548e-05,3.12728019334957e-06,0.0138682473352807,0.0618696735597875,1.99947307297934,3,0.7,3,0.535400116180475,0.0259084266070614
1,0.503608435720083,0.467823992935998,0.00801416061159594,0.495594275108487,0.0151545394218231,0.162606775082385,5,0.7,3,0.535400116180475,0.940620706832877
5,0.370564391098715,0.305719371033669,0.00244135858689075,0.368123032511824,0.041558036906001,0.383476289660368,5,0.7,3,0.535400116180475,0.692126093924499
9,0.25101978296152,0.1651670866539,0.000880758009405869,0.250139024952114,0.0739179702063866,0.772849942765456,5,0.7,3,0.535400116180475,0.468845215709488
20,0.247065226698435,0.0449892710854581,0.000456208926463414,0.246609017771972,0.104983427542476,1.49790546026646,5,0.7,3,0.535400116180475,0.461459045733851
50,0.146366872068588,0.00633446051294913,6.83163193351987e-05,0.146298555749253,0.161761432488188,1.89513853165042,5,0.7,3,0.535400116180475,0.273378483950964
70,0.107362396040838,0.00508770889950933,6.00466601027507e-05,0.107302349380735,0.23713213404951,1.91435459567177,5,0.7,3,0.535400116180475,0.200527405198858
85,0.0997499154993716,0.00476426956392797,4.81077484390922e-05,0.0997018077509325,0.248118116938974,1.91939428810456,5,0.7,3,0.535400116180475,0.186309103201142
100,0.0762052618581902,0.00415029174730134,4.34862026581419e-05,0.076161775655532,0.339554694714897,1.92944522853799,5,0.7,3,0.535400116180475,0.142333293466269
1,0.509196448780329,0.474587954912987,0.00857443409872215,0.500622014681607,0.012103619452798,0.156071431460405,7,0.7,3,0.535400116180475,0.951057785367919
5,0.410574164684619,0.358704463834523,0.00365307489395209,0.406921089790667,0.0340002943095838,0.284760251669509,7,0.7,3,0.535400116180475,0.766854829269818
9,0.329693189191821,0.260629035577564,0.00175582830316366,0.327937360888657,0.0417338825434155,0.465604202032442,7,0.7,3,0.535400116180475,0.615788415482313
20,0.209996706291709,0.144623530843832,0.000475651038452834,0.209521055253257,0.0756105317424073,0.777087681878451,7,0.7,3,0.535400116180475,0.392223871354041
50,0.165287212351634,0.070221110543997,0.000133444858322375,0.165153767493312,0.127782552128087,1.16557539023071,7,0.7,3,0.535400116180475,0.308717176848572
70,0.159475731591744,0.0553567204805012,7.21097699015407e-05,0.159403621821843,0.135239351738777,1.29143796756738,7,0.7,3,0.535400116180475,0.297862713832485
85,0.153975493336988,0.0546305936257324,4.99294269154866e-05,0.153925563910073,0.144867361211032,1.29138923981138,7,0.7,3,0.535400116180475,0.28758957774504
100,0.147463535408012,0.0426240195037986,3.63635207082478e-05,0.147427171887304,0.152402631725108,1.42064094834528,7,0.7,3,0.535400116180475,0.275426790079935
1,0.515917465462325,0.482674017869118,0.00920660164645044,0.506710863815875,0.00920660164645044,0.148750893181357,10,0.7,3,0.535400116180475,0.963611045030885
5,0.451152371379911,0.409054612293569,0.0053995348627689,0.445752836517143,0.0269976743138445,0.21458874061006,10,0.7,3,0.535400116180475,0.842645262385104
9,0.40516396663514,0.357335665609889,0.00369000162494352,0.401473965010197,0.0332100146244917,0.27318657559737,10,0.7,3,0.535400116180475,0.756749866857641
