"knife_edge_size","fraction_of_unfished_at_100","collapses_by_fish_level_100"
3,1.0802471429205e-13,TRUE
5,0.00105944015363986,TRUE
7,0.34031638228396,FALSE
10,0.838203440407781,FALSE
15,0.979948835759884,FALSE
20,0.999447846773599,FALSE
