"knife_edge_size","fraction_of_unfished_at_100","collapses_by_fish_level_100"
3,0.452900474625619,FALSE
5,0.512978809344476,FALSE
7,0.61046235577693,FALSE
10,0.911552055505953,FALSE
15,1.2070583404867,FALSE
20,1.13063056148454,FALSE
