"rel_amplitude","mean_yield","window","fish_level","schedule","mean_effort","resource_decrease","n_peaks","n_troughs"
0.627104928199358,1.63169082151062e-06,0.5,0.2,"Peaks only",0.0419161676646707,0.00627069725876087,35,35
0.651550337611711,1.22761772255674e-06,0.5,0.2,"Troughs only",0.0419161676646707,0.00627069725876087,35,35
0.716667144267406,2.99547027531063e-06,1.5,0.2,"Peaks only",0.0970059880239521,0.00627069725876087,35,35
0.700456406926545,2.92985906122647e-06,1.5,0.2,"Troughs only",0.0970059880239521,0.00627069725876087,35,35
0.616125984047607,5.17335618753858e-06,3,0.2,"Peaks only",0.153293413173653,0.00627069725876087,35,35
0.65043612811084,5.85212721518759e-06,3,0.2,"Troughs only",0.184431137724551,0.00627069725876087,35,35
0.80597416707023,3.36638285281098e-06,0.5,0.6,"Peaks only",0.125748502994012,0.00627069725876087,35,35
0.690362282618095,3.76732732174402e-06,0.5,0.6,"Troughs only",0.125748502994012,0.00627069725876087,35,35
0.883973572232145,7.82830222086852e-06,1.5,0.6,"Peaks only",0.291017964071856,0.00627069725876087,35,35
0.716827941243707,8.63019819903795e-06,1.5,0.6,"Troughs only",0.291017964071856,0.00627069725876087,35,35
0.719006550052843,1.37029498708455e-05,3,0.6,"Peaks only",0.459880239520958,0.00627069725876087,35,35
0.617927145166846,1.65208143659319e-05,3,0.6,"Troughs only",0.553293413173653,0.00627069725876087,35,35
0.907303832739053,5.41392986302983e-06,0.5,1,"Peaks only",0.209580838323353,0.00627069725876087,35,35
0.719223573216186,6.11703051828879e-06,0.5,1,"Troughs only",0.209580838323353,0.00627069725876087,35,35
0.998190590098853,1.21997336440012e-05,1.5,1,"Peaks only",0.48502994011976,0.00627069725876087,35,35
0.754122645380439,1.36186907148672e-05,1.5,1,"Troughs only",0.48502994011976,0.00627069725876087,35,35
0.776129377250242,2.12913331367676e-05,3,1,"Peaks only",0.766467065868264,0.00627069725876087,35,35
0.563755773032787,2.55824496791212e-05,3,1,"Troughs only",0.922155688622755,0.00627069725876087,35,35
0.363071573189636,6.51106070326384e-06,NA,0.2,"Constant",0.2,0.00830527963685567,18,18
0.154329358435742,1.80864195749907e-05,NA,0.6,"Constant",0.6,0.00830527963685567,18,18
0.00983404217373926,2.81473379804844e-05,NA,1,"Constant",1,0.00830527963685567,18,18
0.465364027291488,6.78602498475419e-07,0.5,0.2,"Peaks only",0.0215568862275449,0.00830527963685567,18,18
0.503507459082303,6.02820769940094e-07,0.5,0.2,"Troughs only",0.0215568862275449,0.00830527963685567,18,18
0.535319487702641,1.41479648348072e-06,1.5,0.2,"Peaks only",0.0502994011976048,0.00830527963685567,18,18
0.546538852153374,1.61170813824512e-06,1.5,0.2,"Troughs only",0.0502994011976048,0.00830527963685567,18,18
0.549954152073456,3.00429084984379e-06,3,0.2,"Peaks only",0.107784431137725,0.00830527963685567,18,18
0.55178627345998,3.4115634008427e-06,3,0.2,"Troughs only",0.106187624750499,0.00830527963685567,18,18
0.54718690297712,1.86316900151407e-06,0.5,0.6,"Peaks only",0.0646706586826347,0.00830527963685567,18,18
0.552497898908927,2.19926512450096e-06,0.5,0.6,"Troughs only",0.0646706586826347,0.00830527963685567,18,18
0.684485931774173,4.03234201615072e-06,1.5,0.6,"Peaks only",0.150898203592814,0.00830527963685567,18,18
0.684424225667689,4.85025290698195e-06,1.5,0.6,"Troughs only",0.150898203592814,0.00830527963685567,18,18
0.70366217354979,8.24583321415502e-06,3,0.6,"Peaks only",0.323353293413174,0.00830527963685567,18,18
0.70365657597084,9.43568698087094e-06,3,0.6,"Troughs only",0.318562874251497,0.00830527963685567,18,18
0.619100197674827,3.08572250245494e-06,0.5,1,"Peaks only",0.107784431137725,0.00830527963685567,18,18
0.619112314455624,3.71035713397872e-06,0.5,1,"Troughs only",0.107784431137725,0.00830527963685567,18,18
0.791164132012518,6.45100737033901e-06,1.5,1,"Peaks only",0.251497005988024,0.00830527963685567,18,18
0.791161544589621,7.74182897817861e-06,1.5,1,"Troughs only",0.251497005988024,0.00830527963685567,18,18
0.804661465851151,1.27915424115533e-05,3,1,"Peaks only",0.538922155688623,0.00830527963685567,18,18
0.804646797605746,1.46377434756767e-05,3,1,"Troughs only",0.530938123752495,0.00830527963685567,18,18
0.0435474089728093,6.51715107484055e-06,NA,0.2,"Constant",0.2,0.011,18,19
0.00176906911950427,1.8007725505302e-05,NA,0.6,"Constant",0.6,0.011,18,19
2.80394976389578e-05,2.77791726804181e-05,NA,1,"Constant",1,0.011,18,19
