"tau","max_N","min_N","max_P","min_P","rel_amplitude_P","t_max"
10,0.599990239374985,0.599499417978024,0.0667782581863723,0.066668843685647,0.00164053246570748,300
10,0.599999999999998,0.599999999999972,0.0666666666666725,0.0666666666666664,9.18015663486926e-14,1500
10,0.599999999999998,0.599999999999998,0.0666666666666664,0.0666666666666663,1.04083408558609e-15,3000
