"t","selected_biomass","total_biomass","on_frac","schedule","trigger","panel"
30,0.00913597787299276,0.65401135376452,0.999948599081531,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
30.2,0.00897216513421532,0.655836330687449,0.999951464633655,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
30.4,0.00880962861725004,0.657041971240978,0.999954149955306,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
30.6,0.00864912664265719,0.657741051611581,0.99995665584263,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
30.8,0.00849159163500576,0.658023501228094,0.999958982184698,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
31,0.00833821184546325,0.657958158388781,0.999961127151804,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
31.2,0.00819046527713089,0.657604582554105,0.999963087211037,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
31.4,0.00805015549542695,0.657004268000131,0.999964857041942,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
31.6,0.00791942020364637,0.656184411086805,0.999966429652269,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
31.8,0.00780063317626653,0.655172903697589,0.999967797435861,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
32,0.00769640928874694,0.653976581027546,0.999968951555908,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
32.2,0.00760954819821031,0.652594776951008,0.999969881746092,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
32.4,0.00754278952950386,0.651032488560051,0.999970577677121,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
32.6,0.00749896197047762,0.649268947078137,0.999971025794011,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
32.8,0.00748110621916185,0.647283799924313,0.999971206398382,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
33,0.0074921087057739,0.645063579193188,0.999971095245835,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
33.2,0.00753510477148472,0.642565257334998,0.999970656748327,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
33.4,0.00761413851492691,0.639752653796247,0.999969833293541,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
33.6,0.00773364397727867,0.63659358908234,0.999968544066205,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
33.8,0.00789888876747676,0.633021876411779,0.999966670148649,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
34,0.00811762947376978,0.628979505285361,0.999964016792432,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
34.2,0.00839968002597693,0.624403098953073,0.999960281346677,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
34.4,0.00875691014037146,0.619186857993958,0.999954988620333,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
34.6,0.00920671971219815,0.6132251658935,0.999947309873185,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
34.8,0.0097732405082457,0.606385338233324,0.999935748280711,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
35,0.0104863297167133,0.598472633948701,0.999917523819518,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
35.2,0.0113879222590735,0.589264734486539,0.999886906959895,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
35.4,0.012540643545762,0.578461464497475,0.999830673261364,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
35.6,0.0140274903632483,0.565646803516592,0.999715025765463,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
35.8,0.0159603007510128,0.550297222116459,0.999439415011271,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
36,0.0185134263944098,0.531689643919386,0.99863042009727,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
36.2,0.0219573685620369,0.508844443582222,0.995439872870642,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
36.4,0.0267678135056223,0.480566417462216,0.97590232669065,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
36.6,0.0361944973653155,0.447912825166413,0.598707579255618,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
36.8,0.0795790901101683,0.440343021118262,3.76283135995007e-07,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
37,0.116627270970732,0.422885143708004,8.72896667621178e-13,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
37.2,0.145080019141587,0.396587671791693,4.10833242457004e-17,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
37.4,0.163627222727796,0.368007646341852,6.20689390317828e-20,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
37.6,0.167892454507793,0.345561250006697,1.39375806823009e-20,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
37.8,0.156042544723598,0.338791926969922,8.83906547771583e-19,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
38,0.133359360581365,0.353211629439891,2.49015903303344e-15,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
38.2,0.108570036095536,0.385099229450349,1.46677902336111e-11,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
38.4,0.0874081679967838,0.424938374725248,2.42556433378286e-08,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
38.6,0.0715801541472077,0.465119007501819,6.19508925049438e-06,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
38.8,0.0605680881664878,0.50208835266237,0.000292898211113031,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
39,0.053089330462227,0.534608929785191,0.00400427898244359,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
39.2,0.0475012821515293,0.562035767520252,0.0276663885285372,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
39.4,0.0391245107052808,0.580826105032099,0.348420575973039,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
39.6,0.0153235951798677,0.579310409418187,0.9995514040051,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
39.8,0.0108630633540289,0.592852678438165,0.999905893454278,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
40,0.0102546905551201,0.606816233740278,0.999923949514263,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
40.2,0.0100693071598763,0.618399823702949,0.999928729527689,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
40.4,0.00990882562023413,0.627667644958169,0.999932624166769,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
40.6,0.00974423313458773,0.634981202535602,0.999936397617158,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
40.8,0.00957727888215946,0.640677413592226,0.999940009378727,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
41,0.00940966509466136,0.645042745534812,0.999943429118988,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
41.2,0.00924232498774498,0.648316918018579,0.999946648816064,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
41.4,0.00907595675794371,0.650698124609148,0.999949668148847,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
41.6,0.0089112310220923,0.652348733871192,0.999952489296422,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
41.8,0.0087488841995685,0.653401886274842,0.999955114947514,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
42,0.0085898009001902,0.653963487378218,0.999957547011436,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
42.2,0.00843509226733244,0.654118153336923,0.999959785743228,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
42.4,0.00828614641927021,0.653935985602065,0.999961829470428,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
42.6,0.00814468899519146,0.653465842901495,0.999963674204757,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
42.8,0.00801278943614366,0.652746316377138,0.999965313888541,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
43,0.00789281373737387,0.651809054696685,0.999966740978068,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
43.2,0.00778745102996452,0.650663629185748,0.999967945745311,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
43.4,0.00769958894109294,0.649319263036103,0.999968916965475,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
43.6,0.00763216587296024,0.647779006297895,0.999969642252542,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
43.8,0.00758836011104896,0.64602235179226,0.999970104387805,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
44,0.00757147986268492,0.644037655257995,0.99997028058483,"Threshold (troughs)","selected-biomass trigger","Troughs
(selected-biomass trigger)"
20.2,0.0329822593738272,0.716935762823098,0.999848538642246,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
20.4,0.0100429121709847,0.692125894234861,0.995203266674929,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
20.6,0.00722996740676938,0.686591578222216,0.989678887042642,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
20.8,0.00699338292292717,0.683461844902798,0.984120388394316,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
21,0.00705170997012527,0.680478786252839,0.976123420254491,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
21.2,0.00716582785221236,0.677352782869413,0.963551810276381,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
21.4,0.00732989124842675,0.674052915029882,0.943455997583732,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
21.6,0.00757197803129479,0.670548665844114,0.910993261372369,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
21.8,0.00794279390962483,0.666853785809375,0.859425992547933,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
22,0.00851857026385,0.663034282536783,0.782084890053387,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
22.2,0.00940559995618207,0.659142786585768,0.675933202366849,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
22.4,0.0107290749855568,0.655255189212493,0.548094638691179,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
22.6,0.0125877902517207,0.651445250310019,0.416206968232665,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
22.8,0.0150272815285539,0.647689550701291,0.29689271634021,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
23,0.0180435289302333,0.643905582587542,0.199430782480804,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
23.2,0.0215840053690621,0.639972989775925,0.125834704552687,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
23.4,0.0255691730400085,0.635684562391442,0.0733475148501971,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
23.6,0.0299124862929779,0.630785040304818,0.0384324101427572,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
23.8,0.0345367034488807,0.624997787683828,0.0175195757121253,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
24,0.0394167338083612,0.617995875011881,0.00667123004814791,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
24.2,0.0446346817592319,0.609469889638479,0.00204093851546894,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
24.4,0.0504230635048437,0.59917064489945,0.000486081223977476,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
24.6,0.0571460359878017,0.586821169041827,8.68776685573102e-05,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
24.8,0.0652245000885437,0.572083303585363,1.1125222286404e-05,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
25,0.0750924718606707,0.554549124460669,9.64529794847764e-07,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
25.2,0.0871872137890564,0.533703786669091,5.269515928947e-08,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
25.4,0.101849101975999,0.509019637585334,1.68546244289576e-09,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
25.6,0.119042977325873,0.480131465249121,2.99944691793433e-11,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
25.8,0.137913671557484,0.44713335879779,3.00909409097337e-13,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
26,0.156229069424117,0.411263834383551,2.02262975382703e-15,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
26.2,0.169716649736795,0.37590582205372,1.46008422523821e-17,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
26.4,0.172515906528711,0.347534667183612,2.79263610461136e-19,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
26.6,0.161155566965264,0.335080605016674,4.91706252774976e-20,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
26.8,0.139090524767113,0.34508998631831,1.98585113028267e-19,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
27,0.1141494921764,0.375142478653258,1.31263590241171e-17,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
27.2,0.0921616065843087,0.415301299927479,3.55185052322493e-15,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
27.4,0.0752821110131226,0.456639411235778,1.13289971399501e-12,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
27.6,0.0633159389192998,0.494850601499878,2.33635678455332e-10,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
27.8,0.0551651847806002,0.528601107484421,2.58651711250874e-08,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
28,0.0496903545558134,0.557753623298801,1.50800637163295e-06,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
28.2,0.0459974735013838,0.582604640816043,4.82548871981881e-05,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
28.4,0.043444521246102,0.603586271514482,0.000899438921998166,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
28.6,0.0414485002560658,0.621012148760048,0.0101246702419187,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
28.8,0.0387513069354925,0.634351916376228,0.0616747201117325,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
29,0.0335914140322813,0.64241753051198,0.168347909962416,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
29.2,0.0272876939946418,0.646961338141982,0.27613878186662,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
29.4,0.0218999961744252,0.650396689508364,0.381167075923297,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
29.6,0.0178762918097212,0.653485963610057,0.486562405746522,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
29.8,0.0150459522241083,0.656327163772441,0.584791401121797,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
30,0.0131311454521427,0.658864513337009,0.667374971080375,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
30.2,0.0118639015597031,0.661014831188202,0.730315206209076,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
30.4,0.0110259484917179,0.662716214990599,0.774430497577411,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
30.6,0.0104616033613838,0.663946366011762,0.802985299577804,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
30.8,0.0100705075403984,0.664721957556365,0.819538374456466,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
31,0.00979246076664065,0.665083490162472,0.826875461099116,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
31.2,0.00959387953800831,0.66507985998365,0.82680297539736,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
31.4,0.0094570881284397,0.664767512217583,0.82047606276177,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
31.6,0.00937410132371856,0.664196744635671,0.808450964214062,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
31.8,0.00934433697674059,0.663406497728229,0.790802144758336,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
32,0.00937108269868658,0.662439050831649,0.767606631838717,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
32.2,0.00946070531732602,0.661322066484016,0.738670487227803,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
32.4,0.00962447892389646,0.660071207556969,0.703625709030187,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
32.6,0.00987509717895771,0.658711740820173,0.662628631502543,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
32.8,0.0102276494419991,0.657251409170599,0.61570811550575,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
33,0.0107032991418683,0.655691111789219,0.5631040902439,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
33.2,0.0113228248558697,0.654046778313916,0.506111852484704,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
33.4,0.0121085299812117,0.652313323408368,0.445887450308367,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
33.6,0.0130888632605518,0.650482097573088,0.38398060501791,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
33.8,0.0142876631546279,0.648558543383513,0.322796924097987,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
34,0.0157267916535301,0.646519476841981,0.263992684001622,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
34.2,0.0174315659424321,0.644334765123153,0.209159130598313,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
34.4,0.0194179058861388,0.641980390813622,0.159984214220028,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
34.6,0.0216948154892445,0.639390639951619,0.117169090938651,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
34.8,0.0242696319071954,0.636479492030261,0.0812481460761138,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
35,0.0271384062761621,0.633151005044939,0.0526649238251556,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
35.2,0.0302893631180915,0.629248557832653,0.0312513202755066,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
35.4,0.0337162355125803,0.624580161131133,0.0165447338790339,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
35.6,0.0374380520108693,0.61894684996991,0.00761014933878997,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
35.8,0.0415265527985787,0.612111939202943,0.00294752133688213,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
36,0.0461296128830119,0.603834841845594,0.000931136018402172,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
36.2,0.0514882285691133,0.593884771245954,0.000232631215625178,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
36.4,0.0579245215573318,0.58196829772558,4.41571989766195e-05,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
36.6,0.0657984555222669,0.567722241821531,6.05582432810459e-06,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
36.8,0.0754838880676153,0.55072208937097,5.65617361336562e-07,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
37,0.0873598956647962,0.530460753779777,3.35234774711092e-08,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
37.2,0.101710983684575,0.506441180809473,1.17638364306407e-09,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
37.4,0.118457322465152,0.478343740514719,2.33756428705681e-11,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
37.6,0.136731976347714,0.446316254296672,2.68501041235652e-13,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
37.8,0.154365267545262,0.411620499281173,2.12578144921211e-15,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
38,0.167311084527732,0.377554455974087,1.83751618947327e-17,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
38.2,0.17012600788108,0.350281153511465,4.09601504586792e-19,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
38.4,0.159564064099928,0.338163350564092,7.55821480893451e-20,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
38.6,0.138651135048023,0.347344041490102,2.71937230074309e-19,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
38.8,0.114585484039443,0.375807395539396,1.44017903009784e-17,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
39,0.0930181214265115,0.414465817794966,3.16119876684301e-15,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
39.2,0.0762299498689245,0.454761392280876,8.71856430806908e-13,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
39.4,0.0641869714234314,0.492310505123836,1.63942837269642e-10,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
39.6,0.0558977460831351,0.525644234078737,1.71248033460855e-08,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
39.8,0.0502761631426052,0.554538656800592,9.63122770512048e-07,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
40,0.0464510979294918,0.579237099259646,3.01707662986941e-05,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
40.2,0.0437931222796582,0.600141907966397,0.000556551020165007,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
40.4,0.0417812449520092,0.617604495829383,0.00631909777149654,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
40.6,0.0394728720415713,0.631396583443296,0.0417112951280183,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
40.8,0.0351510550480102,0.640371327125284,0.132073590443035,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
41,0.0292047399619952,0.645352874744782,0.233614225228059,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
41.2,0.0237292866781424,0.648782651728155,0.3296666038702,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
41.4,0.0194792287578261,0.65172215186597,0.425619377941308,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
41.6,0.0163912912102559,0.654375476114458,0.517565081867661,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
41.8,0.0142301841675737,0.656730300443662,0.59837435089247,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
42,0.0127533488282318,0.65872894648812,0.663164840423901,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
42.2,0.0117537755002681,0.660319519560987,0.710796034639984,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
42.4,0.0110747190888037,0.661478695406419,0.742865076384986,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
42.6,0.0106085833883636,0.66221396330936,0.761959924105877,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
42.8,0.0102874656810216,0.66255421528143,0.770459375241183,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
43,0.0100709397653374,0.662544885966242,0.770229196300481,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
43.2,0.00993646632236257,0.662234632014055,0.762482345661975,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
43.4,0.00987422750351831,0.66166613829628,0.747826663539589,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
43.6,0.00988175969112159,0.66088542579885,0.726746013724954,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
43.8,0.00996148281428956,0.659927777374219,0.699437440556789,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
44,0.0101218030947466,0.658815657986165,0.665860766433685,"Threshold (peaks, total)","total-biomass trigger","Peaks
(total-biomass trigger)"
20.2,0.125570309080859,0.809138346620023,3.94374032917522e-10,"Threshold (troughs, total)","total-biomass trigger","Troughs
(total-biomass trigger)"
20.4,0.0871940954551896,0.769404321368257,1.00574974746108e-07,"Threshold (troughs, total)","total-biomass trigger","Troughs
(total-biomass trigger)"
20.6,0.0634395703243596,0.743952361612421,3.49980881629123e-06,"Threshold (troughs, total)","total-biomass trigger","Troughs
(total-biomass trigger)"
20.8,0.0489991312570618,0.72747727746747,3.48242427064672e-05,"Threshold (troughs, total)","total-biomass trigger","Troughs
(total-biomass trigger)"
21,0.0402812992985154,0.716502026583391,0.000160904417106133,"Threshold (troughs, total)","total-biomass trigger","Troughs
(total-biomass trigger)"
21.2,0.0350461947094073,0.708861388618062,0.000466882576200112,"Threshold (troughs, total)","total-biomass trigger","Troughs
(total-biomass trigger)"
21.4,0.0319422084933871,0.703238484172738,0.00102218693403613,"Threshold (troughs, total)","total-biomass trigger","Troughs
(total-biomass trigger)"
21.6,0.0301538765799835,0.698773673129691,0.00190356813894241,"Threshold (troughs, total)","total-biomass trigger","Troughs
(total-biomass trigger)"
21.8,0.0291848265534101,0.694904560359603,0.00326076198643549,"Threshold (troughs, total)","total-biomass trigger","Troughs
(total-biomass trigger)"
22,0.0287281772774931,0.691289831932538,0.00538674035004732,"Threshold (troughs, total)","total-biomass trigger","Troughs
(total-biomass trigger)"
22.2,0.0285869439023767,0.687669432586138,0.00889344191610577,"Threshold (troughs, total)","total-biomass trigger","Troughs
(total-biomass trigger)"
22.4,0.0286173605848449,0.683817100772875,0.0151236450966591,"Threshold (troughs, total)","total-biomass trigger","Troughs
(total-biomass trigger)"
22.6,0.0286720402879784,0.679537180208688,0.0271362551734328,"Threshold (troughs, total)","total-biomass trigger","Troughs
(total-biomass trigger)"
